"i2p","p2i"
13.9000002145767,-7.69999983906746
5.79999987781048,7.5
5.39999994635582,-18.200000166893
-1.1999998986721,8.90000000596046
21.499999910593,8.7999996393919
-10.6000001430511,-0.700000055134296
-23.6000000983477,-14.6000000536442
-37.4000000953674,-10.1000000014901
-32,-23.9000001698732
-0.400000050663948,-6.40000024437904
11.8999998867512,-3.29999966919422
29.8999999761581,-4.5
-16.5000001192093,2.59999994933605
11.2999999523163,11
12.2999999970198,-8.10000000149012
-11,0.799999997019768
-17.2999999895692,1
13.5000001192093,-7.90000021457672
-10.1999997645617,19.4000001400709
-48.5000001937151,-21.7999999523163
-54.3000000789762,-34.7999999970198
-3.60000002384186,1.29999983310699
-10.3999998122454,2.59999994933605
-2.00000011920929,16.7999999970198
-33.700000025332,-8.90000009536743
-6.20000002533197,-31.0000002384186
1.09999994933605,-6.50000024586916
-21.0000002160668,-26.2000001892447
6.59999999403954,-23.4999996721745
7.79999975860119,2.39999990910292
12.4999997094274,2.99999954551458
-23.7999999821186,4.89999990910292
-3.6000000834465,-12.0000001490116
-5.60000012069941,-22.9000001996756
-47.7999998629093,-31.8000001907349
-6.20000010728836,8.59999975562096
-7.99999991804361,-9.8000001013279
-1.39999986439943,-6.89999983459711
-56.700000025332,-27.8000001460314
-356.799999862909,-212.299998752773
-346.000000067055,-158.100000061095
-204.199999645352,-56.300000205636
-144.100000396371,-128.099999368191
-273.600000105798,-82.2000001743436
-135.899999752641,-114.699999727309
-221.7999997437,-145.199999853969
-305.800000347197,-199.600000374019
-140.90000000596,-27.9000000059605
-110.400000199676,-6.79999995231628
-114.50000012666,-49.2000002712011
-64.1000001952052,-18.5000000819564
-18.8000002652407,3.69999992847443
-69.8000003993511,-0.900000154972076
-64.9999995976686,-33.0000004768372
-79.2000008821487,29.9999996349216
-85.0000000298023,-110.400000043213
-152.499999910593,-141.900000095367
-86.0000006854534,-156.700000293553
-449.00000038743,-173.90000063926
-215.700000196695,-129.500000096858
-254.40000013262,-198.299999915063
-56.1000002995133,-86.7000002563
-227.400000728667,-1.00000012665987
-332.799999706447,-219.399999596179
-465.100000366569,-346.300000838935
-294.300000376999,-165.099999725819
-295.200000248849,-183.400000631809
-374.100000560284,-236.800000861287
-264.300000488758,-139.200000807643
-296.600000202656,-136.300000339746
-624.100000545382,-208.800000526011
-1114.60000114143,-315.200000442564
-377.900000490248,-112.600000530481
-155.999999947846,-220.400000274181
-118.200000084937,-107.999999992549
-120.70000012219,-56.8000004589558
-183.000000707805,-276.800000503659
-72.6000001132488,-150.90000012517
-177.100000485778,-188.800000473857
-236.99999973923,-110.499999910593
-304.700000718236,-144.500000782311
-286.900000579655,-43.2000001594424
-537.1000007689,-303.300000213087
-229.800000369549,-170.700000397861
-248.999999776483,-158.699999883771
-452.299999803305,-193.200000092387
-235.799998573959,-173.199999913573
-287.300000175834,-124.800000429153
-391.299999713898,-155.400000333786
-183.600001290441,-95.2000004351139
-352.299999915063,-43.5999998152256
-147.49999986589,-305.399999842048
-88.1999998837709,-85.7000000476837
-503.600000396371,-113.200000099838
-464.600000187755,-104.600000225008
-193.300000041723,-133.30000025034
-158.000000275671,-135.500000119209
-212.800000399351,-76.8000001907349
-266.700000107288,-98.9000000953674
-286.000000238419,-255.600000269711
-477.900000683963,-157.900000050664
-779.300000011921,-372.700000427663
-148.000000655651,-56.200000397861
-105.299999453127,-67.3000000417233
-134.400000505149,-63.2000001594424
-204.100000724196,-122.900000572205
-398.200000151992,-212.000000342727
-233.600000396371,-166.400000914931
-133.600000448525,-144.500000484288
-401.300000667572,-301.500000506639
-471.29999948293,-279.499999336898
-886.800001166761,-358.200000308454
-708.800000444055,-311.999999925494
-1324.20000059158,-521.900000937283
-404.399999201298,-359.20000039041
-198.499999985099,-131.600000716746
-609.199999675155,-448.600000672042
-882.799999773502,-246.100000068545
-488.600000172853,-265.100000046194
-424.700000606477,-115.300000034273
-497.400000587106,-130.000000484288
-340.300000987947,-84.8999999761581
-175.500000946224,-102.300000712276
-228.000001065433,-125.600000277162
-240.200001075864,-207.100000478327
-188.900000758469,-104.200000479817
-258.800000391901,-110.90000000596
-233.800000779331,-54.0000005736947
-451.100001402199,-212.200000353158
-324.000000797212,-56.800000295043
-83.1000002026558,-58.3999998569489
-181.300000503659,-110.600000143051
-268.500000670552,-135.800000339746
-396.700000144541,-154.39999961853
-312.900001324713,-231.500000342727
-208.500000052154,-84.80000038445
-66.7000005245209,-33.3999998867512
-174.500000409782,-45.3999999091029
-177.400000557303,-102.799999952316
-229.400000184774,-91.700000166893
-174.299999438226,-58.400000244379
-449.799999289215,-173.399999842048
-273.200000308454,-89.7000005543232
-170.99999986589,-115.300000146031
-196.10000038147,-107.5
-214.40000038594,-30.5000003874302
-169.199999645352,-46.400000244379
-154.100000739098,-37.8000003695488
-141.100000359118,-72.3999999091029
-404.799999155104,-100.499999813735
-270.299999915063,-110.000000417233
-293.200000241399,-27.2999999076128
-284.200000271201,-22.3000001981854
-192.400000095367,-58.399999961257
-158.299999713898,-93.2000000476837
-276.499999769032,-123.199999958277
-199.800000548363,-129.400000378489
-268.400000572205,-58.900000192225
-143.399999909103,-77.1999999955297
-331.299999833107,-162.70000000298
-149,-26.9999998807907
-211.79999960959,-33.5000002384186
-120.099999979138,-26.4000000953674
-389.100000217557,-65.8000001236796
-245.500000238419,-50.3999999091029
-201.000000193715,-232.400000289083
-278.199999451637,-94.6000000536442
-50.6000000014901,-56
-108.60000000149,-29.2000000029802
-249.499999910593,-55.8999998569489
-203.900000371039,-64.5999997854233
-181.700000166893,-91.0000001937151
-115.500000007451,-69.1999998167157
-224.100000299513,-24.9000005200505
-158.200000181794,-69.8000003397465
-299.399999387562,-120.399999909103
-139.899999961257,-16.9000000953674
-117.900000557303,-18.8000001907349
-182.700000457466,-68.9000000283122
-390.300000347197,-130.80000012368
-171.200000099838,-81.8000000119209
-119.599999725819,-68.5000004321337
-34.600000448525,-18.1000002995133
-39.8999999836087,-40.1000002920628
-15.1999998614192,-12.0999997630715
-40.8000003248453,-33.4000000730157
-63.2000004425645,-18.1000005304813
-68.3000002205372,-45.3000000491738
-49.8000002428889,-43.4000004008412
0,0
0,0
-41.0000000149012,-24.1999999210238
-96.6999999135733,-48.1000002622604
-119.099999621511,-20.6999999955297
-69.4999997317791,-67.5999999046326
-84.3000007495284,-68.4999998733401
-102.099999621511,-42.6999997720122
-116.600000105798,-54.5999999046326
-95.1000001206994,-39.2000002861023
-25.1999998837709,-7.30000007152557
