"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Class"
"4",-4.188,0.502,0.552,0.735,0.395,-0.026,0.803,-0.874,-0.913,"hud"
"4",-2.923,-0.231,-0.307,0.075,0.265,0.403,0.691,-1.012,-0.157,"hed"
"4",-3.39,0.476,1.547,0.658,1.504,-0.65,-0.604,-0.295,0.616,"hid"
"4",-3.128,0.955,1.264,0.753,0.437,-0.841,-0.517,-0.473,0,"hId"
"4",-2.689,0.157,1.501,0.349,-0.412,-0.49,-0.512,-0.277,0.422,"hEd"
"4",-1.693,-0.038,-0.051,-0.174,-0.372,0.117,0.053,-0.611,0.3,"hAd"
"4",-2.927,-0.532,-0.486,-0.519,0.585,0.813,-0.133,-0.475,-0.349,"hYd"
"4",-2.555,-0.8,-0.233,-0.078,0.244,0.771,-0.112,-0.707,0.165,"had"
"4",-3.439,1.067,0.029,-1.12,-0.212,0.062,1.44,-0.353,-0.42,"hOd"
"4",-4.067,-0.065,-0.378,-1.163,0.065,0.508,1.003,0.03,-0.187,"hod"
"4",-4.068,-0.068,-0.152,0.126,0.548,0.453,0.577,-0.543,-0.896,"hUd"
"4",-4.314,0.58,0.279,0.702,0.532,-0.068,0.814,-0.917,-1.109,"hud"
"4",-3.02,-0.238,-0.286,0.088,0.235,0.372,0.563,-1.027,-0.151,"hed"
"4",-3.485,0.582,1.501,0.578,1.48,-0.663,-0.602,-0.318,0.575,"hid"
"4",-3.049,0.981,1.193,0.761,0.495,-0.714,-0.466,-0.568,-0.149,"hId"
"4",-2.837,0.241,1.629,0.23,-0.545,-0.643,-0.231,-0.186,0.45,"hEd"
"4",-1.611,-0.056,-0.048,-0.044,-0.423,0.289,-0.092,-0.633,0.221,"hAd"
"4",-2.939,-0.451,-0.209,-0.88,0.697,0.823,-0.035,-0.744,-0.193,"hYd"
"4",-2.842,-0.713,0.003,0.126,0.411,0.538,-0.077,-0.995,0.092,"had"
"4",-3.587,0.885,-0.188,-1.164,-0.215,0.051,1.344,-0.641,-0.253,"hOd"
"4",-4.222,0.016,-0.144,-1.132,-0.053,0.519,1.024,0.075,-0.226,"hod"
"4",-4.087,0.123,-0.151,0.118,0.474,0.365,0.495,-0.473,-0.886,"hUd"
"4",-4.442,0.596,0.191,0.636,0.679,-0.14,0.774,-0.828,-1.122,"hud"
"4",-2.976,-0.222,-0.099,0.081,0.052,0.479,0.517,-1.105,-0.125,"hed"
"4",-3.689,0.692,1.307,0.605,1.514,-0.752,-0.697,-0.355,0.702,"hid"
"4",-3.278,1.047,1.152,0.725,0.168,-0.839,-0.381,-0.687,0.013,"hId"
"4",-3.249,0.589,1.408,0.023,-0.821,-0.581,0.031,0.068,0.325,"hEd"
"4",-1.596,-0.199,0.199,-0.115,-0.474,0.428,-0.113,-0.61,0.131,"hAd"
"4",-2.986,-0.311,-0.083,-0.878,0.449,0.916,0.082,-0.905,-0.109,"hYd"
"4",-3.003,-0.45,0.328,0.097,0.574,0.427,-0.017,-1.146,-0.06,"had"
"4",-3.682,0.041,-0.508,-0.905,0.028,0.492,0.654,-0.722,-0.318,"hOd"
"4",-4.21,0.164,-0.047,-1.251,-0.102,0.276,0.919,0.091,-0.159,"hod"
"4",-4.129,0.308,-0.125,0.117,0.393,0.199,0.308,-0.478,-0.909,"hUd"
"4",-4.497,0.609,0.115,0.673,0.709,-0.03,0.861,-0.704,-1.038,"hud"
"4",-2.846,-0.219,-0.083,0.091,0.076,0.442,0.509,-1.181,-0.021,"hed"
"4",-3.693,0.727,1.236,0.612,1.502,-0.804,-0.763,-0.346,0.788,"hid"
"4",-3.543,0.674,1.413,0.653,-0.445,-0.803,-0.256,-0.65,0.423,"hId"
"4",-3.293,0.522,1.48,0.249,-0.661,-0.643,-0.094,-0.132,0.198,"hEd"
"4",-1.708,-0.14,0.151,-0.092,-0.481,0.22,0.034,-0.692,0.19,"hAd"
"4",-2.942,-0.353,-0.364,-0.61,0.401,0.864,0.191,-0.764,-0.235,"hYd"
"4",-3.253,-0.286,0.713,-0.036,0.539,0.476,-0.116,-0.945,-0.108,"had"
"4",-3.661,-0.117,-0.237,-0.755,0.092,0.686,0.381,-0.58,-0.687,"hOd"
"4",-4.216,0.192,-0.023,-1.231,-0.32,0.128,1.03,0.061,-0.179,"hod"
"4",-4.077,0.039,0.082,0.218,0.393,0.324,0.399,-0.658,-0.964,"hUd"
"4",-4.544,1.028,-0.016,0.447,0.884,-0.094,0.885,-0.459,-1.099,"hud"
"4",-2.711,-0.023,0.053,0.101,-0.148,0.382,0.476,-1.05,-0.256,"hed"
"5",-3.322,-0.5,0.963,0.921,0.981,1.059,-1.079,-1.004,0.112,"hid"
"5",-3.844,-0.19,1.685,0.617,1.245,-0.811,-0.506,-1.128,0.076,"hId"
"5",-2.665,-1.009,1.307,0.287,0.855,-0.466,-0.19,-0.721,0.407,"hEd"
"5",-2.493,-0.929,0.465,-0.369,0.002,0.187,-0.696,-0.31,0.348,"hAd"
"5",-2.905,-0.658,0.022,-1.121,0.25,0.467,0.484,-0.157,-0.676,"hYd"
"5",-2.685,-0.857,0.033,-0.638,0.484,0.143,0.159,-0.218,-0.343,"had"
"5",-3.389,-0.71,-0.026,-0.641,0.112,0.775,0.443,-0.11,-0.979,"hOd"
"5",-4.243,-0.415,0.898,-1.027,-0.281,0.576,0.48,0.564,-0.085,"hod"
"5",-3.741,-1.593,0.782,-0.298,1.378,0.184,1.458,-0.134,-1.297,"hUd"
"5",-4.694,-1.153,0.702,0.452,0.298,0.454,0.001,-0.264,-1.399,"hud"
"5",-3.012,-0.834,0.975,-0.299,0.926,0.174,0.836,-0.239,-1.144,"hed"
"5",-3.268,-0.693,0.763,1.043,1.194,0.892,-1.293,-1.033,0.199,"hid"
"5",-3.618,-0.4,1.771,0.666,1.535,-0.389,-0.342,-1.279,-0.109,"hId"
"5",-2.693,-0.87,1.341,0.317,0.925,-0.328,-0.169,-0.936,0.399,"hEd"
"5",-2.515,-0.84,0.511,-0.492,0.098,0.047,-0.68,-0.283,0.168,"hAd"
"5",-2.882,-0.589,0.173,-1.165,0.014,0.571,0.502,-0.093,-0.616,"hYd"
"5",-2.591,-0.659,-0.016,-0.673,0.588,0.084,0.182,-0.094,-0.372,"had"
"5",-3.354,-0.887,0.01,-0.551,0.293,0.901,0.32,-0.302,-1.023,"hOd"
"5",-4.228,-0.38,1.16,-1.188,-0.362,0.516,0.507,0.669,-0.074,"hod"
"5",-3.901,-0.95,0.702,-0.47,1.146,-0.109,1.597,0.146,-1.197,"hUd"
"5",-4.708,-1.121,0.701,0.437,0.176,0.552,0.004,-0.168,-1.484,"hud"
"5",-3,-0.866,1.015,-0.4,0.861,0.174,0.938,-0.216,-1.01,"hed"
"5",-3.347,-0.414,0.922,0.973,0.978,0.929,-1.211,-1.268,0.278,"hid"
"5",-3.518,-0.365,1.788,0.584,1.678,-0.109,-0.016,-1.501,0.002,"hId"
"5",-2.875,-0.728,1.439,0.355,0.846,-0.378,-0.233,-1.072,0.505,"hEd"
"5",-2.612,-0.87,0.47,-0.448,0.172,-0.06,-0.656,-0.334,0.087,"hAd"
"5",-2.859,-0.676,0.098,-1.086,0.041,0.732,0.305,-0.141,-0.636,"hYd"
"5",-2.497,-0.607,0.02,-0.71,0.612,0.093,0.272,-0.06,-0.507,"had"
"5",-3.236,-0.806,-0.2,-0.386,0.358,0.889,0.516,-0.297,-1.075,"hOd"
"5",-4.188,-0.456,1.077,-1.385,-0.104,0.459,0.558,0.701,-0.32,"hod"
"5",-3.775,-1.017,0.687,-0.464,1.189,-0.157,1.673,-0.024,-1.144,"hUd"
"5",-4.744,-0.886,0.571,0.235,0.183,0.357,0.04,0.203,-1.68,"hud"
"5",-3.046,-0.823,0.935,-0.44,0.849,0.085,0.865,-0.178,-0.954,"hed"
"5",-3.594,-0.028,1.018,1.069,0.723,0.695,-0.982,-1.433,0.249,"hid"
"5",-3.426,-0.469,1.776,0.566,1.686,0.07,0.081,-1.483,-0.141,"hId"
"5",-3.086,-0.627,1.508,0.338,0.747,-0.479,-0.323,-1.087,0.645,"hEd"
"5",-2.75,-0.848,0.364,-0.275,0.02,-0.003,-0.782,-0.291,0.167,"hAd"
"5",-2.846,-0.78,-0.153,-0.905,0.24,0.746,0.14,-0.114,-0.746,"hYd"
"5",-2.511,-0.555,0.226,-0.735,0.631,-0.006,0.52,-0.138,-0.651,"had"
"5",-3.124,-0.857,-0.334,-0.312,0.587,0.849,0.475,-0.174,-0.899,"hOd"
"5",-4.175,-0.446,0.988,-1.48,0.133,0.507,0.605,0.691,-0.462,"hod"
"5",-3.777,-0.983,0.846,-0.373,0.96,-0.04,1.331,0.247,-1.09,"hUd"
"5",-4.788,-0.71,0.3,0.366,-0.121,0.403,-0.016,0.124,-1.32,"hud"
"5",-3.006,-0.875,0.945,-0.495,0.721,0.212,0.75,-0.037,-1.054,"hed"
"5",-3.781,0.102,1.115,1.036,0.651,0.615,-1.082,-1.272,0.05,"hid"
"5",-3.394,-0.573,1.704,0.608,1.644,0.109,0.2,-1.507,-0.225,"hId"
"5",-3.091,-0.574,1.36,0.416,0.764,-0.48,-0.144,-1.295,0.696,"hEd"
"5",-2.85,-0.792,0.482,-0.365,0.046,-0.029,-0.761,-0.251,0.113,"hAd"
"5",-2.884,-0.764,-0.108,-1.015,0.361,0.712,0.133,-0.017,-0.847,"hYd"
"5",-2.656,-0.527,0.464,-0.612,0.668,-0.16,0.857,-0.416,-0.596,"had"
"5",-3.246,-0.867,-0.205,-0.316,0.808,0.824,0.062,-0.118,-0.749,"hOd"
"5",-4.172,-0.375,1.028,-1.41,0.008,0.513,0.635,0.802,-0.28,"hod"
"5",-3.862,-0.717,1.133,-0.23,0.922,-0.223,1.264,0.194,-0.935,"hUd"
"5",-4.836,-0.684,0.182,0.349,-0.176,0.317,0.059,-0.024,-1.13,"hud"
"5",-2.973,-0.849,0.984,-0.508,0.59,0.248,0.728,0.073,-1.107,"hed"
"5",-3.858,0.05,1.17,0.975,0.703,0.585,-1.191,-1.172,-0.076,"hid"
"5",-3.404,-0.591,1.627,0.66,1.456,0.068,0.381,-1.494,-0.453,"hId"
"5",-2.952,-0.74,1.311,0.424,0.853,-0.319,-0.082,-1.456,0.616,"hEd"
"5",-3.005,-0.716,0.535,-0.392,0.054,-0.054,-0.686,-0.29,0.153,"hAd"
"5",-2.898,-0.81,-0.043,-1.164,0.448,0.69,0.218,-0.078,-0.876,"hYd"
"5",-2.906,-0.491,0.575,-0.386,0.771,-0.134,0.977,-0.54,-0.604,"had"
"5",-3.462,-0.447,0,-0.416,0.767,0.569,-0.072,-0.08,-0.798,"hOd"
"5",-4.076,-0.688,0.677,-1.472,0.461,0.682,0.724,0.717,-0.409,"hod"
"5",-3.846,-0.607,1.434,-0.072,1.13,-0.535,1.159,-0.123,-0.385,"hUd"
"5",-4.885,-0.948,0.373,0.255,-0.121,0.43,-0.013,0.018,-1.518,"hud"
"5",-2.98,-0.842,0.955,-0.491,0.572,0.267,0.692,0.084,-1.1,"hed"
"6",-3.208,-0.516,1.098,1.529,1.069,0.186,-0.947,-0.248,-0.059,"hid"
"6",-2.569,-0.841,0.732,1.112,0.961,-0.075,0.148,-0.893,0.314,"hId"
"6",-2.21,-0.581,1.139,0.238,0.074,-0.625,-0.366,-0.326,0.557,"hEd"
"6",-1.885,-0.673,0.147,-0.148,-0.4,0.252,-0.098,-0.874,0.245,"hAd"
"6",-2.488,-0.239,-0.33,-1.355,0.284,0.101,0.934,-0.966,-0.31,"hYd"
"6",-2.335,-0.295,-0.42,-0.645,0.351,0.12,0.447,-1.126,0.11,"had"
"6",-2.715,0.701,0.239,-1.426,-0.218,-0.317,1.516,-0.162,-0.703,"hOd"
"6",-4.21,-0.106,-1.247,-0.683,0.539,0.579,0.832,-0.035,-0.764,"hod"
"6",-3.984,-0.103,-0.707,0.297,0.317,0.857,1.403,-1.253,-0.298,"hUd"
"6",-4.964,0.474,0.047,0.417,-0.328,0.334,0.474,-1.26,-0.221,"hud"
"6",-2.528,-0.144,-0.171,-0.077,0.26,-0.045,0.681,-1.399,-0.066,"hed"
"6",-3.431,-0.362,1.173,1.59,0.956,0.162,-0.853,-0.364,0.084,"hid"
"6",-2.659,-0.687,0.697,1.081,1.045,-0.149,0.184,-0.927,0.327,"hId"
"6",-2.103,-0.84,1.195,0.377,0.135,-0.504,-0.549,-0.404,0.602,"hEd"
"6",-1.926,-0.571,0.257,-0.159,-0.493,0.27,-0.153,-0.673,-0.005,"hAd"
"6",-2.512,-0.171,-0.385,-1.495,0.381,0.067,0.899,-0.902,-0.412,"hYd"
"6",-2.353,-0.433,-0.193,-0.715,0.359,0.26,0.273,-1.206,0.36,"had"
"6",-2.708,0.728,0.336,-1.437,-0.344,-0.411,1.469,-0.022,-0.717,"hOd"
"6",-4.341,-0.453,-1.047,-0.469,0.51,0.618,0.801,-0.399,-0.777,"hod"
"6",-4.045,0.2,-0.745,0.215,0.387,0.625,1.477,-1.207,-0.27,"hUd"
"6",-5.02,0.562,-0.136,0.531,-0.064,0.373,0.631,-1.407,-0.267,"hud"
"6",-2.665,-0.384,-0.111,-0.001,0.234,0.033,0.478,-1.558,0.219,"hed"
"6",-3.586,-0.359,1.307,1.587,0.99,0.18,-0.831,-0.471,0.198,"hid"
"6",-2.889,-0.494,0.719,1.104,1.003,-0.415,0.097,-0.855,0.356,"hId"
"6",-2.282,-0.798,1.286,0.308,0.01,-0.411,-0.61,-0.266,0.584,"hEd"
"6",-1.985,-0.601,0.424,-0.295,-0.489,0.208,-0.216,-0.562,0.079,"hAd"
"6",-2.563,-0.283,-0.368,-1.593,0.408,0.121,0.933,-0.946,-0.356,"hYd"
"6",-2.415,-0.285,0.085,-0.902,0.283,0.302,0.247,-1.207,0.371,"had"
"6",-2.776,0.532,0.277,-1.47,-0.368,-0.278,1.479,-0.164,-0.797,"hOd"
"6",-4.384,-0.905,-0.965,-0.16,0.498,0.809,0.66,-0.613,-0.831,"hod"
"6",-4.107,0.206,-0.811,0.334,0.633,0.402,1.097,-1.327,-0.04,"hUd"
"6",-5.069,0.826,-0.274,0.576,0.145,0.308,1.001,-1.412,-0.306,"hud"
"6",-2.812,-0.661,0.109,-0.011,0.11,0.187,0.096,-1.538,0.592,"hed"
"6",-3.76,-0.24,1.273,1.751,1.125,0.23,-0.723,-0.501,0.315,"hid"
"6",-3.152,-0.325,0.868,1.084,0.753,-0.522,-0.005,-0.821,0.483,"hId"
"6",-2.558,-0.66,1.366,0.038,-0.011,-0.443,-0.531,-0.062,0.418,"hEd"
"6",-2.01,-0.626,0.389,-0.24,-0.441,0.103,-0.27,-0.647,0.165,"hAd"
"6",-2.601,-0.322,-0.255,-1.67,0.229,0.202,1.01,-0.871,-0.461,"hYd"
"6",-2.521,-0.277,0.27,-0.909,0.274,0.348,-0.028,-1.177,0.432,"had"
"6",-2.922,0.214,0.122,-1.477,-0.173,0.045,1.38,-0.635,-0.757,"hOd"
"6",-4.417,-1.225,-0.853,0.041,0.536,0.885,0.533,-0.757,-0.789,"hod"
"6",-4.07,-0.28,-0.722,0.696,0.683,0.243,0.689,-1.45,0.19,"hUd"
"6",-5.08,0.971,-0.374,0.501,0.226,0.144,0.851,-1.319,-0.3,"hud"
"6",-2.93,-0.7,0.206,-0.088,0.153,0.142,-0.031,-1.437,0.615,"hed"
"6",-4.247,0.248,1.372,1.831,1.167,0.087,-0.518,-0.316,0.347,"hid"
"6",-3.183,-0.413,0.923,1.091,0.582,-0.447,-0.085,-0.904,0.693,"hId"
"6",-2.514,-0.777,1.299,0.027,0.247,-0.487,-0.653,-0.028,0.481,"hEd"
"6",-2.041,-0.585,0.549,-0.43,-0.291,-0.002,-0.234,-0.751,0.253,"hAd"
"6",-2.64,-0.345,-0.23,-1.649,0.064,0.275,0.952,-0.651,-0.571,"hYd"
"6",-2.729,-0.505,0.138,-0.533,0.455,0.148,-0.407,-1.059,0.625,"had"
"6",-3.025,-0.147,-0.034,-1.34,0.049,0.364,1.099,-1.02,-0.652,"hOd"
"6",-4.415,-1.313,-0.815,0.168,0.59,0.975,0.42,-0.825,-0.748,"hod"
"6",-4.036,-0.355,-0.602,0.837,0.663,-0.013,0.507,-1.412,0.21,"hUd"
"6",-5.158,1.064,-0.343,0.352,0.18,-0.05,0.817,-1.308,-0.249,"hud"
"6",-2.907,-0.904,0.205,0.011,0.346,-0.031,-0.148,-1.262,0.487,"hed"
"6",-4.687,0.889,1.464,1.618,1.021,-0.121,-0.398,-0.307,0.293,"hid"
"6",-3.096,-0.452,0.879,1.067,0.497,-0.296,-0.067,-0.973,0.711,"hId"
"6",-2.452,-0.805,1.141,0.239,0.176,-0.104,-0.752,-0.334,0.731,"hEd"
"6",-2.081,-0.521,0.578,-0.463,-0.246,-0.041,-0.162,-0.814,0.425,"hAd"
"6",-2.658,-0.382,-0.31,-1.64,0.081,0.276,0.884,-0.535,-0.548,"hYd"
"6",-2.982,-0.915,0.188,0.035,0.467,-0.13,-0.689,-0.684,0.664,"had"
"6",-3.098,-0.316,-0.322,-1.082,0.285,0.445,0.847,-0.951,-0.707,"hOd"
"6",-4.403,-0.945,-0.934,0.041,0.409,1.003,0.47,-0.477,-0.621,"hod"
"6",-4.2,-0.31,-0.392,0.968,0.7,-0.328,0.129,-0.896,0.15,"hUd"
"6",-5.211,0.82,-0.333,0.447,0.226,0.127,0.89,-1.389,-0.304,"hud"
"6",-2.752,-0.718,0.057,-0.009,0.402,0.121,0.05,-1.435,0.281,"hed"
"7",-5.058,1.381,1.885,-0.259,-0.483,-0.562,0.123,-0.063,0.663,"hid"
"7",-4.181,0.736,1.286,0.724,-0.511,-1.126,-0.45,-0.648,0.995,"hId"
"7",-3.753,-0.042,1.406,0.209,-0.53,-0.52,-0.4,-0.386,1.07,"hEd"
"7",-3.494,-0.607,0.242,-0.43,0.131,0.236,0.545,-0.593,0.678,"hAd"
"7",-2.813,-1.246,-0.184,-0.755,0.491,1.202,-0.558,-0.669,0.054,"hYd"
"7",-3.133,-1.398,0.254,-0.667,0.532,0.389,-0.178,-0.584,0.844,"had"
"7",-3.749,-0.755,-0.452,-0.666,0.209,0.741,0.9,-1.613,0.128,"hOd"
"7",-4.373,-0.792,-1.332,-0.202,0.597,0.192,1.133,-1.131,-0.28,"hod"
"7",-4.468,-0.42,-1.197,0.338,0.6,-0.11,0.314,-1.248,-0.012,"hUd"
"7",-4.902,-0.564,-0.536,-0.164,-0.298,0.842,-0.158,-0.906,0.358,"hud"
"7",-4.125,-0.167,-0.27,0.103,0.32,-0.467,-0.254,-0.415,0.863,"hed"
"7",-5.124,1.413,1.804,-0.277,-0.33,-0.746,0.221,0.06,0.46,"hid"
"7",-4.393,0.57,1.397,0.293,-0.836,-0.966,-0.461,-0.277,1.184,"hId"
"7",-3.961,0.11,1.232,0.21,-0.67,-0.536,-0.33,-0.268,1.098,"hEd"
"7",-3.654,-0.574,0.248,-0.299,0.158,0.154,0.553,-0.58,0.617,"hAd"
"7",-3.001,-1.178,-0.116,-0.922,0.536,1.286,-0.506,-0.566,-0.102,"hYd"
"7",-3.417,-1.148,0.234,-0.778,0.411,0.494,0.13,-0.704,0.764,"had"
"7",-3.887,-0.739,-0.69,-0.548,0.33,0.569,0.98,-1.609,0.283,"hOd"
"7",-4.474,-1.069,-1.409,0.137,1.049,0.071,0.877,-1.355,-0.167,"hod"
"7",-4.471,-0.809,-0.881,0.646,0.539,0.04,0.142,-1.555,-0.023,"hUd"
"7",-4.947,-0.444,-0.953,-0.119,-0.249,0.594,0.27,-0.783,0.265,"hud"
"7",-4.173,-0.298,-0.13,0.122,0.319,-0.388,-0.328,-0.48,0.99,"hed"
"7",-5.131,1.364,1.936,-0.591,-0.354,-0.677,0.15,0.178,0.38,"hid"
"7",-4.395,0.503,1.718,0.241,-0.817,-0.672,-0.687,-0.449,1.396,"hId"
"7",-4.058,0.157,1.136,0.385,-0.687,-0.583,-0.185,-0.3,1.177,"hEd"
"7",-3.631,-0.719,0.13,-0.065,0.348,-0.061,0.555,-0.594,0.806,"hAd"
"7",-3.434,-1.065,-0.122,-0.795,0.363,1.403,-0.507,-0.375,0.015,"hYd"
"7",-3.765,-0.955,0.304,-0.735,0.41,0.38,0.146,-0.536,0.738,"had"
"7",-3.975,-0.506,-0.827,-0.478,0.434,0.356,0.939,-1.309,0.204,"hOd"
"7",-4.497,-1.446,-1.127,0.443,0.986,0.136,0.597,-1.087,-0.073,"hod"
"7",-4.475,-0.927,-0.678,0.599,0.445,0.224,0.103,-1.336,-0.192,"hUd"
"7",-5.011,-0.868,-1.215,0.17,-0.018,0.543,0.154,-0.841,0.707,"hud"
"7",-4.151,-0.605,0.111,0.41,0.354,-0.284,-0.381,-0.507,0.737,"hed"
"7",-5.125,1.283,2.003,-0.734,-0.513,-0.557,0.055,0.295,0.269,"hid"
"7",-4.316,0.441,1.819,0.5,-0.617,-0.633,-0.621,-0.671,1.193,"hId"
"7",-4.149,-0.008,1.215,0.39,-0.474,-0.4,-0.343,-0.344,0.886,"hEd"
"7",-3.581,-0.958,0.189,-0.077,0.451,0.049,0.449,-0.676,0.919,"hAd"
"7",-3.828,-0.836,-0.343,-0.466,0.116,1.172,-0.175,-0.275,0.117,"hYd"
"7",-3.82,-1.13,0.45,-0.471,0.665,0.298,-0.175,-0.473,0.848,"had"
"7",-3.949,-0.643,-0.986,-0.175,0.768,0.249,0.803,-1.479,0.168,"hOd"
"7",-4.471,-1.887,-0.799,0.719,0.938,0.239,0.342,-1.036,-0.06,"hod"
"7",-4.58,-0.753,-0.849,0.516,0.498,0.117,0.181,-1.256,-0.119,"hUd"
"7",-5.049,-0.678,-0.877,-0.09,0.005,0.253,-0.078,-0.178,0.131,"hud"
"7",-4.115,-0.738,0.132,0.658,0.329,-0.252,-0.123,-0.53,0.456,"hed"
"7",-5.143,1.216,1.898,-0.555,-0.466,-0.842,0.011,0.461,0.193,"hid"
"7",-4.403,0.551,1.496,0.673,-0.616,-0.787,-0.382,-0.696,1.139,"hId"
"7",-4.316,-0.087,1.285,0.126,-0.128,-0.286,-0.463,-0.294,0.691,"hEd"
"7",-3.622,-0.972,0.399,-0.402,0.527,0.271,0.373,-0.716,0.943,"hAd"
"7",-3.85,-1.055,-0.335,-0.164,0.41,0.913,-0.391,-0.338,0.26,"hYd"
"7",-3.962,-1.29,0.531,-0.17,0.528,0.282,-0.149,-0.603,1.139,"had"
"7",-3.894,-0.968,-0.671,-0.131,0.519,0.591,0.708,-1.515,0.121,"hOd"
"7",-4.469,-1.74,-0.886,0.447,0.883,0.374,0.577,-0.908,-0.089,"hod"
"7",-4.661,-0.497,-1.021,0.295,0.457,-0.019,0.345,-1.355,0.062,"hUd"
"7",-5.04,-1.721,-0.264,0.279,0.176,0.003,-0.609,-0.177,0.422,"hud"
"7",-4.169,-0.621,0.025,0.706,0.362,-0.343,-0.049,-0.339,0.22,"hed"
"7",-5.105,1.14,1.719,-0.443,-0.432,-0.969,-0.173,0.551,0.176,"hid"
"7",-4.544,0.643,1.281,0.504,-0.803,-0.709,-0.229,-0.546,1.058,"hId"
"7",-4.426,0.008,1.315,0.189,-0.297,-0.124,-0.244,-0.423,0.684,"hEd"
"7",-3.622,-1.108,0.685,-0.693,0.754,0.442,0.166,-0.458,0.738,"hAd"
"7",-3.597,-1.492,-0.142,-0.297,0.815,0.87,-0.49,-0.471,0.41,"hYd"
"7",-4.122,-1.34,0.615,0.03,0.353,0.345,-0.104,-0.54,0.988,"had"
"7",-4.065,-0.856,-0.221,-0.533,0.232,0.855,0.633,-1.452,0.272,"hOd"
"7",-4.513,-1.477,-1.09,0.215,0.829,0.342,0.693,-0.601,-0.056,"hod"
"7",-4.651,-0.823,-0.831,0.666,0.546,-0.3,0.094,-1.343,0.185,"hUd"
"7",-5.034,-1.633,-0.285,0.398,0.181,-0.211,-0.508,-0.283,0.304,"hud"
"7",-4.261,-0.482,-0.194,0.731,0.354,-0.478,0.05,-0.112,0.321,"hed"
"8",-1.149,-1.988,0.739,-0.06,1.206,0.864,1.196,-0.3,-0.467,"hid"
"8",-2.613,-0.54,0.484,0.389,1.741,0.198,0.257,-0.375,-0.604,"hId"
"8",-2.505,-0.593,0.304,0.496,0.824,-0.162,0.181,-0.363,-0.764,"hEd"
"8",-1.768,-1.142,-0.739,-0.086,0.12,-0.23,0.217,-0.009,-0.279,"hAd"
"8",-2.671,-0.514,0.133,-0.964,0.234,-0.071,1.192,0.254,-0.471,"hYd"
"8",-2.509,0.354,0.663,-0.724,0.418,-0.496,0.713,0.638,-0.204,"had"
"8",-2.764,0.727,1.54,-0.855,0.261,-1.11,0.227,0.42,0.991,"hOd"
"8",-3.816,0.224,-0.384,-1.733,0.434,-0.322,1.333,0.653,0.577,"hod"
"8",-3.839,0.83,0.982,-1.11,0.617,-0.751,0.084,0.309,1.125,"hUd"
"8",-4.982,0.96,1.253,-0.64,0.588,-0.484,-0.31,-0.246,1.18,"hud"
"8",-2.895,-0.151,0.218,-0.689,1.118,-0.264,0.922,0.757,0.327,"hed"
"8",-1.093,-2.091,0.844,0.009,1.247,0.891,1.453,-0.089,-0.4,"hid"
"8",-2.499,-0.82,0.346,0.347,1.696,0.245,0.689,-0.084,-0.596,"hId"
"8",-2.633,-0.372,0.439,0.437,0.907,-0.402,-0.04,-0.366,-0.741,"hEd"
"8",-1.707,-1.012,-0.622,-0.293,0.279,-0.276,0.477,0.05,-0.2,"hAd"
"8",-2.696,-0.52,0.294,-0.989,0.019,-0.066,1.106,0.361,-0.396,"hYd"
"8",-2.592,0.267,0.38,-0.777,0.487,-0.206,0.733,0.592,-0.403,"had"
"8",-2.733,0.761,1.694,-0.833,0.292,-1.069,0.266,0.369,1.034,"hOd"
"8",-3.835,0.29,-0.126,-1.68,0.195,-0.368,1.328,0.523,0.861,"hod"
"8",-3.915,0.781,0.643,-1.023,0.598,-0.718,0.274,0.376,0.77,"hUd"
"8",-4.848,0.932,1.615,-0.589,0.592,-0.446,-0.366,-0.447,1.294,"hud"
"8",-2.982,-0.1,0.362,-0.66,1.115,-0.305,0.859,0.637,0.344,"hed"
"8",-1.784,-1.661,1.324,0.289,1.303,0.924,1.307,-0.346,-0.521,"hid"
"8",-1.89,-1.161,0.027,-0.047,1.581,0.277,1.129,0.366,-0.25,"hId"
"8",-2.677,-0.061,0.517,0.222,1.102,-0.425,-0.096,-0.373,-0.484,"hEd"
"8",-1.716,-0.809,-0.515,-0.35,0.29,-0.404,0.678,0.172,-0.212,"hAd"
"8",-2.769,-0.194,0.349,-0.958,0.089,-0.245,1.004,0.6,-0.336,"hYd"
"8",-2.625,0.298,0.324,-1.05,0.746,0.067,0.603,0.342,-0.413,"had"
"8",-2.632,0.71,1.8,-0.75,0.33,-1.128,0.177,0.339,1.166,"hOd"
"8",-3.888,0.436,0.142,-1.526,-0.052,-0.503,1.085,0.511,0.976,"hod"
"8",-3.824,1.093,1.024,-1.09,0.56,-0.336,0.299,0.126,1.005,"hUd"
"8",-4.813,0.887,1.661,-0.534,0.747,-0.513,-0.448,-0.412,1.214,"hud"
"8",-2.971,-0.195,0.323,-0.625,0.941,-0.327,0.78,0.552,0.436,"hed"
"8",-2.698,-0.94,1.796,0.392,1.33,0.866,0.781,-0.838,-0.663,"hid"
"8",-1.358,-1.082,-0.148,-0.609,1.464,0.144,1.149,0.481,0.119,"hId"
"8",-2.594,-0.292,0.521,0.26,1.204,-0.337,0.261,-0.332,-0.51,"hEd"
"8",-1.793,-0.739,-0.396,-0.211,0.329,-0.403,0.604,0.197,-0.251,"hAd"
"8",-2.92,-0.116,0.451,-0.859,-0.035,-0.307,0.874,0.622,-0.301,"hYd"
"8",-2.696,0.436,0.657,-1.161,0.805,0.062,0.575,0.182,-0.334,"had"
