market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
DINDORI(MS),June,2008,7748,277,417,377,MS,DINDORI,June-2008
DINDORI(MS),June,2009,8692,432,758,678,MS,DINDORI,June-2009
DINDORI(MS),June,2010,4130,453,786,647,MS,DINDORI,June-2010
DINDORI(MS),June,2011,3413,502,822,683,MS,DINDORI,June-2011
DINDORI(MS),June,2012,551,295,504,435,MS,DINDORI,June-2012
DINDORI(MS),June,2013,695,950,1381,1246,MS,DINDORI,June-2013
DINDORI(MS),July,2007,451,780,893,870,MS,DINDORI,July-2007
DINDORI(MS),July,2008,2908,361,553,517,MS,DINDORI,July-2008
DINDORI(MS),July,2009,2991,470,694,662,MS,DINDORI,July-2009
DINDORI(MS),July,2010,1889,473,704,648,MS,DINDORI,July-2010
DINDORI(MS),July,2011,243,746,897,832,MS,DINDORI,July-2011
DINDORI(MS),August,2009,159,621,742,725,MS,DINDORI,August-2009
DINDORI(MS),August,2012,759,458,651,549,MS,DINDORI,August-2012
DINDORI(MS),August,2014,6030,1200,2046,2006,MS,DINDORI,August-2014
DINDORI(MS),September,2007,3040,1300,1546,1465,MS,DINDORI,September-2007
DINDORI(MS),September,2009,207,648,745,700,MS,DINDORI,September-2009
DINDORI(MS),September,2011,11405,800,1271,1050,MS,DINDORI,September-2011
DINDORI(MS),September,2012,1200,325,577,457,MS,DINDORI,September-2012
DINDORI(MS),September,2014,5488,1000,2000,1300,MS,DINDORI,September-2014
DINDORI(MS),October,2007,274,1100,1478,1432,MS,DINDORI,October-2007
DINDORI(MS),October,2009,859,1190,1400,1325,MS,DINDORI,October-2009
DINDORI(MS),October,2011,3254,500,992,825,MS,DINDORI,October-2011
DINDORI(MS),December,2015,6558,800,1623,1021,MS,DINDORI,December-2015
ETAWAH(UP),September,2015,210,4600,4600,4600,UP,ETAWAH,September-2015
ETAWAH(UP),November,2015,380,2050,2050,2050,UP,ETAWAH,November-2015
GONDAL(GUJ),January,2002,30376,54,276,218,GUJ,GONDAL,January-2002
GONDAL(GUJ),January,2003,18029,51,183,144,GUJ,GONDAL,January-2003
GONDAL(GUJ),January,2004,51081,194,747,580,GUJ,GONDAL,January-2004
GONDAL(GUJ),January,2005,42260,31,327,232,GUJ,GONDAL,January-2005
GONDAL(GUJ),January,2006,48696,111,312,217,GUJ,GONDAL,January-2006
GONDAL(GUJ),January,2007,56414,211,953,800,GUJ,GONDAL,January-2007
GONDAL(GUJ),January,2008,67255,83,307,221,GUJ,GONDAL,January-2008
GONDAL(GUJ),January,2009,60397,288,1189,977,GUJ,GONDAL,January-2009
GONDAL(GUJ),January,2010,156237,240,1455,1203,GUJ,GONDAL,January-2010
GONDAL(GUJ),January,2011,92192,563,3361,2626,GUJ,GONDAL,January-2011
GONDAL(GUJ),January,2012,16332,140,507,358,GUJ,GONDAL,January-2012
GONDAL(GUJ),January,2013,4832,143,1268,1005,GUJ,GONDAL,January-2013
GONDAL(GUJ),January,2014,28187,397,1101,891,GUJ,GONDAL,January-2014
GONDAL(GUJ),January,2015,49325,153,1322,1149,GUJ,GONDAL,January-2015
GONDAL(GUJ),January,2016,153695,292,1061,760,GUJ,GONDAL,January-2016
GONDAL(GUJ),February,2002,16370,59,225,185,GUJ,GONDAL,February-2002
GONDAL(GUJ),February,2003,11686,49,151,112,GUJ,GONDAL,February-2003
GONDAL(GUJ),February,2004,56867,154,627,491,GUJ,GONDAL,February-2004
GONDAL(GUJ),February,2005,35935,36,229,162,GUJ,GONDAL,February-2005
GONDAL(GUJ),February,2006,49630,62,194,146,GUJ,GONDAL,February-2006
GONDAL(GUJ),February,2007,74513,296,1013,808,GUJ,GONDAL,February-2007
GONDAL(GUJ),February,2008,71207,57,259,193,GUJ,GONDAL,February-2008
GONDAL(GUJ),February,2009,45240,236,1022,770,GUJ,GONDAL,February-2009
GONDAL(GUJ),February,2010,175266,228,1173,970,GUJ,GONDAL,February-2010
GONDAL(GUJ),February,2011,54110,171,926,730,GUJ,GONDAL,February-2011
GONDAL(GUJ),February,2012,33364,419,649,565,GUJ,GONDAL,February-2012
GONDAL(GUJ),February,2013,6128,305,1255,855,GUJ,GONDAL,February-2013
GONDAL(GUJ),February,2014,81742,211,749,580,GUJ,GONDAL,February-2014
GONDAL(GUJ),February,2015,70570,319,1638,1335,GUJ,GONDAL,February-2015
GONDAL(GUJ),February,2016,114198,222,776,586,GUJ,GONDAL,February-2016
GONDAL(GUJ),March,2002,17406,42,228,165,GUJ,GONDAL,March-2002
GONDAL(GUJ),March,2003,14331,50,197,131,GUJ,GONDAL,March-2003
GONDAL(GUJ),March,2004,38656,71,338,256,GUJ,GONDAL,March-2004
GONDAL(GUJ),March,2005,31838,31,228,151,GUJ,GONDAL,March-2005
GONDAL(GUJ),March,2006,41749,54,196,144,GUJ,GONDAL,March-2006
GONDAL(GUJ),March,2007,82104,192,665,521,GUJ,GONDAL,March-2007
GONDAL(GUJ),March,2008,35439,46,307,205,GUJ,GONDAL,March-2008
GONDAL(GUJ),March,2009,84109,266,803,575,GUJ,GONDAL,March-2009
GONDAL(GUJ),March,2010,113928,164,709,573,GUJ,GONDAL,March-2010
GONDAL(GUJ),March,2011,26932,142,518,393,GUJ,GONDAL,March-2011
GONDAL(GUJ),March,2012,8199,255,515,465,GUJ,GONDAL,March-2012
GONDAL(GUJ),March,2013,7465,205,1080,730,GUJ,GONDAL,March-2013
GONDAL(GUJ),March,2014,61335,244,768,620,GUJ,GONDAL,March-2014
GONDAL(GUJ),March,2015,34685,627,1452,1258,GUJ,GONDAL,March-2015
GONDAL(GUJ),April,2002,14537,41,192,149,GUJ,GONDAL,April-2002
GONDAL(GUJ),April,2003,14662,59,270,181,GUJ,GONDAL,April-2003
GONDAL(GUJ),April,2004,47400,67,241,187,GUJ,GONDAL,April-2004
GONDAL(GUJ),April,2005,28929,27,239,153,GUJ,GONDAL,April-2005
GONDAL(GUJ),April,2006,35973,29,204,152,GUJ,GONDAL,April-2006
GONDAL(GUJ),April,2007,75287,203,570,476,GUJ,GONDAL,April-2007
GONDAL(GUJ),April,2008,72555,53,258,195,GUJ,GONDAL,April-2008
GONDAL(GUJ),April,2009,71280,170,658,463,GUJ,GONDAL,April-2009
GONDAL(GUJ),April,2010,173758,165,540,434,GUJ,GONDAL,April-2010
GONDAL(GUJ),April,2011,31098,133,440,253,GUJ,GONDAL,April-2011
GONDAL(GUJ),April,2013,17182,259,949,699,GUJ,GONDAL,April-2013
GONDAL(GUJ),April,2014,72513,218,787,639,GUJ,GONDAL,April-2014
GONDAL(GUJ),April,2015,28449,474,1152,902,GUJ,GONDAL,April-2015
GONDAL(GUJ),May,2002,16291,30,174,126,GUJ,GONDAL,May-2002
GONDAL(GUJ),May,2003,12685,71,330,247,GUJ,GONDAL,May-2003
GONDAL(GUJ),May,2004,20860,35,204,130,GUJ,GONDAL,May-2004
GONDAL(GUJ),May,2005,6233,25,200,139,GUJ,GONDAL,May-2005
GONDAL(GUJ),May,2006,26280,34,181,131,GUJ,GONDAL,May-2006
GONDAL(GUJ),May,2007,58470,214,508,394,GUJ,GONDAL,May-2007
GONDAL(GUJ),May,2008,42246,46,217,165,GUJ,GONDAL,May-2008
GONDAL(GUJ),May,2009,38774,141,545,437,GUJ,GONDAL,May-2009
GONDAL(GUJ),May,2010,44818,177,476,346,GUJ,GONDAL,May-2010
GONDAL(GUJ),May,2011,24039,148,430,266,GUJ,GONDAL,May-2011
GONDAL(GUJ),May,2012,2604,125,360,250,GUJ,GONDAL,May-2012
GONDAL(GUJ),May,2013,5242,239,880,620,GUJ,GONDAL,May-2013
GONDAL(GUJ),May,2014,100811,278,944,598,GUJ,GONDAL,May-2014
GONDAL(GUJ),May,2015,22424,474,1211,938,GUJ,GONDAL,May-2015
GONDAL(GUJ),June,2002,12890,30,232,165,GUJ,GONDAL,June-2002
GONDAL(GUJ),June,2003,6767,145,520,408,GUJ,GONDAL,June-2003
GONDAL(GUJ),June,2004,6302,43,256,169,GUJ,GONDAL,June-2004
GONDAL(GUJ),June,2005,6773,35,227,133,GUJ,GONDAL,June-2005
GONDAL(GUJ),June,2006,27274,32,270,177,GUJ,GONDAL,June-2006
GONDAL(GUJ),June,2007,15745,251,781,621,GUJ,GONDAL,June-2007
GONDAL(GUJ),June,2008,35843,53,308,220,GUJ,GONDAL,June-2008
GONDAL(GUJ),June,2009,11236,215,780,635,GUJ,GONDAL,June-2009
GONDAL(GUJ),June,2010,18899,168,601,451,GUJ,GONDAL,June-2010
GONDAL(GUJ),June,2011,3005,303,603,520,GUJ,GONDAL,June-2011
GONDAL(GUJ),June,2012,1754,203,470,365,GUJ,GONDAL,June-2012
GONDAL(GUJ),June,2013,936,318,1005,705,GUJ,GONDAL,June-2013
GONDAL(GUJ),June,2014,23291,285,1348,1007,GUJ,GONDAL,June-2014
GONDAL(GUJ),June,2015,13777,538,1765,1386,GUJ,GONDAL,June-2015
GONDAL(GUJ),July,2002,20629,50,325,218,GUJ,GONDAL,July-2002
GONDAL(GUJ),July,2003,17034,148,531,422,GUJ,GONDAL,July-2003
GONDAL(GUJ),July,2004,8566,47,288,197,GUJ,GONDAL,July-2004
GONDAL(GUJ),July,2005,2049,49,345,165,GUJ,GONDAL,July-2005
GONDAL(GUJ),July,2006,36344,44,295,189,GUJ,GONDAL,July-2006
GONDAL(GUJ),July,2007,17086,275,890,757,GUJ,GONDAL,July-2007
GONDAL(GUJ),July,2008,67012,55,508,330,GUJ,GONDAL,July-2008
GONDAL(GUJ),July,2009,12754,197,761,647,GUJ,GONDAL,July-2009
GONDAL(GUJ),July,2010,7376,163,689,451,GUJ,GONDAL,July-2010
GONDAL(GUJ),July,2011,5729,280,748,450,GUJ,GONDAL,July-2011
GONDAL(GUJ),July,2013,1738,669,2005,1514,GUJ,GONDAL,July-2013
GONDAL(GUJ),July,2014,14217,427,1870,1390,GUJ,GONDAL,July-2014
GONDAL(GUJ),July,2015,8451,657,2019,1689,GUJ,GONDAL,July-2015
GONDAL(GUJ),August,2002,13830,63,407,265,GUJ,GONDAL,August-2002
GONDAL(GUJ),August,2003,35360,159,555,443,GUJ,GONDAL,August-2003
GONDAL(GUJ),August,2004,12636,63,390,249,GUJ,GONDAL,August-2004
GONDAL(GUJ),August,2005,19382,53,539,342,GUJ,GONDAL,August-2005
GONDAL(GUJ),August,2006,26835,88,364,250,GUJ,GONDAL,August-2006
GONDAL(GUJ),August,2007,19706,294,1095,947,GUJ,GONDAL,August-2007
GONDAL(GUJ),August,2008,62528,94,695,444,GUJ,GONDAL,August-2008
GONDAL(GUJ),August,2009,19232,173,741,620,GUJ,GONDAL,August-2009
GONDAL(GUJ),August,2010,9732,144,894,689,GUJ,GONDAL,August-2010
GONDAL(GUJ),August,2011,23527,165,1159,822,GUJ,GONDAL,August-2011
GONDAL(GUJ),August,2013,2824,1234,3155,2594,GUJ,GONDAL,August-2013
GONDAL(GUJ),August,2014,6748,473,1700,1290,GUJ,GONDAL,August-2014
GONDAL(GUJ),August,2015,13055,1170,3857,3287,GUJ,GONDAL,August-2015
GONDAL(GUJ),September,2002,18020,56,391,248,GUJ,GONDAL,September-2002
GONDAL(GUJ),September,2003,26036,145,584,393,GUJ,GONDAL,September-2003
GONDAL(GUJ),September,2004,23565,54,368,220,GUJ,GONDAL,September-2004
GONDAL(GUJ),September,2005,36259,72,866,627,GUJ,GONDAL,September-2005
GONDAL(GUJ),September,2006,58084,66,352,223,GUJ,GONDAL,September-2006
GONDAL(GUJ),September,2007,14176,340,1397,1249,GUJ,GONDAL,September-2007
GONDAL(GUJ),September,2008,70925,77,590,354,GUJ,GONDAL,September-2008
GONDAL(GUJ),September,2009,27501,184,709,610,GUJ,GONDAL,September-2009
GONDAL(GUJ),September,2010,28759,296,1490,1092,GUJ,GONDAL,September-2010
GONDAL(GUJ),September,2011,29349,133,1157,736,GUJ,GONDAL,September-2011
GONDAL(GUJ),September,2013,7380,1717,4252,3505,GUJ,GONDAL,September-2013
GONDAL(GUJ),September,2015,16115,933,3653,3203,GUJ,GONDAL,September-2015
GONDAL(GUJ),October,2002,23014,89,558,357,GUJ,GONDAL,October-2002
GONDAL(GUJ),October,2003,16923,313,775,539,GUJ,GONDAL,October-2003
GONDAL(GUJ),October,2004,27192,54,520,304,GUJ,GONDAL,October-2004
GONDAL(GUJ),October,2005,16877,145,974,769,GUJ,GONDAL,October-2005
GONDAL(GUJ),October,2006,24713,56,412,267,GUJ,GONDAL,October-2006
GONDAL(GUJ),October,2007,17810,296,1386,1066,GUJ,GONDAL,October-2007
GONDAL(GUJ),October,2008,26239,116,651,415,GUJ,GONDAL,October-2008
GONDAL(GUJ),October,2009,29107,349,1415,1201,GUJ,GONDAL,October-2009
GONDAL(GUJ),October,2010,25362,364,1579,1237,GUJ,GONDAL,October-2010
GONDAL(GUJ),October,2011,1212,355,1080,855,GUJ,GONDAL,October-2011
GONDAL(GUJ),October,2013,7200,555,4905,3105,GUJ,GONDAL,October-2013
GONDAL(GUJ),October,2014,4099,561,1824,1405,GUJ,GONDAL,October-2014
GONDAL(GUJ),October,2015,105511,669,2795,2170,GUJ,GONDAL,October-2015
GONDAL(GUJ),November,2002,39388,56,391,274,GUJ,GONDAL,November-2002
GONDAL(GUJ),November,2003,34956,257,617,409,GUJ,GONDAL,November-2003
GONDAL(GUJ),November,2004,11738,39,428,266,GUJ,GONDAL,November-2004
GONDAL(GUJ),November,2005,14561,252,1166,901,GUJ,GONDAL,November-2005
GONDAL(GUJ),November,2006,36494,64,378,224,GUJ,GONDAL,November-2006
GONDAL(GUJ),November,2007,49263,181,856,600,GUJ,GONDAL,November-2007
GONDAL(GUJ),November,2008,27737,185,971,525,GUJ,GONDAL,November-2008
GONDAL(GUJ),November,2009,54061,231,1482,1225,GUJ,GONDAL,November-2009
GONDAL(GUJ),November,2010,7260,470,1988,1543,GUJ,GONDAL,November-2010
GONDAL(GUJ),November,2011,4749,150,905,630,GUJ,GONDAL,November-2011
GONDAL(GUJ),November,2013,9696,580,3230,2530,GUJ,GONDAL,November-2013
GONDAL(GUJ),November,2014,52946,193,1465,1153,GUJ,GONDAL,November-2014
GONDAL(GUJ),November,2015,81854,463,1880,1328,GUJ,GONDAL,November-2015
GONDAL(GUJ),December,2002,23653,99,293,214,GUJ,GONDAL,December-2002
GONDAL(GUJ),December,2003,44671,197,683,574,GUJ,GONDAL,December-2003
GONDAL(GUJ),December,2004,27625,38,327,245,GUJ,GONDAL,December-2004
GONDAL(GUJ),December,2005,37874,151,583,474,GUJ,GONDAL,December-2005
GONDAL(GUJ),December,2006,66758,110,633,442,GUJ,GONDAL,December-2006
GONDAL(GUJ),December,2007,72306,164,496,382,GUJ,GONDAL,December-2007
GONDAL(GUJ),December,2008,63224,214,1144,866,GUJ,GONDAL,December-2008
GONDAL(GUJ),December,2009,114219,272,1848,1490,GUJ,GONDAL,December-2009
GONDAL(GUJ),December,2010,32906,520,3444,2493,GUJ,GONDAL,December-2010
GONDAL(GUJ),December,2011,5075,203,868,628,GUJ,GONDAL,December-2011
GONDAL(GUJ),December,2012,3000,105,1305,880,GUJ,GONDAL,December-2012
GONDAL(GUJ),December,2013,35573,380,1480,1105,GUJ,GONDAL,December-2013
GONDAL(GUJ),December,2014,49339,180,1730,1343,GUJ,GONDAL,December-2014
GONDAL(GUJ),December,2015,151427,330,1239,823,GUJ,GONDAL,December-2015
GORAKHPUR(UP),February,2016,2000,1120,1190,1165,UP,GORAKHPUR,February-2016
GORAKHPUR(UP),May,2015,4980,1535,1650,1600,UP,GORAKHPUR,May-2015
GORAKHPUR(UP),September,2015,2800,4875,5075,4970,UP,GORAKHPUR,September-2015
GUWAHATI,January,2005,16500,605,781,704,ASM,GUWAHATI,January-2005
GUWAHATI,January,2006,8188,506,713,623,ASM,GUWAHATI,January-2006
GUWAHATI,January,2007,25900,1152,1296,1231,ASM,GUWAHATI,January-2007
GUWAHATI,January,2008,31350,592,708,654,ASM,GUWAHATI,January-2008
GUWAHATI,January,2009,28550,1460,1781,1664,ASM,GUWAHATI,January-2009
GUWAHATI,January,2010,32550,1948,2325,2180,ASM,GUWAHATI,January-2010
GUWAHATI,January,2011,22425,3507,4113,3863,ASM,GUWAHATI,January-2011
GUWAHATI,January,2012,37350,860,969,913,ASM,GUWAHATI,January-2012
GUWAHATI,January,2013,8380,1841,1966,1897,ASM,GUWAHATI,January-2013
GUWAHATI,January,2014,8000,1615,1788,1698,ASM,GUWAHATI,January-2014
GUWAHATI,January,2015,3475,2040,2235,2125,ASM,GUWAHATI,January-2015
GUWAHATI,January,2016,3270,1641,1784,1713,ASM,GUWAHATI,January-2016
GUWAHATI,February,2005,5850,486,714,625,ASM,GUWAHATI,February-2005
GUWAHATI,February,2006,13030,464,590,539,ASM,GUWAHATI,February-2006
GUWAHATI,February,2007,23700,1576,1717,1648,ASM,GUWAHATI,February-2007
GUWAHATI,February,2008,29780,626,857,747,ASM,GUWAHATI,February-2008
GUWAHATI,February,2009,34100,1343,1601,1482,ASM,GUWAHATI,February-2009
GUWAHATI,February,2010,36650,1564,1886,1750,ASM,GUWAHATI,February-2010
GUWAHATI,February,2011,29735,1715,1967,1842,ASM,GUWAHATI,February-2011
GUWAHATI,February,2012,35200,799,885,842,ASM,GUWAHATI,February-2012
GUWAHATI,February,2013,5927,2041,2353,2203,ASM,GUWAHATI,February-2013
GUWAHATI,February,2014,7225,1414,1532,1464,ASM,GUWAHATI,February-2014
GUWAHATI,February,2015,3610,2000,2150,2065,ASM,GUWAHATI,February-2015
GUWAHATI,February,2016,3410,1325,1472,1400,ASM,GUWAHATI,February-2016
GUWAHATI,March,2005,7650,450,669,581,ASM,GUWAHATI,March-2005
GUWAHATI,March,2006,21300,498,592,556,ASM,GUWAHATI,March-2006
GUWAHATI,March,2007,35500,1062,1194,1133,ASM,GUWAHATI,March-2007
GUWAHATI,March,2008,26250,569,740,659,ASM,GUWAHATI,March-2008
GUWAHATI,March,2009,30060,1341,1628,1510,ASM,GUWAHATI,March-2009
GUWAHATI,March,2010,37500,969,1088,1041,ASM,GUWAHATI,March-2010
GUWAHATI,March,2011,35505,829,950,897,ASM,GUWAHATI,March-2011
GUWAHATI,March,2012,41500,750,815,784,ASM,GUWAHATI,March-2012
GUWAHATI,March,2013,9283,1342,1487,1421,ASM,GUWAHATI,March-2013
GUWAHATI,March,2014,6805,1217,1394,1275,ASM,GUWAHATI,March-2014
GUWAHATI,March,2015,4472,1526,1658,1592,ASM,GUWAHATI,March-2015
GUWAHATI,April,2005,5850,400,585,525,ASM,GUWAHATI,April-2005
GUWAHATI,April,2006,13150,477,553,515,ASM,GUWAHATI,April-2006
GUWAHATI,April,2007,30200,815,941,883,ASM,GUWAHATI,April-2007
GUWAHATI,April,2008,32420,570,700,635,ASM,GUWAHATI,April-2008
GUWAHATI,April,2009,27500,1092,1505,1329,ASM,GUWAHATI,April-2009
GUWAHATI,April,2010,35050,877,1068,998,ASM,GUWAHATI,April-2010
GUWAHATI,April,2011,22000,742,884,820,ASM,GUWAHATI,April-2011
GUWAHATI,April,2012,28800,797,887,841,ASM,GUWAHATI,April-2012
GUWAHATI,April,2013,7955,1239,1382,1309,ASM,GUWAHATI,April-2013
GUWAHATI,April,2014,4640,1169,1338,1273,ASM,GUWAHATI,April-2014
GUWAHATI,April,2015,1730,1525,1906,1709,ASM,GUWAHATI,April-2015
GUWAHATI,May,2005,16970,389,557,481,ASM,GUWAHATI,May-2005
GUWAHATI,May,2006,12400,470,681,576,ASM,GUWAHATI,May-2006
GUWAHATI,May,2007,35450,752,857,804,ASM,GUWAHATI,May-2007
GUWAHATI,May,2008,30450,544,745,644,ASM,GUWAHATI,May-2008
GUWAHATI,May,2009,33880,800,1203,1051,ASM,GUWAHATI,May-2009
GUWAHATI,May,2010,37350,820,1046,972,ASM,GUWAHATI,May-2010
GUWAHATI,May,2011,28610,816,962,890,ASM,GUWAHATI,May-2011
GUWAHATI,May,2012,37500,890,994,942,ASM,GUWAHATI,May-2012
GUWAHATI,May,2013,7750,1185,1467,1341,ASM,GUWAHATI,May-2013
GUWAHATI,May,2014,5810,1571,1782,1685,ASM,GUWAHATI,May-2014
GUWAHATI,May,2015,3665,1975,2284,2130,ASM,GUWAHATI,May-2015
GUWAHATI,June,2005,15590,344,616,524,ASM,GUWAHATI,June-2005
GUWAHATI,June,2006,21200,630,739,686,ASM,GUWAHATI,June-2006
GUWAHATI,June,2007,32830,916,1045,985,ASM,GUWAHATI,June-2007
GUWAHATI,June,2008,29800,556,782,668,ASM,GUWAHATI,June-2008
GUWAHATI,June,2009,33350,785,1176,1030,ASM,GUWAHATI,June-2009
GUWAHATI,June,2010,31300,815,1143,1044,ASM,GUWAHATI,June-2010
GUWAHATI,June,2011,31900,818,996,914,ASM,GUWAHATI,June-2011
GUWAHATI,June,2012,32400,1054,1171,1117,ASM,GUWAHATI,June-2012
GUWAHATI,June,2013,9589,1372,1657,1510,ASM,GUWAHATI,June-2013
GUWAHATI,June,2014,6375,1663,2063,1868,ASM,GUWAHATI,June-2014
GUWAHATI,June,2015,3190,2227,2483,2355,ASM,GUWAHATI,June-2015
GUWAHATI,July,2005,11880,427,613,525,ASM,GUWAHATI,July-2005
GUWAHATI,July,2006,26300,540,743,649,ASM,GUWAHATI,July-2006
GUWAHATI,July,2007,28840,1174,1367,1271,ASM,GUWAHATI,July-2007
GUWAHATI,July,2008,30500,816,1021,931,ASM,GUWAHATI,July-2008
GUWAHATI,July,2009,33030,1114,1461,1337,ASM,GUWAHATI,July-2009
GUWAHATI,July,2010,36250,1066,1300,1209,ASM,GUWAHATI,July-2010
GUWAHATI,July,2011,26350,1153,1294,1227,ASM,GUWAHATI,July-2011
GUWAHATI,July,2012,31550,1110,1298,1221,ASM,GUWAHATI,July-2012
GUWAHATI,July,2013,9701,2340,2756,2572,ASM,GUWAHATI,July-2013
GUWAHATI,July,2014,4090,2200,2833,2567,ASM,GUWAHATI,July-2014
GUWAHATI,July,2015,3890,2563,2878,2730,ASM,GUWAHATI,July-2015
GUWAHATI,August,2005,14440,540,732,667,ASM,GUWAHATI,August-2005
GUWAHATI,August,2006,31550,678,829,753,ASM,GUWAHATI,August-2006
GUWAHATI,August,2007,26750,1383,1600,1493,ASM,GUWAHATI,August-2007
GUWAHATI,August,2008,26850,993,1253,1126,ASM,GUWAHATI,August-2008
GUWAHATI,August,2009,36910,1169,1516,1366,ASM,GUWAHATI,August-2009
GUWAHATI,August,2010,36700,1118,1343,1242,ASM,GUWAHATI,August-2010
GUWAHATI,August,2011,19500,1383,1618,1507,ASM,GUWAHATI,August-2011
GUWAHATI,August,2012,25000,1064,1295,1180,ASM,GUWAHATI,August-2012
GUWAHATI,August,2013,7530,3733,4314,4045,ASM,GUWAHATI,August-2013
GUWAHATI,August,2014,6415,2140,2830,2527,ASM,GUWAHATI,August-2014
GUWAHATI,August,2015,1965,4300,4690,4490,ASM,GUWAHATI,August-2015
GUWAHATI,September,2005,12010,744,983,900,ASM,GUWAHATI,September-2005
GUWAHATI,September,2006,31450,650,987,822,ASM,GUWAHATI,September-2006
GUWAHATI,September,2007,17180,1910,2095,2019,ASM,GUWAHATI,September-2007
GUWAHATI,September,2008,30125,1015,1341,1181,ASM,GUWAHATI,September-2008
GUWAHATI,September,2009,34500,1164,1532,1429,ASM,GUWAHATI,September-2009
GUWAHATI,September,2010,28000,1543,1761,1694,ASM,GUWAHATI,September-2010
GUWAHATI,September,2011,18600,1682,1846,1781,ASM,GUWAHATI,September-2011
GUWAHATI,September,2012,20600,985,1266,1120,ASM,GUWAHATI,September-2012
GUWAHATI,September,2013,6165,5132,5465,5300,ASM,GUWAHATI,September-2013
GUWAHATI,September,2014,4400,1918,2609,2341,ASM,GUWAHATI,September-2014
GUWAHATI,September,2015,2390,5027,5427,5232,ASM,GUWAHATI,September-2015
GUWAHATI,October,2005,8100,1176,1515,1321,ASM,GUWAHATI,October-2005
GUWAHATI,October,2006,23100,684,894,793,ASM,GUWAHATI,October-2006
GUWAHATI,October,2007,27800,1963,2144,2054,ASM,GUWAHATI,October-2007
GUWAHATI,October,2008,31000,889,1145,1033,ASM,GUWAHATI,October-2008
GUWAHATI,October,2009,30300,2096,2546,2367,ASM,GUWAHATI,October-2009
GUWAHATI,October,2010,32630,1962,2131,2065,ASM,GUWAHATI,October-2010
GUWAHATI,October,2011,19400,1573,1744,1658,ASM,GUWAHATI,October-2011
GUWAHATI,October,2012,23200,1270,1454,1382,ASM,GUWAHATI,October-2012
GUWAHATI,October,2013,3620,5289,5733,5500,ASM,GUWAHATI,October-2013
GUWAHATI,October,2014,2200,2104,2483,2300,ASM,GUWAHATI,October-2014
GUWAHATI,October,2015,2655,4308,4712,4525,ASM,GUWAHATI,October-2015
GUWAHATI,November,2005,11240,1425,1891,1692,ASM,GUWAHATI,November-2005
GUWAHATI,November,2006,28700,701,987,843,ASM,GUWAHATI,November-2006
GUWAHATI,November,2007,25300,1476,1635,1563,ASM,GUWAHATI,November-2007
GUWAHATI,November,2008,25750,1016,1313,1172,ASM,GUWAHATI,November-2008
GUWAHATI,November,2009,32200,2197,2550,2447,ASM,GUWAHATI,November-2009
GUWAHATI,November,2010,27100,2391,2660,2553,ASM,GUWAHATI,November-2010
GUWAHATI,November,2011,17250,1299,1490,1395,ASM,GUWAHATI,November-2011
GUWAHATI,November,2012,19900,1661,1810,1737,ASM,GUWAHATI,November-2012
GUWAHATI,November,2013,5125,4108,4483,4305,ASM,GUWAHATI,November-2013
GUWAHATI,November,2014,6435,2316,2586,2463,ASM,GUWAHATI,November-2014
GUWAHATI,November,2015,2035,2864,3191,3023,ASM,GUWAHATI,November-2015
GUWAHATI,December,2005,9650,918,1268,1129,ASM,GUWAHATI,December-2005
GUWAHATI,December,2006,27400,933,1038,989,ASM,GUWAHATI,December-2006
GUWAHATI,December,2007,29100,846,982,918,ASM,GUWAHATI,December-2007
GUWAHATI,December,2008,31900,1388,1678,1555,ASM,GUWAHATI,December-2008
GUWAHATI,December,2009,30540,2027,2385,2284,ASM,GUWAHATI,December-2009
GUWAHATI,December,2010,19400,3428,3875,3690,ASM,GUWAHATI,December-2010
GUWAHATI,December,2011,18140,1115,1278,1197,ASM,GUWAHATI,December-2011
GUWAHATI,December,2012,13152,1802,2047,1947,ASM,GUWAHATI,December-2012
GUWAHATI,December,2013,6535,2157,2433,2299,ASM,GUWAHATI,December-2013
GUWAHATI,December,2014,5470,2381,2581,2488,ASM,GUWAHATI,December-2014
GUWAHATI,December,2015,2936,1943,2229,2089,ASM,GUWAHATI,December-2015
HALDWANI(UTT),February,2015,240,1400,1700,1641,UP,HALDWANI,February-2015
HALDWANI(UTT),March,2015,715,1433,2000,1651,UP,HALDWANI,March-2015
HALDWANI(UTT),May,2015,2139,675,1100,857,UP,HALDWANI,May-2015
HALDWANI(UTT),June,2015,449,850,2000,1397,UP,HALDWANI,June-2015
HALDWANI(UTT),August,2015,176,4000,4800,4200,UP,HALDWANI,August-2015
HALDWANI(UTT),September,2015,716,4100,5090,4595,UP,HALDWANI,September-2015
HALDWANI(UTT),October,2015,38,3000,4000,3500,UP,HALDWANI,October-2015
HALDWANI(UTT),November,2015,794,2250,3200,2725,UP,HALDWANI,November-2015
HASSAN(KNT),January,2003,1413,263,463,369,KNT,HASSAN,January-2003
HASSAN(KNT),January,2004,318,400,850,600,KNT,HASSAN,January-2004
HASSAN(KNT),January,2005,15878,167,482,323,KNT,HASSAN,January-2005
HASSAN(KNT),January,2006,3743,250,700,475,KNT,HASSAN,January-2006
HASSAN(KNT),January,2007,3495,300,1100,700,KNT,HASSAN,January-2007
HASSAN(KNT),January,2009,4346,800,1667,1233,KNT,HASSAN,January-2009
HASSAN(KNT),January,2012,22422,358,658,560,KNT,HASSAN,January-2012
