"articles","links","content","class"
"Akbar","https://en.wikipedia.org/wiki/Akbar","abulfath jalal uddin muhammad akbar popularly known as akbar i ipa 27 october 1605 and later akbar the great urdu akbareazam literally great the great was mughal emperor from 1556 until his death he was the third and one of the greatest rulers of the mughal dynasty in india akbar succeeded his father humayun under a regent bairam khan who helped the young emperor expand and consolidate mughal domains in india a strong personality and a successful general akbar gradually enlarged the mughal empire to include nearly all of the indian subcontinent north of the godavari river his power and influence however extended over the entire country because of mughal military political cultural and economic dominance to unify the vast mughal state akbar established a centralised system of administration throughout his empire and adopted a policy of conciliating conquered rulers through marriage and diplomacy to preserve peace and order in a religiously and culturally diverse empire he adopted policies that won him the support of his nonmuslim subjects eschewing tribal bonds and islamic state identity akbar strived to unite farflung lands of his realm through loyalty expressed through a persianised culture to himself as an emperor who had neardivine status mughal india developed a strong and stable economy leading to commercial expansion and greater patronage of culture akbar himself was a patron of art and culture he was fond of literature and created a library of over 24000 volumes written in sanskrit hindustani persian greek latin arabic and kashmiri staffed by many scholars translators artists calligraphers scribes bookbinders and readers holy men of many faiths poets architects and artisans adorned his court from all over the world for study and discussion akbars courts at delhi agra and fatehpur sikri became centres of the arts letters and learning persoislamic culture began to merge and blend with indigenous indian elements and a distinct indopersian culture emerged characterised by mughal style arts painting and architecture disillusioned with orthodox islam and perhaps hoping to bring about religious unity within his empire akbar promulgated din iilahi a syncretic creed derived from islam hinduism zoroastrianism and christianity a simple monotheistic cult tolerant in outlook it centred on akbar as a prophet for which he drew the ire of the ulema and orthodox muslims akbars reign significantly influenced the course of indian history during his rule the mughal empire tripled in size and wealth he created a powerful military system and instituted effective political and social reforms by abolishing the sectarian tax on nonmuslims and appointing them to high civil and military posts he was the first mughal ruler to win the trust and loyalty of the native subjects he had sanskrit literature translated participated in native festivals realising that a stable empire depended on the cooperation and goodwill of his subjects thus the foundations for a multicultural empire under mughal rule was laid during his reign akbar was succeeded as emperor by his son jahangir","person"
"Philippe_of_Belgium","https://en.wikipedia.org/wiki/Philippe_of_Belgium","hm the kinghm the queen hm king albert iihm queen paola hrh grand duke jean of luxembourg hrh princess léa hrh princess mariechristine mr jeanpaul gourges","person"
"Xi_Jinping","https://en.wikipedia.org/wiki/Xi_Jinping","paramount leader of china xi jinping pronounced simplified chinese 习近平 traditional chinese 習近平 pinyin xí jìnpíng born 15 june 1953 is the general secretary of the communist party of china the president of the peoples republic of china and the chairman of the central military commission as xi holds the top offices of the party and the military in addition to being the head of state through the office of the president xi is sometimes referred to as chinas paramount leader as the general secretary de facto leader xi is also an exofficio member of the politburo standing committee chinas top decisionmaking body the son of communist veteran xi zhongxun xi jinping rose through the ranks politically in chinas coastal provinces xi served as the governor of fujian from 1999 to 2002 and then as the governor and the party committee secretary of the neighboring zhejiang from 2002 to 2007 following the dismissal of chen liangyu xi transferred to shanghai as the party secretary for a brief period in 2007 xi joined the politburo standing committee and central secretariat in october 2007 and was hu jintaos successor xi served as vicepresident from 2008 to 2013 and vice chairman of the central military commission from 2010 to 2012 xi has attempted to legitimize the authority of the communist party by introducing farranging measures to enforce party discipline and to ensure internal unity as well as initiating an unprecedented and farreaching campaign against corruption xis anticorruption campaign has led to highprofile arrests such as general xu caihou and zhou yongkang xi has also imposed further restrictions over ideological discourse advocating the concept of internet sovereignty considered the central figure of the peoples republics fifth generation of leadership xi has significantly centralized institutional power by taking on a wide range of leadership positions including chairing the newly formed national security commission as well as new steering committees on economic and social reforms military reform and the internet xi has called for further market economic reforms for governing according to the law and for strengthening legal institutions with an emphasis on individual and national aspirations under the neologism chinese dream xi has also championed a more assertive foreign policy particularly in relation to sino japanese relations chinas claims to the bulk of the south china sea islands involvement in asian regional affairs and initiatives related to energy and natural resources","person"
"Mao_Zedong","https://en.wikipedia.org/wiki/Mao_Zedong","mao zedong or mao tsetung iˈmaʊ zəˈdʊŋ dzə december 26 1893 september 9 1976 also known as chairman mao was a chinese communist revolutionary and founding father of the peoples republic of china which he ruled as an autocrat styled the chairman of the communist party of china from its establishment in 1949 until his death in 1976 his marxistleninist theories military strategies and political policies are collectively known as maoism or marxismleninismmaoism born the son of a wealthy farmer in shaoshan hunan mao adopted a chinese nationalist and antiimperialist outlook in early life particularly influenced by the events of the xinhai revolution of 1911 and may fourth movement of 1919 mao adopted marxismleninism while working at peking university and became a founding member of the communist party of china cpc leading the autumn harvest uprising in 1927 during the chinese civil war between the guomindang gmd and the cpc mao helped to found the red army led the jiangxi soviets radical land policies and ultimately became head of the cpc during the long march although the cpc temporarily allied with the gmd under the united front during the second sinojapanese war 1937 45 after japans defeat chinas civil war resumed and in 1949 maos forces defeated the nationalists who withdrew to taiwan on october 1 1949 mao proclaimed the foundation of the peoples republic of china prc a oneparty state controlled by the cpc in the following years mao solidified his control through land reform campaigns against landlords and perceived enemies of the state he termed as counterrevolutionaries in 1957 he launched the great leap forward campaign that aimed to rapidly transform chinas economy from an agrarian economy to an industrial one the campaign contributed to a widespread famine whose death toll is estimated at between 15 and 45 million in 1966 he initiated the great proletarian cultural revolution a program to remove counterrevolutionary elements of chinese society that lasted 10 years and which was marked by violent class struggle widespread destruction of cultural artifacts and unprecedented elevation of maos personality cult in 1972 mao welcomed american president richard nixon in beijing signalling a policy of opening china which was furthered under the rule of deng xiaoping 1978 1992 mao suffered a series of heart attacks in 1976 dying in that september aged 82 he was succeeded as paramount leader by hua guofeng 19761978 who was quickly sidelined and replaced by deng a controversial figure mao is regarded as one of the most important individuals in modern world history and is also known as a theorist military strategist poet and visionary modernising china and building it into a world power promoting the status of women improving education and health care and increasing life expectancy as chinas population grew from around 550 million to over 900 million during the period of his leadership in contrast critics consider him a dictator comparable to adolf hitler and joseph stalin who severely damaged traditional chinese culture as well as a perpetrator of systematic human rights abuses who was responsible for an estimated 40 to 70 million deaths through starvation forced labour and executions ranking his tenure as the top incidence of democide in human history","person"
"Vladimir_Putin","https://en.wikipedia.org/wiki/Vladimir_Putin","vladimir vladimirovich putin ˈpuːtɪn russian владимир владимирович путин ipa listen born 7 october 1952 is a russian politician who is the current president of the russian federation holding the office since 7 may 2012 he was prime minister from 1999 to 2000 president from 2000 to 2008 and again prime minister from 2008 to 2012 during his second term as prime minister he was the chairman of the united russia party the ruling party born in leningrad putin studied german at saint petersburg high school 281 and speaks fluent german he then studied law at the saint petersburg state university in 1970 and graduated in 1975 putin was a kgb foreign intelligence officer for 16 years rising to the rank of lieutenant colonel before retiring in 1991 to enter politics in his native saint petersburg he moved to moscow in 1996 and joined president boris yeltsins administration rising quickly through the ranks and becoming acting president on 31 december 1999 when yeltsin resigned putin won the subsequent 2000 presidential election by a 52 to 30 margin thus avoiding a runoff with his communist party opponent gennady zyuganov he was reelected president in 2004 with 72 of the vote during putins first presidency the russian economy grew for eight straight years and gdp measured in purchasing power increased 72 the growth was a result of the 2000s commodities boom high oil prices and prudent economic and fiscal policies because of constitutionally mandated term limits putin was ineligible to run for a third consecutive presidential term in 2008 the 2008 presidential election was won by dmitry medvedev who appointed putin prime minister beginning a period of socalled tandemocracy in september 2011 after presidential terms were extended from four to six years putin announced he would seek a third term as president he won the march 2012 presidential election with 64 of the vote a result which aligned with preelection polling falling oil prices coupled with western sanctions imposed at the beginning of 2014 after russias annexation of crimea and military intervention in eastern ukraine led to gdp shrinking by 3 7 in 2015 putin has enjoyed very high domestic and foreign approval ratings throughout his career in 2007 he was time magazines person of the year in 2015 he was designated 1 on the time magazines most influential people list in 2013 2014 and 2015 he was ranked first on the forbes list of the worlds most powerful people","person"
"Popcorn","https://en.wikipedia.org/wiki/Popcorn","popcorn is a type of corn that expands from the kernel and puffs up when heated popcorn is able to pop like amaranth grain sorghum quinoa and millet when heated pressure builds within the kernel and a small explosion or pop is the end result some strains of corn are now cultivated specifically as popping corns there are various techniques for popping corn along with prepackaged popcorn which is generally intended to be prepared in a microwave oven there are small home appliances for popping corn these methods require the use of minimally processed popping corn a largerscale commercial popcorn machine was invented by charles cretors in the late 19th century unpopped popcorn is considered nonperishable and will last indefinitely if stored in ideal conditions depending on how it is prepared and cooked some consider popcorn to be a health food while others caution against it for a variety of reasons popcorn can also have nonfood applications ranging from holiday decorations to packaging materials","food"
"Potato_chip","https://en.wikipedia.org/wiki/Potato_chip","a potato chip american english or crisp british english is a thin slice of potato that has been deep fried baked kettlecooked or popped until crunchy potato chips are commonly served as a snack side dish or appetizer the basic chips are cooked and salted additional varieties are manufactured using various flavorings and ingredients including herbs spices cheeses and artificial additives crisps however may also refer to many different types of savory snack products sold in the united kingdom and ireland some made from potato but some made from corn tapioca or other cereals and root vegetables just as other varieties of chips are consumed in the united states potato chips are a predominant part of the snack food market in western countries the global potato chip market generated total revenues of us16 49 billion in 2005 this accounted for 35 5 of the total savory snacks market in that year 46 1 billion","food"
"Paella","https://en.wikipedia.org/wiki/Paella","paella valencian pronunciation english approximation pɑːˈeɪlə ˈeɪljə ˈeɪjə ˈɛlə ˈjɛlə or paɪˈɛlə is a valencian rice dish with ancient roots that originated in its modern form in the mid19th century near albufera lagoon on the east coast of spain adjacent to the city of valencia many nonspaniards view paella as spains national dish but most spaniards consider it to be a regional valencian dish valencians in turn regard paella as one of their identifying symbols types of paella include valencian paella spanish paella valenciana vegetarianvegan paella spanish paella de verduras seafood paella spanish paella de marisco and mixed paella spanish paella mixta but many other types are known as well valencian paella is believed to be the original recipe and consists of white rice green beans bajoqueta and tavella meat chicken and rabbit white beans garrofón snails and seasoning such as saffron and rosemary another very common but seasonal ingredient is artichokes seafood paella replaces meat with seafood and omits beans and green vegetables mixed paella is a freestyle combination of meat from land animals seafood vegetables and sometimes beans most paella chefs use bomba rice due to it being harder to overcook but valencians tend to use a slightly stickier and thus more susceptible to overcooking variety known as senia all types of paellas use olive oil paella is a valencian word which derives from the old french word paelle for pan which in turn comes from the latin word patella for pan as well patella is also akin to the modern french poêle the italian padella","food"
"Green_papaya_salad","https://en.wikipedia.org/wiki/Green_papaya_salad","green papaya salad is a spicy salad made from shredded unripe papaya it is of lao origin but it is also eaten throughout southeast asia locally known in cambodia as bok lhong khmer បុកលហុង pronounced in laos as tam som lao ຕໍາສົມ or the more specific name tam maak hoong lao ຕໍາໝາກ ຫຸງ lao pronunciation in thailand as som tam thai สมตำ pronounced and in vietnam as goi du du som tam the thai variation was listed at number 46 on worlds 50 most delicious foods compiled by cnn go in 2011 the dish combines the five main tastes of the local cuisine sour lime hot chili salty savory fish sauce and sweetness added by palm sugar the ingredients are mixed and pounded in a mortar the general lao name tam som literally means pounded sour however the more specific lao name tam maak hoong literally means pounded papaya in khmer the name bok lhong also means pounded papaya in thai the name som tam a reversal of the lao name literally translates as sour pounded however other pounded salads in thailand are consistent with the lao naming convention in which the word tam pounded is listed first despite the use of papaya which one may think of as sweet this salad is actually savory when not yet ripe papaya has a slightly tangy flavor the texture is crisp and firm sometimes to the point of crunchiness it is this that allows the fruit to withstand being beaten in the mortar","food"
"Poutine","https://en.wikipedia.org/wiki/Poutine","poutine puːˈtiːn quebec french listen is a canadian dish originating in the province of quebec made with french fries and cheese curds topped with a light brown gravy this fastfood dish is typically found across canada and in some places in the northern united states less often elsewhere and is still considered exotic in such places in canada it is sold in small greasy spoon type diners commonly known as cantines or cassecroûtes in quebec and pubs as well as by roadside chip wagons commonly known as cabanes à patates literally potato shacks and in hockey arenas national and international chains such as smokes poutinerienew york fries also sell massmarket poutine in canada although not always countrywide the dish is thought to have originated in rural quebec canada in the late 1950s and several provincial communities claim to be the birthplace of poutine including drummondville by jeanpaul roy in 1964 and victoriaville prior to this since 1901 the closest dish to poutine was known as chips cheese and gravy and was widely available in the uk particularly the north of england and scotland some believe that the canadian classic poutine was somewhat inspired by this british dish one oftencited tale is that of warwick restaurateur fernand lachance of le café ideal who is said in 1957 to have exclaimed ça va faire une maudite poutine it will make a damn mess when asked by restaurant regular eddy lainesse to put a handful of cheese curds on some french fries hence the name the sauce was allegedly added later to keep the fries warm longer over time the dishs popularity spread across the province and later throughout canada being served in smalltown restaurants and bars as well as becoming quite popular in ski resorts and sports arenas","food"
"Taco","https://en.wikipedia.org/wiki/Taco","a taco is a traditional mexican dish composed of a corn or wheat tortilla folded or rolled around a filling a taco can be made with a variety of fillings including beef pork chicken seafood vegetables and cheese allowing for great versatility and variety a taco is generally eaten without utensils and is often accompanied by garnishes such as salsa or chili pepper avocado or guacamole cilantro coriander tomatoes onions and lettuce the origins of the taco are not precisely known and etymologies for the culinary usage of the word are theoretical according to the real academia española publisher of diccionario de la lengua española the word taco describes a typical mexican dish of a maize tortilla folded around food tortilla de maíz enrollada con algún alimento dentro típica de méxico this meaning of the spanish word taco is a mexican innovation but in other dialects taco is used to mean wedge wad plug billiard cue blowpipe ramrod short stocky person short thick piece of wood as used in this nonculinary way the word taco has cognates in other european languages including the french word tache and the english word tack nail according to one etymological theory the culinary meaning of taco derives from its plug meaning as employed among mexican silver miners who used explosive charges in plug form consisting of a paper wrapper and gunpowder filling however indigenous origins for the culinary word taco are also proposed one possibility is that the word derives from the nahuatl word tlahco meaning half or in the middle in the sense that food would be placed in the middle of a tortilla also the náhuatl word for the corn tortilla an indigenous precolumbian invention is tlaxcalli","food"
"Tofu","https://en.wikipedia.org/wiki/Tofu","tofu also known as bean curd is a food made by coagulating soy milk and then pressing the resulting curds into soft white blocks it is a component in east asian and southeast asian cuisines there are many different varieties of tofu including fresh tofu and tofu that has been processed in some way tofu is bought or made to be soft firm or extra firm tofu has a subtle flavor and can be used in savory and sweet dishes it is often seasoned or marinated to suit the dish tofu making is first recorded in han dynasty china some 2000 years ago chinese legend ascribes its invention to prince liu an 179 122bc tofu and its production technique were introduced into korea and then japan during the nara period 710794 some scholars believe tofu arrived in vietnam during the 10th and 11th century it spread into other parts of southeast asia as well this spread probably coincided with the spread of buddhism because it is an important source of protein in the vegetarian diet of east asian buddhism li shizhen in the ming dynasty described a method of making tofu in the compendium of materia medica tofu has a low calorie count and relatively large amounts of protein it is high in iron and depending on the coagulants used in manufacturing e g calcium chloride calcium sulfate magnesium sulfate it can have higher calcium or magnesium content the term tofu by extension can be used in similarly textured curdled dishes that do not use soy products at all such as almond tofu almond jelly tamagodōfuja egg gomadōfuja sesame or peanut tofu chinese 落花生豆腐 luòhuāshēng dòufu and okinawan jīmāmidōfuja","food"
"Marzipan","https://en.wikipedia.org/wiki/Marzipan","marzipan is a confection consisting primarily of sugar or honey and almond meal ground almonds sometimes augmented with almond oil or extract it is often made into sweets common uses are chocolatecovered marzipan and small marzipan imitations of fruits and vegetables it is also rolled into thin sheets and glazed for icing cakes primarily birthday wedding cakes and christmas cakes this use is particularly common in the uk on large fruitcakes marzipan or almond paste may also be used as a cake ingredient as in stollen in some countries it is shaped into small figures of animals as a traditional treat for new years day marzipan is also used in tortell and in some versions of king cake eaten during the carnival season traditional swedish princess cake is typically covered with a layer of marzipan that has been tinted pale green in italy particularly in palermo marzipan marzapane is often shaped and painted with food colourings to resemble fruitfrutta martorana especially during the christmas season and on il giorno dei morti all souls day on november 2 may 9 and 10 are also special days for eating marzipan in sicily in portugal where the confection has been traditionally made by nuns marzipan maçapão is used to make fruit shaped sweets in the algarve region in particular it is a very common sweet there are other regions as toledo in spain in which marzipan is shaped into simple animal shapes and usually filled in with egg yolk yema and sugar in greece and cyprus marzipan is made in a variety of shapes and sizes and is almost always left white in the islands of the aegean in particular white marzipan is considered a wedding treat and is served to guests at wedding feasts in malta marzipan is used as a filling in the traditional maltese easter treats called figolla in the netherlands and belgium marzipan figures are given as presents to children during saint nicholass eve in germany it is common to give marzipan in the shape of a bread which is called marzipanbrot during christmastime and shaped as small potatoes marzipankartoffeln one traditional new year present is known as a glücksschwein lucky pig in denmark and norway it is common to eat marzipan pigs for christmas and marzipan shaped as eggs for easter in geneva a traditional part of the celebration of lescalade is the ritual smashing of a chocolate cauldron filled with marzipan vegetables a reference to a savoyard siege of the city which was supposedly foiled by a housewife with a cauldron of boiling soup in tallinn in maiasmokk café there is a small museum dedicated to the history and manufacture of marzipan","food"
"French_toast","https://en.wikipedia.org/wiki/French_toast","french toast also known as eggy breadpoor knights of windsor is a dish made of bread soaked in beaten eggs and then fried the earliest known reference to french toast is in the apicius a collection of latin recipes dating to the 4th or 5th century the recipe mentions soaking in milk but not egg and gives it no special name just aliter dulcia another sweet dish under the names suppe dorate soupys yn dorye tostées dorées and payn purdyeu the dish was widely known in medieval europe for example martino da como offers a recipe french toast was often served with game birds and meats the word soup in these names refers to bread soaked in a liquid a sop","food"
"Maple_syrup","https://en.wikipedia.org/wiki/Maple_syrup","maple syrup is a syrup usually made from the xylem sap of sugar maple red maple or black maple trees although it can also be made from other maple species in cold climates these trees store starch in their trunks and roots before the winter the starch is then converted to sugar that rises in the sap in late winter and early spring maple trees can be tapped by drilling holes into their trunks and collecting the exuded sap which is processed by heating to evaporate much of the water leaving the concentrated syrup maple syrup was first collected and used by the indigenous peoples of north america and the practice was adopted by european settlers who gradually refined production methods technological improvements in the 1970s further refined syrup processing the canadian province of quebec is by far the largest producer responsible for 75 of the worlds output canadian exports of maple syrup in 2014 were c 380 million approximately us 300 million with quebec accounting for 85 of this total vermont is the largest producer in the united states generating about 6 of the global supply maple syrup is graded according to the canada united states or vermont scales based on its density and translucency sucrose is the most prevalent sugar in maple syrup in canada syrups must be made exclusively from maple sap to qualify as maple syrup and must also be at least 66 percent sugar in the united states a syrup must be made almost entirely from maple sap to be labelled as maple though states such as vermont and new york have more restrictive definitions see below maple syrup is often eaten with pancakes waffles french toast oatmeal or porridge it is also used as an ingredient in baking and as a sweetener or flavouring agent culinary experts have praised its unique flavour although the chemistry responsible is not fully understood","food"
"Ankimo","https://en.wikipedia.org/wiki/Ankimo","ankimo 鮟肝 is a japanese dish made with monkfish liver the liver is first rubbed with salt then rinsed with sake then its veins are picked out and the liver is rolled into a cylinder and steamed ankimo is often served with momiji oroshi chilitinted grated daikon thinly sliced scallions and ponzu sauce ankimo is considered one of the chinmi delicacies of japan it is listed at number 32 on worlds 50 most delicious foods compiled by cnn go in 2011 na na","food"
"Fajita","https://en.wikipedia.org/wiki/Fajita","a fajita fəˈhiːtə spanish listen is a term found in texmex cuisine commonly referring to any grilled meat usually served as a taco on a flour or corn tortilla the term originally referred to the cut of beef used in the dish which is known as skirt steak popular meats today also include chicken pork shrimp lamb and all cuts of beef as well as vegetables instead of meat in restaurants the meat is usually cooked with onions and bell peppers popular condiments are shredded lettuce sour cream guacamole salsa pico de gallo cheese and tomato the northern mexican variant of the dish name is arrachera fajita is a texmex texanmexican american or tejano diminutive term for little strips of meat cut from the beef skirt the most common cut used to make fajitas the word fajita is not known to have appeared in print until 1971 according to the oxford english dictionary the word faja is spanish for strip or belt from the latin fascia band although fajita originally referred to these strips of beef skirt fajitas now are made with a variety of fillings the first culinary evidence of the fajitas with the cut of meat the cooking style directly on a campfire or on a grill and the spanish nickname goes back as far as the 1930s in the ranch lands of south and west texas during cattle roundups cows were butchered regularly to feed the hands throwaway items such as the hide the head the entrails and meat trimmings such as the skirt were given to the mexican cowboys called vaqueros as part of their pay hearty border dishes like barbacoa de cabeza head barbecue menudo tripe stew and fajitas or arracheras grilled skirt steak have their roots in this practice considering the limited number of skirts per carcass and the fact the meat wasnt available commercially the fajita tradition remained regional and relatively obscure for many years probably only familiar to vaqueros butchers and their families","food"
"Lasagne","https://en.wikipedia.org/wiki/Lasagne","lasagne ləˈzænjə or ləˈzɑːnjə or ləˈsɑːnjə italian pronunciationla ˈzaɲɲe singular lasagna are wide flatshaped pasta and possibly one of the oldest types of pasta the word lasagne and in many nonitalian languages the singular lasagna can also refer to a dish made with several layers of lasagne sheets alternated with sauces and various other ingredients lasagne originated in italy traditionally ascribed to the city of naples campania where the first modern recipe was created in the middle ages and published in liber de coquina the book of cookery and became a traditional dish traditional lasagne is made by interleaving layers of pasta with layers of sauce made with ragù bechamel parmigianoreggiano and chopped hard boiled eggs in other regions and outside of italy it is common to find lasagne made with ricotta or mozzarella cheese tomato sauce various meats e g ground beef pork or chicken miscellaneous vegetables e g spinach zucchini mushrooms and typically flavored with wine garlic onion and oregano in all cases the lasagne are ovenbaked traditionally pasta dough prepared in southern italy used semolina and water and in the northern regions where semolina was not available flour and eggs today in italy since the only type of wheat allowed for commercially sold pasta is durum wheat commercial lasagne are made of semolina from durum wheat","food"
"Croissant","https://en.wikipedia.org/wiki/Croissant","a croissant us krwɑːˈsɒ krəˈsɒnt french pronunciation listen is a buttery flaky viennoiseriepastry named for its wellknown crescent shape croissants and other viennoiserie are made of a layered yeastleavened dough the dough is layered with butter rolled and folded several times in succession then rolled into a sheet in a technique called laminating the process results in a layered flaky texture similar to a puff pastry crescentshaped food breads have been made since the renaissance and crescentshaped cakes possibly since antiquity croissants have long been a staple of austrian and french bakeries and pâtisseries in the late 1970s the development of factorymade frozen preformed but unbaked dough made them into a fast food which can be freshly baked by unskilled labor the croissanterie was explicitly a french response to americanstyle fast food and today 3040 of the croissants sold in french bakeries and patisseries are baked from frozen dough today the croissant remains popular in a continental breakfast","food"
"Kebab","https://en.wikipedia.org/wiki/Kebab","kebab also american kabob is a term in english for several types of food the word originated in the middle east and is also common in other languages worldwide with numerous spellings and variants it has different definitions in different varieties of english and in different cultures in contemporary american and british english a kebab is a common dish consisting of a skewer with small pieces of meat or seafood together with vegetables such as onions tomatoes and bell peppers also known as shish kebab or sometimes shashlik kebabs are customarily prepared in homes and restaurants and are usually cooked on a grill or barbeque the word kebab may also be used as a general term in english to describe any similarlooking skewered food such as brochette satay souvlaki yakitori or numerous small chunks of any type of food served on a stick this is different from its use in the middle east where shish turkish şiş is the word for skewer while kebab comes from the persian word for grilling in the uk ireland australia and some other englishspeaking countries outside of north america the word kebab is also used generally to mean döner kebab or the related shawarma or gyros or sandwiches made with them available from kebab shops as fast food and takeaway meals many layers of meat are stacked onto a large vertical rotating spit the outer surface is gradually cooked and sliced off and typically served as a sandwich in pita or flatbread with salad and sauces in germany the highly popular sandwich introduced by turkish immigrants is called a döner though arab shops serve shawarma in other countries in europe and worldwide the name used depends on the dish and on local customs in indian english and in the languages and cuisine of the middle east and the muslim world kebab is a broad term covering a wide variety of grilled meat dishes in addition to the shish kebab and döner kebab familiar in the west although often cooked on a skewer many types of kebab are not kebab dishes can consist of cut up or ground meat or seafood sometimes with vegetables cooked on a skewer over a fire or like a hamburger on a grill baked in a pan in an oven or as a stew and served with various accompaniments according to each recipe the traditional meat for kebab is lamb but depending on local tastes and religious prohibitions other meats may include beef goat chicken fish or more rarely pork","food"
"Doughnut","https://en.wikipedia.org/wiki/Doughnut","a doughnut or donut ˈdoʊnət or ˈdoʊnʌt see spelling differences is a type of fried dough confectionery or dessert food the doughnut is popular in many countries and prepared in various forms as a sweet snack that can be homemade or purchased in bakeries supermarkets food stalls and franchised specialty outlets doughnuts are usually deepfried from a flour dough and typically either ringshaped or without a hole and often filled other types of batters can also be used and various toppings and flavorings are used for different types such as sugar chocolate or maple glazing in addition to flour doughnuts may also include such ingredients as water leavening eggs milk sugar oilshortening natural flavors andor artificial flavors the two most common types are the ring doughnut and the filled doughnutwhich is injected with fruit preserves cream custard or other sweet fillings a small spherical piece of dough may be cooked as a doughnut hole once doughnuts have been fried they may be glazed with a sugar icing spread with icing or chocolate or topped with powdered sugar or sprinkles or fruit other shapes include rings balls and flattened spheres as well as ear shapes twists and other forms doughnut varieties are also divided into cake and yeastrisen type doughnuts donuts are often accompanied by coffee when they are purchased at doughnut shops or fast food restaurants ring doughnuts are formed by one of two methods by joining the ends of a long skinny piece of dough into a ring or by using a doughnut cutter which simultaneously cuts the outside and inside shape leaving a doughnutshaped piece of dough and a doughnut hole from the dough removed from the center this smaller piece of dough can be cooked and served as a doughnut hole or added back to the batch to make more doughnuts a disk shaped doughnut can also be stretched and pinched into a torus until the center breaks to form a hole alternatively a doughnut depositor can be used to place a circle of liquid dough batter directly into the fryer there are two types of ring doughnuts those made from a yeastbased dough for raised doughnuts or those made from a special type of cake batter yeastraised doughnuts contain about 25 oil by weight whereas cake doughnuts oil content is around 20 but they have extra fat included in the batter before frying cake doughnuts are fried for about 90 seconds at approximately 190c 374f to 198c 388f turning once yeastraised doughnuts absorb more oil because they take longer to fry about 150 seconds at 182c 359f to 190c 374f cake doughnuts typically weigh between 24 g and 28 g 0 85 oz to 0 99 oz whereas yeastraised doughnuts average 38 g 1 34oz and are generally larger and taller due to rising when finished after frying ring doughnuts are often topped raised doughnuts are generally covered with a glaze icing cake doughnuts can also be glazed or powdered with confectioners sugar or covered with cinnamon and granulated sugar they are also often topped with cake frosting topside only and sometimes sprinkled with coconut chopped peanuts or sprinkles also called jimmies","food"
"Hamburger","https://en.wikipedia.org/wiki/Hamburger","a hamburger or cheeseburger when served with a slice of cheese is a sandwich consisting of one or more cooked patties of ground meat usually beef placed inside a sliced bread roll or bun hamburgers may be cooked in a variety of ways including panfrying barbecuing and flamebroiling hamburgers are often served with cheese lettuce tomato bacon onion pickles and condiments such as mustard mayonnaise ketchup relish and chiles the term burger can also be applied to the meat patty on its own especially in the uk where the term patty is rarely used the term may be prefixed with the type of meat or meat substitute used as in turkey burger bison burger or veggie burger hamburgers are sold at fastfood restaurants diners and specialty and highend restaurants where burgers may sell for several times the cost of a fastfood burger there are many international and regional variations of the hamburger","food"
"Sushi","https://en.wikipedia.org/wiki/Sushi","sushi すし 寿司 鮨 is a type of food preparation originating in japan consisting of cooked vinegared rice 鮨飯 sushimeshi combined with other ingredients ネタ neta such as raw seafood vegetables and sometimes tropical fruits ingredients and forms of sushi presentation vary widely but the ingredient which all sushi have in common is rice also referred to as shari しゃり or sumeshi 酢飯 although commonly mistaken for sushi sashimi which is also a japanese delicacy consists of thinly sliced raw fish and may or may not be served with rice sushi can be prepared with either brown or white rice it is often prepared with raw seafood but some common varieties of sushi use cooked ingredients and many are vegetarian sushi is often served with pickled ginger wasabi and soy sauce popular garnishes are often made using daikon the original type of sushi known today as narezushi 馴れ寿司 熟寿 司 was first made in southeast asia fish was salted and wrapped in fermented rice a traditional lactofermented rice dish narezushi was made of this gutted fish which was stored in fermented rice for months at a time for preservation the fermentation of the rice prevented the fish from spoiling the fermented rice was discarded and fish was the only part consumed this early type of sushi became an important source of protein for the japanese the term sushi comes from an antiquated grammatical form no longer used in other contexts and literally means sourtasting a reflection of its historic origin as a fermented food the oldest form of sushi in japan narezushi is still made by wrapping fish in soured fermenting rice which causes the fish proteins to break down into their constituent amino acids the fermenting rice and fish have both a sour and an umami taste","food"
