PID,county,state,area,poptotal,popdensity,popwhite,popblack,popamerindian,popasian,popother,percwhite,percblack,percamerindan,percasian,percother,popadults,perchsd,percollege,percprof,poppovertyknown,percpovertyknown,percbelowpoverty,percchildbelowpovert,percadultpoverty,percelderlypoverty,inmetro,category,dot_size
679,DE KALB,IN,0.022000000000000002,35324,1605.63636,35009,37,91,88,99,99.108255,0.10474465,0.25761522,0.24912241,0.28026271,21801,77.5469015,15.581854000000002,4.45392413,34833,98.6100102,6.45652112,8.76933688,4.93601463,7.47427333,1,ALU,293.5422714062467
681,DUBOIS,IN,0.026000000000000002,36616,1408.30769,36466,33,30,55,32,99.590343,0.09012454,0.0819314,0.15020756,0.08739349,22921,72.2307055,17.1676628,4.47188168,35883,97.9981429,6.13661065,5.50713154,4.41161892,13.468733300000002,0,ALR,268.4260136191035
683,FAYETTE,IN,0.012,26015,2167.91667,25462,435,37,69,12,97.8743033,1.67211224,0.14222564,0.26523159999999996,0.04612723,16744,63.909460100000004,11.4249881,3.78643096,25571,98.29329229999999,10.7856556,14.6890163,8.84701144,10.8691186,0,LAR,365.11006342853506
684,FLOYD,IN,0.009000000000000001,64404,7156.0,61415,2642,92,175,80,95.3589839,4.10222968,0.14284827,0.27172225,0.12421589,41499,73.2234512,20.549892800000002,6.40015422,63308,98.2982423,11.0080874,16.0648533,8.19145697,12.612351400000001,1,AAU,1000.0000000000001
685,FOUNTAIN,IN,0.025,17808,712.32,17726,4,25,27,26,99.5395328,0.02246181,0.14038634,0.15161725,0.1460018,11700,72.965812,11.145299099999999,3.29059829,17573,98.6803684,9.83895749,13.1136951,7.04975016,12.6510878,0,AAR,179.8397669337218
686,FRANKLIN,IN,0.023,19580,851.304348,19496,10,34,27,13,99.57099079999999,0.05107252,0.17364658,0.13789581,0.06639428,12029,65.26727079999999,12.993598800000001,3.54975476,19375,98.9530133,10.6270968,12.678725199999999,8.36868492,14.227642300000001,0,LAR,197.52988116165437
687,FULTON,IN,0.021,18840,897.142857,18555,151,47,36,51,98.4872611,0.8014861999999999,0.24946921,0.1910828,0.27070064,12405,75.3164047,13.929867000000002,4.15961306,18611,98.7845011,10.3379722,12.8706879,9.1876013,10.021152800000001,0,AAR,203.36426806864708
688,GIBSON,IN,0.028999999999999998,31913,1100.44828,31146,596,38,104,29,97.59659070000001,1.86757748,0.11907373,0.325886,0.09087206,20949,72.8053845,15.504320000000002,3.50852069,31364,98.2796979,9.63843897,11.1341717,7.94889993,12.2426177,0,AAR,229.24125499402487
689,GRANT,IN,0.024,74169,3090.375,67817,5047,298,373,634,91.43577509999999,6.80472974,0.40178511,0.50290553,0.85480457,47541,71.75700970000001,15.5381671,5.48579121,70618,95.2122855,13.0816506,18.2321973,11.6630942,10.2415235,0,AAR,482.5217969296912
690,GREENE,IN,0.033,30410,921.515152,30248,10,47,65,40,99.4672805,0.03288392,0.15455442,0.21374548,0.13153568,20124,71.58616579999999,14.952295800000002,4.35301133,29957,98.5103584,13.1788897,18.216047800000002,11.408643699999999,11.5055672,0,AAR,206.46640646589213
692,HANCOCK,IN,0.017,45527,2678.0588199999997,45173,44,59,176,75,99.22243940000001,0.09664595,0.12959343,0.38658379,0.16473741,29024,80.1095645,20.489939399999997,6.60832415,44988,98.8160872,4.46341247,5.62774014,3.50094256,6.07751938,1,HLU,430.0416405150651
693,HARRISON,IN,0.027999999999999997,29890,1067.5,29641,124,58,36,31,99.1669455,0.41485447,0.19404483,0.12044162,0.10371362,18829,71.1243295,13.107440700000001,3.83982155,29559,98.8926062,9.83118509,12.58419,7.53536948,12.9673655,1,AAU,225.04755372333278
694,HENDRICKS,IN,0.024,75717,3154.875,74519,685,157,275,81,98.4177926,0.90468455,0.20735106,0.36319453,0.10697730000000001,48047,84.0656024,24.2200345,7.15965617,73207,96.6850245,3.66904804,4.22803082,2.84384454,6.13503237,1,HLU,490.73144344112177
695,HENRY,IN,0.024,48139,2005.7916699999998,47446,474,78,78,63,98.5604188,0.98464862,0.16203079,0.16203079,0.13087102,31989,71.374535,13.2576823,4.41714339,47341,98.34230040000001,12.350816400000001,17.2683924,10.603422199999999,11.0881168,0,AAR,344.47457597635395
697,HUNTINGTON,IN,0.023,35427,1540.30435,35012,52,154,133,76,98.82857709999999,0.14678070000000001,0.43469670000000005,0.37541988,0.21452564,22188,78.5559762,16.973138600000002,4.84946818,34397,97.092613,6.56452598,7.3208402,5.38424668,9.07244414,1,ALU,285.2267255460723
698,JACKSON,IN,0.03,37730,1257.6666699999998,37289,138,66,189,48,98.8311688,0.36575669,0.17492711,0.50092764,0.12721972,24151,69.32632190000001,13.142312900000002,3.82592853,37228,98.6694938,10.492102699999998,13.5361596,8.64372075,11.5976685,0,AAR,249.25222254435403
699,JASPER,IN,0.034,24960,734.1176469999999,24659,111,60,40,90,98.79407049999999,0.44471154,0.24038462,0.16025641,0.36057692,14984,75.5205553,14.8558462,5.23224773,23850,95.55288459999998,7.9706499000000015,10.070028,6.37300843,9.37019969,0,AAR,182.61420068024805
700,JAY,IN,0.022000000000000002,21512,977.818182,21313,30,32,67,70,99.0749349,0.13945705,0.14875418,0.31145407,0.32539978,13843,68.87957809999999,12.771798,4.43545474,21179,98.4520268,9.74078096,11.8595994,8.39788732,10.5313547,0,AAR,213.6327316414343
701,JEFFERSON,IN,0.021,29797,1418.90476,29181,363,58,122,73,97.9326778,1.21824345,0.19465047,0.40943719,0.24499111,18876,70.28501800000001,17.546090300000003,5.50434414,27849,93.4624291,11.63417,15.619021599999998,9.61010784,12.160493800000001,0,AAR,269.774822902156
702,JENNINGS,IN,0.021,23661,1126.7142900000001,23347,209,31,51,23,98.6729217,0.88331009,0.13101729,0.21554457,0.09720637,14942,64.08111360000001,10.1458975,3.38642752,22854,96.58932420000001,12.8030104,16.947001,10.3086514,14.773396100000001,0,LAR,232.58442797643886
704,KNOX,IN,0.031,39884,1286.58065,39107,486,69,178,44,98.0518504,1.21853375,0.1730017,0.44629425,0.11031993,24740,74.50282940000001,19.9757478,5.29506871,37005,92.7815665,15.697878699999999,19.8819543,14.454248000000002,13.9807342,0,AAR,252.93243269999084
705,KOSCIUSKO,IN,0.032,65294,2040.4375,64058,309,118,322,487,98.10702359999999,0.4732441,0.18072105,0.49315404,0.7458571999999999,40321,77.475757,19.2629151,5.91751197,64110,98.18666340000001,6.64170956,8.2147651,5.32189084,8.34152093,0,ALR,348.88434368790615
706,LAGRANGE,IN,0.022000000000000002,29477,1339.86364,29156,44,59,92,126,98.91101540000001,0.14926892,0.20015605,0.31210775,0.42745191,16100,56.652173899999994,11.111801199999999,3.46583851,28954,98.2257353,11.507909100000001,15.961557500000001,7.96751242,13.4746404,0,LAR,259.7143631336666
709,LAWRENCE,IN,0.027000000000000003,42836,1586.5185199999999,42536,109,88,77,26,99.2996545,0.25445887,0.20543468,0.17975535,0.06069661,28005,69.70898050000001,13.1476522,3.84931262,42152,98.4032123,9.72195863,12.5923191,7.86502438,11.274880300000001,0,AAR,291.108927089005
712,MARSHALL,IN,0.026000000000000002,42182,1622.3846199999998,41508,76,72,151,375,98.4021621,0.18017164,0.17068892,0.35797259,0.88900479,26511,73.9692958,17.7775263,5.35249519,41497,98.37608459999998,7.54512374,9.9233426,5.89902569,8.81351121,0,AAR,295.6740124028596
713,MARTIN,IN,0.021,10369,493.76190499999996,10321,12,14,14,8,99.5370817,0.11572958,0.13501784,0.13501784,0.07715305,6625,64.40754720000001,13.5396226,3.38113208,10211,98.4762272,13.847811199999999,17.9383712,11.3361763,15.455035,0,LAR,152.02139945834716
714,MIAMI,IN,0.024,36897,1537.375,34784,1115,571,224,203,94.27324709999999,3.0219259,1.54755129,0.60709543,0.55018023,22509,76.4272069,14.407570300000001,3.88733396,35971,97.49031090000001,10.939367800000001,15.2701644,9.26941094,9.05255757,0,AAR,284.85387394904507
716,MONTGOMERY,IN,0.03,34436,1147.8666699999999,33971,201,68,138,58,98.64966899999999,0.58369149,0.19746777,0.40074341,0.16842839,22174,80.0487057,16.9252277,5.80860467,33157,96.2858636,9.39771391,11.8232951,7.65231519,11.269892800000001,0,HAR,235.27673127373265
717,MORGAN,IN,0.024,55920,2330.0,55635,9,137,91,48,99.49034329999999,0.01609442,0.24499285,0.16273247,0.08583691,35089,73.5786144,14.6798142,4.43443814,55262,98.823319,6.67728276,8.36697487,5.18163722,9.53302374,1,ALU,385.74024706722577
718,NEWTON,IN,0.024,13551,564.625,13436,9,39,24,43,99.15135409999999,0.06641576,0.28780164,0.1771087,0.31731975,8567,72.44076109999999,12.174623599999999,3.18664643,13310,98.22153349999999,8.8580015,12.610734800000001,7.11798301,8.02442215,0,AAR,161.0409492359584
719,NOBLE,IN,0.025,37877,1515.08,37456,58,83,98,182,98.88850749999999,0.15312723,0.21913034,0.25873221,0.48050268,23151,72.0832793,12.6387629,3.5592415,37198,98.2073554,8.04881983,11.6240876,6.00627082,8.47923103,0,AAR,282.01613644559785
720,OHIO,IN,0.005,5315,1063.0,5255,41,8,9,2,98.87111949999999,0.77140169,0.1505174,0.16933208,0.03762935,3457,67.7176743,10.7029216,1.79346254,5271,99.17215429999999,9.88427243,8.62688713,8.58398107,15.960912099999998,1,LAU,224.4747876876516
721,ORANGE,IN,0.023,18409,800.391304,18213,127,40,21,8,98.93530340000001,0.68987995,0.21728502,0.11407464,0.043457,11902,64.93026379999999,9.78827088,2.83985885,18103,98.3377696,15.3455228,19.423275,12.788065800000002,16.7800454,0,LAR,191.04960063357822
722,OWEN,IN,0.023,17281,751.3478259999999,17167,44,46,18,6,99.340316,0.25461489,0.2661883,0.10416064,0.03472021,11151,66.27208320000001,11.1649179,3.25531342,17046,98.640125,13.5515663,17.9775281,11.1626436,14.4039735,0,LAR,184.80728097356084
723,PARKE,IN,0.027000000000000003,15410,570.7407410000001,15222,118,42,16,12,98.780013,0.76573653,0.27255029,0.10382868,0.07787151,10217,76.7348537,14.6129001,4.31633552,14849,96.35950679999999,12.1961075,13.0620985,10.3266992,15.941101199999999,0,AAR,161.81936895325242
724,PERRY,IN,0.022000000000000002,19107,868.5,18819,210,32,32,14,98.492699,1.09907364,0.16747789,0.16747789,0.07327158,12271,65.3573466,11.0422948,2.90929835,18163,95.05940229999999,11.6225293,14.165641699999998,9.28652322,14.501679699999999,0,LAR,199.71856681209738
725,PIKE,IN,0.02,12509,625.45,12469,3,16,19,2,99.6802302,0.02398273,0.12790791,0.15189064,0.01598849,8387,65.482294,13.842851999999999,3.89889114,12357,98.7848749,13.2637372,19.8807157,10.592172300000001,12.6115166,0,LAR,168.78283681824934
727,POSEY,IN,0.025,25968,1038.72,25588,283,38,34,25,98.5366605,1.08980283,0.14633395,0.13093038,0.09627234,16513,76.29746259999999,17.2106825,4.59032278,25679,98.8870918,7.62490751,8.9456869,5.92997509,11.345580900000002,1,AAU,221.38439672179834
728,PULASKI,IN,0.026000000000000002,12643,486.26923099999993,12509,65,21,20,28,98.940125,0.51411848,0.16609982,0.15819029999999998,0.22146642,7974,71.8961625,14.1710559,3.51141209,12467,98.6079253,10.8285875,13.6955919,8.91951838,11.4992151,0,AAR,151.06772186198458
729,PUTNAM,IN,0.028999999999999998,30315,1045.34483,29196,826,77,154,62,96.308758,2.72472373,0.25399967,0.50799934,0.20451921,18437,76.05358790000001,15.734664000000002,5.5811683,26072,86.0036286,8.27324333,10.7356154,6.72192811,9.37950938,0,AAR,222.22761396983435
730,RANDOLPH,IN,0.026000000000000002,27148,1044.15385,26947,56,49,37,59,99.259614,0.20627671,0.18049212,0.13628997,0.21732724,17694,71.8548661,12.6200972,4.53826156,26789,98.67761899999999,11.3516742,15.730337099999998,9.68322036,10.187418800000001,0,AAR,222.0760244380175
731,RIPLEY,IN,0.025,24616,984.64,24501,16,44,38,17,99.53282420000001,0.06499838,0.17874553,0.15437114,0.06906077,15331,68.81481959999999,13.5281456,3.99191181,24262,98.561911,10.547358000000001,12.9624319,8.24702723,13.6374324,0,AAR,214.50102178632292
732,RUSH,IN,0.023,18129,788.217391,17901,142,15,60,11,98.7423465,0.78327542,0.08274036,0.33096144,0.06067626,11404,73.5882147,12.846369699999999,3.89337075,17589,97.02134699999999,11.177440400000002,13.4143785,9.50972105,12.701252199999999,0,AAR,189.50008865852539
734,SCOTT,IN,0.011000000000000001,20991,1908.2727300000001,20850,16,25,50,50,99.32828359999999,0.07622314,0.11909866,0.23819732,0.23819732,13060,59.992343000000005,10.589586500000001,3.27718224,20636,98.308799,18.9813917,26.882281300000002,15.887213599999999,16.0839161,1,LHU,332.06223449465773
735,SHELBY,IN,0.024,40307,1679.4583300000002,39743,330,67,142,25,98.60073929999999,0.81871635,0.16622423,0.35229613,0.06202397,25585,74.12546409999999,14.700019500000002,3.70529607,39745,98.6057012,7.23109825,9.41501612,5.43236263,9.82587065,1,ALU,302.938430762486
736,SPENCER,IN,0.024,19490,812.083333,19295,111,37,33,14,98.99948690000001,0.56952283,0.18984094,0.1693176,0.07183171,12509,71.9242146,14.133823600000001,4.44479974,19102,98.0092355,9.85760653,10.7415902,8.0898243,14.254725800000001,0,AAR,192.53777776677816
737,STARKE,IN,0.019,22747,1197.21053,22446,73,86,48,94,98.6767486,0.32092144,0.37807183,0.21101684,0.41324131,14260,59.915848499999996,10.014025199999999,3.00841515,22293,98.0041324,13.425739000000002,18.5185185,11.8391095,10.2341299,0,LAR,241.55728395760121
738,STEUBEN,IN,0.021,27446,1306.9523800000002,27146,51,64,132,53,98.9069445,0.18581943,0.23318516,0.48094440000000005,0.19310646,17256,78.9986092,18.6080204,5.44738062,26541,96.702616,5.63279454,5.03225806,5.17698213,7.88116361,0,ALR,255.52537381822816
739,SULLIVAN,IN,0.027000000000000003,18993,703.4444440000001,18905,15,39,15,19,99.5366714,0.07897647,0.20533881,0.07897647,0.10003686,12602,74.0676083,15.4816696,4.12632915,18678,98.3414942,12.5120463,15.413300199999998,9.67541222,15.6844106,0,AAR,178.71007426159144
740,SWITZERLAND,IN,0.013000000000000001,7738,595.230769,7695,15,16,10,2,99.4443009,0.19384854,0.20677178,0.12923236,0.02584647,5015,65.8025922,9.47158524,3.17048853,7589,98.0744378,15.2193965,20.3518783,11.365332,18.4300341,0,LAR,164.93649256464832
742,TIPTON,IN,0.016,16119,1007.4375,15990,10,20,51,48,99.1997022,0.06203859,0.12407718,0.3163968,0.29778522,10511,77.03358390000001,15.421938899999999,4.87108743,15933,98.84608229999999,6.43946526,8.11649558,5.04670768,8.19285233,1,ALU,217.4027181637545
743,UNION,IN,0.01,6976,697.6,6915,20,15,21,5,99.12557340000001,0.28669725,0.21502294,0.30103211,0.07167431,4397,71.2531271,12.6449852,3.91175802,6836,97.9931193,9.47922762,11.552729199999998,7.66578249,11.9592875,0,AAR,177.96618559033794
745,VERMILLION,IN,0.016,16773,1048.3125,16690,15,32,28,8,99.5051571,0.08942944,0.19078281,0.16693495,0.0476957,11163,72.0594822,12.2726866,3.52951715,16494,98.3366124,11.6709106,14.768339800000001,9.87012987,12.560801099999999,1,AAU,222.60534298785876
747,WABASH,IN,0.023,35069,1524.7391300000002,34462,138,259,123,87,98.26912659999999,0.39350994,0.73854401,0.35073712,0.24808235,22008,74.38658670000001,16.080516199999998,4.98455107,33017,94.1486783,9.1922343,10.441454499999999,8.93758669,8.08468078,0,AAR,283.2455634674266
748,WARREN,IN,0.021,8176,389.333333,8140,1,17,15,3,99.5596869,0.01223092,0.20792564,0.18346379999999998,0.03669276,5403,71.60836570000001,13.399963,3.03535073,8075,98.7646771,9.16408669,11.1265647,7.32876712,11.638491499999999,0,AAR,138.72959074806073
749,WARRICK,IN,0.023,44920,1953.04348,44274,371,83,157,35,98.56188780000001,0.82591273,0.18477293,0.34951024,0.07791630000000001,28368,80.1254935,23.8155668,5.85166385,44151,98.2880677,6.58195737,8.66166853,5.20934196,8.198136,1,HLU,337.7607156039853
750,WASHINGTON,IN,0.03,23717,790.5666669999999,23625,23,28,18,23,99.6120926,0.09697685,0.11805878,0.07589493,0.09697685,14989,66.1685236,10.8145974,2.88211355,23390,98.6212421,14.296707999999999,18.0585852,11.578057800000002,17.1385238,0,LAR,189.79910765880115
751,WAYNE,IN,0.024,71951,2997.95833,67532,3795,153,296,175,93.85832020000001,5.27442287,0.21264472,0.41139109,0.24322108,46603,71.2443405,15.589125199999998,5.13486256,69370,96.4128365,14.8926049,20.813639399999996,13.2868788,11.6376769,0,AAR,470.75887921707834
752,WELLS,IN,0.021,25948,1235.61905,25758,10,40,41,99,99.26776629999999,0.03853862,0.15415446,0.15800832,0.3815323,16396,79.00097579999999,18.5655038,5.58672847,25464,98.134731,5.57257304,6.61065969,4.43388757,7.49419954,1,ALU,246.44597189910832
753,WHITE,IN,0.03,23265,775.5,23127,2,50,41,45,99.4068343,0.008596600000000001,0.21491511,0.17623039,0.1934236,15292,77.8773215,16.583834699999997,5.16609992,22974,98.7491941,7.70436145,8.13656669,6.16872291,11.0403397,0,AAR,187.88140207468587
754,WHITLEY,IN,0.02,27651,1382.55,27473,29,73,37,39,99.356262,0.10487867,0.26400492,0.13381071,0.14104372,17369,78.8761587,15.809776000000001,4.22016236,27251,98.5533977,5.22549631,6.12323492,3.90956194,7.95652174,1,ALU,265.1475402880801
1197,ALCONA,MI,0.040999999999999995,10145,247.43902400000002,10026,27,56,26,10,98.8270084,0.26614096,0.55199606,0.25628388,0.09857072,7368,68.553203,14.1150923,3.24375679,10040,98.9650074,17.250996,27.2045028,16.6173986,11.5069357,0,AAR,120.66909278102659
1198,ALGER,MI,0.051,8972,175.921569,8422,213,304,24,9,93.8698172,2.37405261,3.38831922,0.26749889,0.10031208,6009,73.0237976,16.2755866,3.82759195,8452,94.20419079999999,14.481779500000002,19.2080109,12.309116099999999,13.9679255,0,AAR,111.56625518494685
1200,ALPENA,MI,0.034,30605,900.147059,30372,35,93,85,20,99.2386865,0.1143604,0.30387192,0.2777324,0.06534880000000001,20165,73.597818,18.9337962,4.23010166,30329,99.09818659999999,13.475551500000002,17.042324100000002,12.166951800000001,12.2930256,0,AAR,203.74664692863053
1201,ANTRIM,MI,0.031,18185,586.6129030000001,17895,23,211,24,32,98.4052791,0.12647787,1.16029695,0.1319769,0.17596921,12185,76.38079609999998,19.039803,5.01436192,17942,98.6637338,13.2148033,18.758141600000002,12.0375423,9.68128445,0,AAR,163.8395990213479
1202,ARENAC,MI,0.021,14931,711.0,14695,10,139,38,49,98.4193959,0.06697475,0.93094903,0.25450405,0.32817628,9782,65.3956246,11.8278471,2.58638315,14664,98.21177420000001,20.649208899999998,28.9513678,18.2323366,16.0544649,0,LHR,179.6717555632553
1203,BARAGA,MI,0.054000000000000006,7954,147.29629599999998,6971,49,918,10,6,87.64143829999999,0.61604224,11.541362800000002,0.12572291,0.07543374,5166,70.48006190000001,14.576074300000002,3.36817654,7700,96.8066382,16.8181818,22.387344199999998,14.2559291,15.813168300000003,0,AAR,107.92279204350193
1204,BARRY,MI,0.034,50057,1472.26471,49429,104,188,144,192,98.7454302,0.20776315,0.37557185,0.28767205,0.38356274,31892,78.26414150000001,17.2519754,3.86303775,49091,98.0702,9.07498319,11.6531558,8.00437796,8.27717737,0,AAR,276.5665489078554
1206,BENZIE,MI,0.02,12200,610.0,11863,30,237,35,35,97.23770490000001,0.24590164,1.94262295,0.28688525,0.28688525,8333,76.64706590000002,21.4208568,4.68018721,12077,98.9918033,12.8591538,18.641174499999998,11.304757400000002,10.3274559,0,AAR,166.81634009574384
1208,BRANCH,MI,0.028999999999999998,41502,1431.10345,40278,705,221,156,142,97.0507445,1.69871332,0.53250446,0.3758855,0.34215219,26446,73.7880965,16.066702,3.51281857,39759,95.8002024,14.084861300000002,20.8565121,11.6031599,10.717385,0,AAR,271.3274885270013
1210,CASS,MI,0.03,49477,1649.23333,44827,3725,469,191,265,90.6016937,7.52875073,0.94791519,0.38603796,0.5356024,31841,72.2778807,15.8443516,3.42639992,48946,98.92677409999999,11.882482699999999,17.7992278,9.57841732,10.2969621,0,AAR,299.0913522228272
1211,CHARLEVOIX,MI,0.022000000000000002,21468,975.818182,20993,17,378,41,39,97.78740450000001,0.07918763,1.7607602,0.19098193,0.18166574,13963,79.69634029999999,22.6527251,5.06338179,21250,98.98453509999999,10.3952941,13.843192199999999,8.11281337,12.0059289,0,AAR,213.37816895890933
1212,CHEBOYGAN,MI,0.048,21398,445.791667,20837,15,478,57,11,97.3782597,0.07010001,2.23385363,0.26638004,0.05140667,14207,73.5412121,14.647708900000001,3.01259942,21097,98.5933265,15.561454199999998,21.159054,13.302880599999998,14.158559299999999,0,AAR,145.91568322502633
1213,CHIPPEWA,MI,0.078,34604,443.64102599999995,28353,2184,3820,152,95,81.9356144,6.31140909,11.0391862,0.43925558,0.27453474,21848,73.59483709999999,16.939765700000002,3.80812889,29486,85.20980229999999,17.0759004,20.955974800000003,16.1035046,14.339152100000002,0,AAR,145.64194675397223
1214,CLARE,MI,0.034,24952,733.8823530000001,24665,40,160,53,34,98.8497916,0.16030779,0.64123116,0.21240782,0.13626162,16401,66.9105542,12.041948699999999,2.76812389,24522,98.2766912,23.7134002,35.978586,22.1719457,13.5634167,0,LHR,182.58425214433706
1215,CLINTON,MI,0.034,57883,1702.44118,56639,218,276,199,551,97.850837,0.37662181,0.47682394,0.34379697,0.95192025,35745,83.68443140000001,22.8647363,4.94614631,57463,99.27439840000001,6.01778536,7.36650485,4.98168716,7.71621622,1,HLU,305.8637187365206
1216,CRAWFORD,MI,0.034,12260,360.588235,11802,264,145,42,7,96.2642741,2.15334421,1.18270799,0.34257749,0.05709625,8057,73.20342559999999,18.7787018,4.98945017,11569,94.36378470000001,14.5907166,20.8293153,12.823920300000001,10.992616900000002,0,AAR,135.07087611989903
1217,DELTA,MI,0.069,37780,547.536232,36819,16,809,99,37,97.4563261,0.04235045,2.14134463,0.26204341,0.09793542,24476,76.8875633,18.912404000000002,3.52590293,37242,98.5759661,14.6125342,18.591133,13.127551,13.1073145,0,AAR,158.86586792439488
1218,DICKINSON,MI,0.046,26831,583.282609,26532,23,135,106,35,98.88561740000002,0.08572174,0.50314934,0.39506541,0.13044613,17972,78.52214559999999,20.4206544,3.80035611,26455,98.5986359,9.8998299,12.251126300000001,7.1444387,13.4107884,0,AAR,163.41571473422948
1220,EMMET,MI,0.027000000000000003,25040,927.407407,24122,133,683,69,33,96.3338658,0.53115016,2.72763578,0.27555911,0.13178914,16448,81.535749,26.872568100000002,6.49319066,24581,98.1669329,8.51470648,10.2641509,7.11646468,10.171790199999998,0,HAR,207.21638058535274
1222,GLADWIN,MI,0.031,21896,706.322581,21694,19,114,40,29,99.0774571,0.08677384,0.52064304,0.18268177,0.13244428,14388,64.80400329999999,11.433138699999999,2.20322491,21641,98.8354037,22.3233677,33.1810193,20.1047987,14.902424599999998,0,LHR,179.07640739928866
1223,GOGEBIC,MI,0.068,18052,265.47058799999996,17486,243,283,26,14,96.86461329999999,1.34611123,1.56769333,0.14402836,0.07755373,12497,76.2743058,21.1730815,3.35280467,17385,96.3051185,14.880644199999997,19.5447798,13.598733900000001,13.257945000000001,0,AAR,122.96417443200701
1224,GRAND TRAVERSE,MI,0.03,64273,2142.4333300000003,63019,259,555,318,122,98.0489475,0.40296859,0.86350412,0.49476452,0.18981532,41094,84.861537,30.9753249,7.0253565,62872,97.82023559999999,8.54911566,11.2048541,7.49803127,7.69153931,0,HAR,361.8665097334871
1225,GRATIOT,MI,0.033,38982,1181.2727300000001,37827,328,144,98,585,97.037094,0.84141399,0.36940126,0.25139808,1.50069263,23966,77.0675123,16.4441292,4.20595844,36654,94.02801290000001,14.080318700000001,19.159372899999997,12.4962511,10.702287599999998,0,AAR,239.5286993968279
1226,HILLSDALE,MI,0.034,43431,1277.38235,42919,113,143,112,144,98.8211186,0.26018282,0.3292579,0.25788032,0.33156041,26657,75.211014,16.4684698,4.14900401,42138,97.0228639,12.8031705,16.4067013,11.2972735,11.509408,0,AAR,251.76166073865608
1227,HOUGHTON,MI,0.06,35446,590.766667,34469,158,153,610,56,97.2436946,0.44574846,0.43164250000000004,1.72092761,0.15798679999999998,20646,73.94168359999999,24.7650877,7.32829604,32448,91.542064,21.036735699999998,21.1989796,23.697148499999997,14.5784943,0,AHR,164.36829567455575
1228,HURON,MI,0.05,34951,699.02,34627,22,89,60,153,99.0729879,0.06294527,0.25464221,0.17166891,0.43775572,22798,67.9928064,14.308272699999998,3.08799017,34484,98.6638437,15.009859599999999,17.944587600000002,13.4359815,14.9548881,0,LAR,178.14692509493068
1230,IONIA,MI,0.034,57024,1677.1764699999999,53141,3003,221,120,539,93.1905864,5.2662037,0.38755612,0.21043771,0.94521605,33466,77.2156816,15.116835,3.40046614,51695,90.65481199999999,11.3299159,14.9650878,9.34628975,11.109629199999999,0,AAR,302.64799256111274
1231,IOSCO,MI,0.033,30209,915.424242,28966,632,228,269,114,95.88533220000001,2.09209176,0.75474196,0.89046311,0.37737098,19194,76.31551529999999,16.234239900000002,3.63134313,29106,96.3487702,14.1585927,18.582596399999996,12.255761099999999,13.2756867,0,AAR,205.69114727158302
1232,IRON,MI,0.07,13175,188.21428600000002,13028,4,102,32,9,98.88425050000001,0.03036053,0.77419355,0.24288425,0.0683112,9594,72.9726913,15.4575777,3.28330206,12886,97.80645159999999,17.1193543,23.3241189,14.456164600000001,16.512235699999998,0,AAR,113.13088869246707
1233,ISABELLA,MI,0.034,54624,1606.58824,52212,635,1020,456,301,95.5843585,1.16249268,1.86731107,0.83479789,0.55103984,26492,79.74482859999999,27.2497358,10.0030198,48498,88.78514940000001,24.8546332,21.2696866,28.4791467,13.966294,0,AHR,293.66342796936766
1236,KALKASKA,MI,0.033,13497,409.0,13321,10,114,23,29,98.6960065,0.07409054,0.84463214,0.17040824,0.21486256,8485,69.61697109999999,11.455509699999999,2.38067177,13321,98.6960065,14.2256587,17.2608361,12.5250501,14.244663399999999,0,AAR,141.23279050198346
1238,KEWEENAW,MI,0.02,1701,85.05,1688,1,4,6,2,99.2357437,0.05878895,0.23515579,0.35273369,0.1175779,1287,64.33566429999999,14.452214499999998,3.57420357,1696,99.7060553,20.5778302,21.8844985,21.276595699999998,19.0243902,0,LHR,100.0
1239,LAKE,MI,0.035,8583,245.228571,7337,1146,81,9,10,85.4829314,13.351974800000002,0.94372597,0.10485844,0.11650938,5931,61.288146999999995,11.3134379,2.00640701,8387,97.7164162,26.4099201,37.698603799999994,25.070712300000004,18.8764973,0,LHR,120.38774335838889
1240,LAPEER,MI,0.038,74768,1967.57895,73049,483,319,282,635,97.7008881,0.64599829,0.42665311,0.37716669999999997,0.84929382,45437,77.60195440000001,16.154235500000002,3.2572572999999996,73344,98.09544190000001,8.19289921,10.8173406,6.89849757,7.908967999999999,1,AAU,339.610809721466
1241,LEELANAU,MI,0.021,16527,787.0,15958,16,451,45,57,96.5571489,0.09681128,2.72886791,0.27228172,0.34489018,11127,85.099308,32.596387199999995,8.25918936,16422,99.364676,9.00621118,12.8336041,7.04916163,9.20502092,0,HAR,189.3451374992045
1244,LUCE,MI,0.055,5763,104.781818,5418,2,331,6,6,94.01353459999999,0.03470415,5.74353635,0.10411244,0.10411244,3811,69.58803459999999,14.405667800000002,3.33245867,5566,96.5816415,17.6787639,22.943444699999997,16.8765743,12.835093400000002,0,AHR,102.51149226058733
1245,MACKINAC,MI,0.059000000000000004,10674,180.915254,8955,5,1691,11,12,83.89544690000001,0.046842800000000004,15.842233499999999,0.10305415,0.11242271,7156,71.38065959999999,15.287870300000002,2.78088317,10570,99.0256699,16.4049196,22.2423146,14.993456699999998,12.9071661,0,AAR,112.20185810958924
