"classe","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z"
"A",0.51,4.77,-88.2,5,0.02,0,0,-15,0,42,44,632,-316,0,0,0,30,-2.87,1.57,-0.67,-186,220,-45,193,350,512,57.80452097,-44.9366768,-79.81607037,30,0.61,-0.05,-0.85,-128,161,-211,-537,329,-10,150,54,-176,32,0.24,0.47,0.36,-251,20,-179,-573,-86,424
"A",0.56,4.8,-88.2,5,0.03,0,-0.02,-12,2,43,51,634,-310,0,0,0,28,-1.8,0.66,-0.18,137,60,-232,756,-38,22,60.99900801,-49.26268347,-73.34628741,31,0.22,0.61,0.34,-142,172,-201,-499,384,-26,113,13.7,111,27,-1.28,1.78,0.33,-70,224,-123,-583,688,942
"A",0.54,4.83,-88.2,5,-0.03,0,0.02,-16,5,44,47,632,-318,0,0,0,33,-0.55,-0.13,0.67,146,29,-285,748,-56,-58,66.13499901,-46.96292762,-70.2998522,32,0.42,0.55,-0.1,-140,190,-200,-476,409,-41,115,0,98.7,26,-0.83,2.55,0.94,44,221,-119,-456,795,975
"A",1.7,5.47,-87.6,3,0.08,0.02,0.03,-12,4,28,65,584,-408,83.4,45,95.8,30,-0.06,0,0.03,-223,157,-119,-386,209,597,14.47642004,-56.14890641,98.64627342,39,0.02,0,-0.05,-203,55,318,-425,239,308,-147,-71.6,87,36,-0.55,-0.27,0.31,-39,287,209,-430,935,-344
"A",1.82,5.69,-87.6,3,0.02,0.02,0,-13,2,30,64,579,-406,83.3,45,95.4,30,-0.03,0.02,0.05,-223,155,-119,-375,198,594,13.72948319,-58.24691607,96.81093182,39,0.11,-0.05,-0.05,-209,52,313,-426,238,311,-152,-70.3,91.5,37,-0.56,-0.16,0.34,-60,287,206,-437,951,-367
"A",1.91,5.34,-87.5,3,-0.02,0.02,-0.02,-10,5,26,62,576,-418,82.2,44.5,95.8,30,0.03,0,-0.02,-221,157,-117,-368,201,597,13.68832148,-56.80058915,98.24465942,39,0.02,0.02,0.02,-205,52,317,-430,233,309,-156,-69.4,96.2,36,-0.27,-0.22,0.28,-52,280,212,-431,955,-363
"A",1.69,5.2,-87.5,3,0.05,0.02,-0.05,-11,3,28,60,578,-424,82,43.8,96.6,30,0.03,0.06,-0.05,-222,153,-116,-375,199,598,13.05080963,-57.57387851,97.66619546,38,0.03,-0.02,0.02,-205,49,312,-430,232,313,-160,-69.1,101,36,-0.22,-0.26,0.34,-52,280,216,-444,962,-368
"A",1.55,5.42,-87.5,3,0.05,0,-0.03,-10,2,28,65,575,-418,81.8,43.2,96.8,30,0,0.11,-0.07,-227,154,-111,-376,203,592,14.60616794,-57.65373316,97.13092054,39,0.03,-0.02,-0.03,-206,55,312,-423,237,316,-161,-69.4,102,37,-0.14,-0.24,0.3,-50,280,218,-443,960,-368
"A",1.47,5.49,-87.5,3,0.05,0,-0.03,-11,3,26,63,575,-417,81.5,42.8,96.7,31,-0.03,0.14,-0.11,-232,155,-111,-374,204,598,13.56743869,-58.11559853,96.98693104,38,0.03,-0.02,-0.02,-207,51,311,-436,235,307,-162,-69.5,102,37,-0.16,-0.22,0.3,-51,281,216,-441,957,-375
"A",1.44,5.59,-87.6,3,0,0,-0.02,-12,4,28,56,575,-421,79.9,41,96,31,-0.14,0.24,-0.1,-230,160,-114,-351,209,607,13.83011944,-58.09182061,96.93413679,38,0.03,-0.03,0.02,-207,52,311,-437,226,309,-163,-69.6,104,37,-0.22,-0.19,0.33,-50,282,216,-440,957,-361
"A",1.42,5.51,-87.6,3,0.02,0,-0.03,-9,6,30,67,566,-425,78.9,39.9,95.1,29,-0.14,0.13,-0.11,-193,168,-123,-354,218,636,12.78739015,-57.59609728,97.71688044,38,0.03,-0.02,0,-205,48,312,-438,231,306,-164,-69.5,105,36,-0.22,-0.21,0.3,-50,278,212,-428,948,-362
"A",1.11,5.95,-87.8,3,0.02,0,-0.03,-13,2,28,59,581,-417,78.9,44.4,90.6,33,0.02,-0.61,0.49,-246,183,-103,-332,219,621,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,-167,-69.5,107,36,-0.19,-0.22,0.31,-48,280,214,-436,952,-359
"A",1.37,5.97,-87.9,3,0.06,0,-0.02,-11,3,31,63,575,-408,76,40.3,90.4,27,0.11,0.58,-0.62,-203,134,-92,-303,224,606,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,-172,-69.3,113,36,-0.21,-0.24,0.31,-53,279,212,-438,957,-369
"A",1.39,6.08,-87.9,3,0.06,0,0,-11,2,31,67,577,-416,75.4,38.9,91.1,28,0.11,0.53,-0.39,-221,149,-73,-305,225,623,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,-173,-69.4,113,36,-0.19,-0.26,0.31,-53,278,213,-439,958,-357
"A",121,-43.6,172,17,0.13,0.13,-0.16,51,44,-157,171,612,-305,22,56.2,-38.6,19,-2.18,0.39,0.56,-164,-36,91,174,202,605,54.51164636,-32.11094081,-91.84879861,18,0.08,0.4,0.21,-56,92,-141,-521,343,1,0,0,0,51,1.43,-1.91,-0.26,-121,480,-17,-493,789,675
"A",121,-43.7,172,17,0.11,0.11,-0.16,49,45,-156,163,609,-298,21.1,23.4,-41.5,8,-1.94,0.13,0.97,-19,-72,15,603,91,378,59.78793199,-24.12979064,-91.28234652,19,0.42,0.13,-0.23,-45,106,-149,-514,372,-26,0,0,0,41,1.27,-1.48,-0.23,-208,338,12,-695,536,704
"A",121,-43.7,172,17,0.13,0.11,-0.16,49,44,-157,166,604,-300,14.7,7.44,-41.4,9,-1.62,-0.06,0.8,41,-78,-18,701,34,217,64.36638404,-22.56883967,-87.5655004,20,0.37,0.08,-0.28,-44,118,-151,-510,371,-32,0,0,0,45,1.04,-1.38,-0.18,-288,328,17,-706,365,648
"A",121,-43.8,172,17,0.13,0.11,-0.15,45,46,-155,171,607,-303,37.9,50.3,-6.36,20,1.49,-1.08,0.75,-194,-22,30,9,306,597,61.34054864,-29.19577904,-87.1600596,16,0.21,-0.02,-0.28,-44,88,-117,-548,292,27,0,0,0,49,0.83,1.86,1.16,-8,478,-19,-283,824,681
"A",121,-43.8,173,17,0.13,0.11,-0.16,49,43,-158,168,611,-297,43.8,66.6,-3.04,23,0.82,-0.85,0.94,-224,-47,7,-167,294,601,54.40385165,-31.17485312,-92.52292867,16,0.16,0.06,-0.16,-48,81,-125,-553,289,24,0,0,0,41,0.8,1.19,0.52,-23,405,-25,-178,790,608
"A",121,-43.8,173,17,0.11,0.11,-0.16,48,43,-158,166,608,-303,44.5,67.8,-3.06,24,0.83,-0.82,1.03,-234,-48,5,-180,308,599,54.28444859,-31.78186195,-92.26124142,16,0.16,0.08,-0.16,-49,81,-125,-551,287,31,0,0,0,42,0.8,1.14,0.59,-15,407,-26,-164,778,597
"A",121,-43.8,173,17,0.11,0.11,-0.16,48,43,-157,170,612,-305,45.3,68.9,-3.03,25,0.82,-0.79,1.05,-246,-40,0,-189,304,593,53.4330497,-31.72182337,-93.07905904,16,0.16,0.1,-0.16,-49,80,-126,-550,287,32,0,0,0,42,0.85,1.11,0.62,-5,410,-27,-165,783,600
"A",121,-43.8,173,17,0.11,0.11,-0.15,49,43,-156,167,600,-306,46.6,71.1,-3.08,26,0.74,-0.75,0.89,-251,-38,-1,-204,308,591,53.23809652,-32.45351821,-92.80029248,16,0.16,0.08,-0.11,-49,78,-123,-548,287,35,0,0,0,42,0.96,0.96,0.66,-22,411,-34,-144,775,594
"A",121,-43.9,173,17,0.13,0.11,-0.16,47,46,-158,171,616,-304,51.5,79,-4.17,27,0.45,-0.51,0.79,-264,-42,-12,-255,328,572,55.43488507,-28.58723688,-93.0833161,16,0.29,0.02,-0.11,-45,84,-128,-559,279,18,0,0,0,41,1.16,0.58,0.67,-7,399,-38,-110,763,574
"A",121,-43.7,172,18,0.08,0.11,-0.18,48,44,-159,173,611,-305,37.4,79.2,-21.5,26,-0.71,-0.03,0.44,-250,-25,50,-200,302,600,57.59909391,-28.51600785,-91.09152334,17,0.19,0.29,0.1,-47,91,-132,-553,281,11,0,0,0,50,1.46,-0.9,0.34,-53,484,-17,-204,794,595
"A",121,-43.7,173,18,0.08,0.13,-0.16,52,42,-158,162,610,-309,-6.97,-10.1,-53.9,14,-1.56,-0.18,0.95,75,-89,-73,734,3,135,49.91683025,-23.357525,-101.0171017,19,-0.05,-0.22,-0.3,-44,91,-161,-519,359,-21,0,0,0,44,1.12,-0.02,0.49,-395,162,29,-627,5,497
"A",121,-43.8,173,17,0.13,0.11,-0.15,49,44,-158,163,606,-302,-9.84,-32,-42,21,-0.66,-0.26,0.94,121,-86,-137,759,-35,-34,63.89661159,-28.01469715,-85.35058297,19,0.1,-0.18,-0.31,-51,110,-139,-536,320,3,0,0,0,42,1.09,0.31,0.49,-382,161,32,-612,-38,467
"A",122,-43.7,173,18,0.1,0.11,-0.18,50,44,-160,163,607,-314,-8.81,-44.1,-32.3,24,0.05,-0.4,0.67,155,-107,-146,748,-48,-97,56.09504136,-25.16653129,-94.29692443,18,0.03,-0.03,-0.05,-44,94,-143,-554,287,11,0,0,0,40,0.88,0.79,0.39,-375,112,10,-601,-52,450
"A",122,-43.7,173,17,0.11,0.11,-0.15,49,44,-158,169,604,-305,-4.15,-45,-31.6,24,0.19,-0.42,0.69,163,-111,-134,752,-50,-114,55.37086236,-24.46774038,-95.33432449,17,0.05,0.1,-0.05,-41,89,-138,-552,284,20,0,0,0,36,0.61,2.01,0.59,-331,112,7,-635,15,499
"A",122,-43.7,173,17,0.11,0.11,-0.16,48,46,-157,173,613,-292,0.9,-45.3,-31.3,25,0.26,-0.45,0.74,159,-111,-147,755,-59,-114,48.55885918,-31.84785484,-97.39543809,17,0.06,0,-0.11,-53,79,-140,-552,284,27,0,0,0,38,0.66,2.87,0.9,-308,207,23,-676,173,592
"A",122,-43.6,173,18,0.08,0.11,-0.2,49,42,-159,158,610,-304,10.9,-41.9,-32.6,25,1.25,-0.98,1.1,112,-112,-183,758,-49,-63,56.41177317,-32.14489577,-90.07264624,17,0.03,0.06,-0.1,-52,88,-129,-555,273,33,0,0,0,44,0.45,3.03,0.92,-289,318,48,-709,461,738
"A",122,-43.5,172,18,0.11,0.11,-0.2,49,45,-160,162,610,-303,13.4,-37.2,-31.3,19,2.2,-1.25,1.08,91,-90,-136,759,-3,17,57.01948888,-33.97034236,-88.36216389,15,-0.02,0.21,0.25,-50,81,-116,-551,285,31,0,0,0,44,0.61,2.75,1.54,-238,355,53,-676,594,787
"A",121,-43.6,173,18,0.06,0.11,-0.2,49,45,-159,164,612,-299,-48.1,61.9,-115,24,-2.25,0.43,0.05,-185,-49,131,57,169,654,54.56950404,-19.16339971,-98.50082468,21,0.19,0.05,-0.1,-40,109,-175,-520,362,-50,0,0,0,41,0.88,0.42,0.38,-384,105,16,-552,-149,390
"A",121,-43.5,173,18,0.06,0.11,-0.2,48,45,-159,163,610,-311,-35,55.5,-97.5,20,-2.73,0.48,-0.02,-153,-66,106,211,118,631,54.51383467,-19.63041447,-98.36275919,21,0.11,-0.03,-0.15,-41,109,-175,-522,356,-47,0,0,0,41,0.96,0.82,0.28,-390,107,20,-557,-143,399
"A",121,-43.4,172,17,0.1,0.13,-0.2,49,46,-157,164,603,-302,-15.9,10.8,-59.9,13,-2.34,-0.26,0.62,25,-124,-34,710,-67,206,48.50035064,-27.04393902,-100.3526818,19,-0.13,-0.32,-0.33,-51,89,-161,-544,320,-9,0,0,0,40,0.82,1.75,0.36,-369,141,17,-621,-21,453
"A",121,-43.5,173,17,0.14,0.11,-0.16,47,44,-155,163,613,-295,-20.6,-16.8,-45.8,21,-1.25,-0.39,0.31,117,-115,-132,759,-90,-43,49.80729969,-29.8845616,-97.49986709,18,-0.16,-0.14,-0.03,-53,86,-149,-553,285,10,0,0,0,43,0.98,2.44,1,-347,233,14,-690,199,555
"A",121,-43.5,173,17,0.1,0.13,-0.2,50,43,-157,162,606,-302,-18.8,-28.9,-36.7,28,-0.55,-0.53,0.72,159,-127,-190,734,-93,-173,51.7365919,-25.93531367,-97.98735556,17,-0.06,0.02,0.2,-42,81,-136,-555,286,18,0,0,0,48,1.01,2.59,0.98,-326,336,21,-697,455,611
"A",121,-43.5,173,17,0.1,0.11,-0.18,49,42,-155,167,613,-303,-17.9,-29.7,-36.1,29,-0.43,-0.53,0.69,157,-125,-196,733,-87,-178,54.64905074,-31.21345874,-92.27339181,17,-0.03,0.08,0.15,-52,88,-135,-557,287,22,0,0,0,49,0.75,2.54,1.15,-327,346,8,-701,464,615
"A",122,-43,170,17,0.13,0.11,-0.16,49,45,-156,165,616,-296,-103,60.6,-55.5,29,0,-0.24,0.49,-272,-69,-17,-307,250,609,56.91695859,-22.04037841,-95.01166895,20,-0.1,-0.22,-0.3,-43,106,-160,-521,350,-14,0,0,0,40,1.08,-1.24,0.26,-361,148,-1,-611,-55,363
"A",121,-43.1,170,17,0.11,0.11,-0.16,48,43,-154,163,613,-304,-92.9,57.4,-58.7,27,-0.13,-0.37,0.51,-259,-61,6,-255,223,642,57.32982195,-26.88969503,-92.23193079,18,0.05,-0.21,-0.18,-48,98,-144,-541,310,4,0,0,0,40,0.9,-0.08,0.3,-382,73,3,-523,-225,294
"A",122,-43.2,171,17,0.08,0.11,-0.18,47,45,-157,166,615,-301,-38.4,31.5,-7.43,15,-2.87,-0.27,0.66,-91,-104,55,480,-7,502,55.91093661,-19.57390353,-97.04066082,17,-0.06,0.18,0.11,-33,90,-140,-555,281,19,0,0,0,40,0.8,2.42,0.34,-359,150,-7,-624,-36,373
"A",124,-42.3,166,17,0.06,0.1,-0.21,49,44,-158,166,608,-304,-6.63,14.3,-135,29,0.34,-0.56,0.95,-273,-63,-23,-286,248,632,54.41488162,-23.65219739,-96.6416522,19,0.37,0.27,-0.08,-43,95,-151,-518,355,28,0,0,0,40,1.28,0.5,0.82,-13,387,-52,-48,728,447
"A",123,-42.4,167,17,0.13,0.11,-0.13,47,44,-155,159,611,-293,7.88,19.9,-139,29,0.4,-0.72,1.16,-277,-62,-33,-333,291,586,63.26528806,-18.52285077,-90.29393264,21,0.45,0.24,-0.2,-38,122,-162,-497,383,-10,0,0,0,38,0.87,0.63,0.39,16,373,-48,-46,721,460
"A",123,-42.6,167,17,0.13,0.11,-0.15,47,44,-158,164,603,-305,17.6,23.8,-139,30,0.13,-0.32,0.41,-285,-58,-36,-320,289,576,61.97384414,-16.12503847,-92.40362032,22,0.03,-0.16,-0.26,-34,123,-169,-494,379,5,0,0,0,39,0.87,0.56,0.44,15,376,-55,-41,720,458
"A",123,-42.6,167,17,0.11,0.11,-0.16,48,44,-154,159,609,-298,23.1,26.4,-138,29,0.21,-0.83,1.41,-279,-65,-32,-318,298,583,59.46119813,-25.69781396,-90.822299,20,-0.02,-0.34,-0.31,-49,108,-152,-519,340,10,0,0,0,38,0.93,0.53,0.44,9,369,-61,-42,717,456
"A",123,-42.6,167,17,0.11,0.11,-0.16,50,45,-157,163,610,-302,24.1,26.9,-138,29,0.21,-0.75,1.2,-276,-46,-27,-320,299,572,57.69696434,-26.0232283,-92.33813615,20,0.02,-0.35,-0.33,-50,106,-155,-531,338,19,0,0,0,38,0.93,0.59,0.46,7,368,-60,-36,721,461
"A",123,-42.7,167,17,0.11,0.11,-0.16,48,44,-157,162,614,-294,25.6,27.7,-137,28,0.19,-0.55,0.85,-273,-25,-34,-325,301,575,60.07520337,-24.2335091,-90.95624563,19,0.05,-0.39,-0.26,-45,106,-148,-534,329,17,0,0,0,39,0.9,0.59,0.49,11,375,-61,-41,720,461
"A",124,-42.9,167,17,0.13,0.11,-0.15,48,47,-156,171,606,-296,-22.3,12.6,-133,28,0.24,-0.5,0.75,-263,-69,-16,-271,223,631,51.04939277,-31.85716745,-95.16033492,16,0.06,0.29,0.05,-50,78,-130,-567,256,43,0,0,0,36,1.27,0.55,0.8,13,350,-46,-67,743,511
"A",124,-42.8,167,17,0.06,0.11,-0.2,43,48,-157,169,600,-294,-16.2,13,-134,28,0.32,-0.58,0.85,-267,-68,-10,-278,224,625,57.46059217,-29.98559956,-90.38556609,17,0.1,0.53,0.18,-50,92,-133,-546,308,38,0,0,0,42,1.32,0.63,0.8,-5,405,-67,-59,713,450
"A",124,-42.1,165,17,0.11,0.11,-0.18,50,42,-155,168,613,-299,-62.3,24.9,-126,27,0.51,-0.39,0.51,-255,-64,14,-140,169,668,51.01633301,-29.2435497,-96.7856197,17,0.1,0.02,0.13,-49,83,-140,-559,278,56,0,0,0,41,0.87,0.66,0.36,-13,398,-54,-88,720,425
"A",124,-42.1,165,17,0.13,0.11,-0.15,50,44,-155,167,610,-299,-61.9,24.5,-126,27,0.42,-0.43,0.46,-251,-70,18,-141,165,679,50.29519541,-32.31574849,-95.54757983,18,0.16,0.02,0.07,-56,85,-144,-569,275,58,0,0,0,40,0.88,0.61,0.3,-4,393,-52,-81,722,437
"A",124,-42.2,165,17,0.13,0.11,-0.16,47,46,-155,162,614,-297,-60.3,22.9,-126,25,0.4,-0.63,0.77,-237,-78,4,-150,153,665,38.42931997,-29.9462229,-107.349519,17,0.27,-0.11,0,-48,61,-143,-570,266,56,0,0,0,39,0.93,0.63,0.38,-3,382,-51,-83,731,440
"A",124,-42.3,165,17,0.11,0.11,-0.16,49,45,-155,165,611,-304,-59,22.1,-126,25,0.5,-0.69,0.9,-230,-80,10,-154,179,669,38.53216012,-29.74061217,-107.4020116,16,0.32,-0.11,-0.16,-46,59,-138,-570,257,55,0,0,0,40,0.93,0.64,0.39,2,385,-56,-75,720,437
"A",124,-42.4,165,17,0.1,0.13,-0.18,48,44,-155,167,609,-305,-52.4,18.8,-130,26,0.66,-0.87,1.23,-244,-69,1,-222,191,657,41.12953979,-29.79916308,-105.1783319,16,0.19,-0.13,-0.1,-47,64,-139,-583,238,33,0,0,0,38,0.82,0.79,0.2,8,368,-49,-65,723,465
"A",123,39.4,2.82,19,0.02,0.13,-0.18,-61,62,-163,7,585,-352,139,-28.2,118,32,0.22,-0.53,0.9,-297,-44,-72,-409,263,525,-79.32991694,-33.90380305,66.57493552,2,-0.06,0.16,0.02,-7,-15,13,-543,308,-111,-0.72,-2.57,-82.5,1,-0.03,0.06,-0.07,3,1,-9,73,605,440
"A",122,39.7,1.99,19,0.03,0.11,-0.16,-61,63,-167,11,589,-347,140,-28.6,118,32,0.26,-0.55,0.89,-297,-44,-74,-415,269,521,-77.94151146,-42.62388609,61.72916462,2,-0.06,0.13,-0.02,-10,-17,14,-539,308,-103,-0.85,-2.54,-82.5,1,-0.03,0.05,-0.05,6,-3,-7,73,604,450
"A",122,39.8,1.77,19,0.03,0.11,-0.15,-64,64,-168,13,580,-360,141,-28.8,118,31,0.27,-0.55,0.84,-295,-46,-73,-410,263,520,-74.92842973,-37.17659249,68.89243882,2,-0.06,0.14,-0.03,-8,-15,14,-542,306,-109,-0.97,-2.55,-82.5,1,-0.03,0.06,-0.05,5,-3,-7,65,606,446
"A",122,40.3,0.78,19,0.02,0.11,-0.15,-64,65,-167,6,584,-346,141,-29.4,117,31,0.24,-0.53,0.85,-295,-47,-72,-414,273,520,-84.78658406,-19.86379625,68.34470698,3,-0.06,0.13,-0.02,-5,-19,16,-548,305,-102,-1.06,-2.58,-82.5,1,-0.02,0.08,-0.03,4,0,-8,72,606,444
"A",121,40.5,0.06,19,0.02,0.11,-0.18,-64,63,-168,5,589,-347,142,-29.8,117,32,0.22,-0.56,0.89,-299,-43,-71,-421,274,517,-92.54269601,-19.13749922,60.72690303,3,-0.05,0.13,-0.08,-5,-21,15,-544,306,-99,-1.11,-2.43,-82.5,1,-0.03,0.06,-0.03,4,-1,-7,70,604,445
"A",121,40.9,-0.65,19,0.03,0.11,-0.16,-63,64,-167,0,590,-361,143,-29.9,117,32,0.19,-0.56,0.94,-299,-45,-79,-410,278,526,-78.05624981,-26.70422682,72.0418501,2,-0.05,0.14,-0.07,-6,-16,15,-552,302,-98,-0.93,-2.34,-82.6,1,-0.02,0.06,-0.05,5,1,-7,70,609,451
"A",121,41,-0.87,20,0.05,0.11,-0.16,-63,65,-170,0,588,-360,143,-30,117,32,0.24,-0.53,0.82,-300,-43,-80,-414,270,516,-74.16704288,-30.00209613,74.16704288,2,-0.03,0.14,-0.07,-7,-16,16,-547,307,-100,-0.9,-2.28,-82.6,1,-0.02,0.06,-0.05,3,2,-9,70,607,458
"A",120,41.1,-1.27,19,0.08,0.11,-0.16,-63,62,-168,-2,575,-344,142,-31.4,116,33,0.43,-0.45,0.57,-307,-45,-81,-418,273,525,-87.67400783,-20.36838047,65.20725718,3,-0.05,0.16,-0.05,-5,-19,15,-548,305,-104,-1.02,-2.18,-82.6,1,-0.03,0.06,-0.11,4,-3,-8,69,608,456
"A",121,41.2,-1.37,19,0.11,0.11,-0.15,-64,64,-168,-8,582,-359,140,-35.9,116,32,0.42,-0.67,0.97,-303,-55,-60,-440,257,521,-65.8051804,-20.52979648,87.02200105,2,-0.13,0.21,0.16,-4,-12,15,-538,306,-102,-0.67,-1.83,-82.6,1,0,0.1,-0.03,5,1,-5,66,605,448
"A",121,41.2,-1.37,19,0.1,0.11,-0.15,-65,64,-167,-6,586,-362,140,-36,117,32,0.21,-0.64,0.98,-301,-51,-69,-442,252,512,-86.54498658,-43.20825274,51.77215209,3,-0.13,0.22,0.18,-11,-20,13,-541,316,-100,-0.66,-1.75,-82.5,1,-0.02,0.1,-0.05,3,0,-5,63,606,455
"A",121,41.2,-1.44,20,0.08,0.11,-0.15,-66,65,-171,-9,582,-346,141,-35.7,116,32,0.06,-0.64,1.1,-301,-50,-72,-436,257,514,-94.8,-18.6,58.7,3,-0.1,0.22,0.1,-5,-22,15,-536,310,-103,-0.7,-1.7,-82.4,1,-0.02,0.08,-0.05,1,-1,-6,69,600,461
"A",108,33.1,-15.1,16,0.08,0,-0.23,-37,59,-145,40,615,-321,146,-41,111,32,0.26,-0.53,0.74,-304,-42,-74,-437,270,499,-40.46034562,-24.85862532,108.8047229,2,-0.05,0.16,-0.07,-5,-8,18,-552,301,-86,-0.79,-1.93,-82.2,0,-0.03,0.06,-0.03,3,0,-3,69,603,453
"A",113,35.9,-11.6,20,0.05,-0.02,-0.05,-62,66,-175,1,602,-348,151,-42.1,107,32,0.31,-0.45,0.64,-301,-44,-77,-431,291,500,-90.60021888,-20.67863433,62.08515699,3,-0.11,0.16,0.11,-6,-23,17,-545,304,-95,-0.45,-1.8,-82,1,-0.02,0.03,-0.05,1,-5,-2,68,610,451
"A",115,36.5,-11.3,20,0.06,0.1,-0.03,-52,56,-179,-6,601,-344,150,-42.8,106,32,0.27,-0.48,0.69,-300,-47,-73,-422,285,507,-79.9685822,-36.67340591,64.05223127,3,-0.06,0.18,0.05,-9,-18,15,-543,303,-92,-0.67,-1.79,-82,1,-0.03,0.06,0.03,2,-5,-4,69,604,451
"A",115,36.4,-11.2,20,0.08,0.14,-0.03,-52,57,-181,-2,596,-353,150,-42.9,106,32,0.26,-0.5,0.72,-300,-48,-74,-420,294,512,-88.17020743,-28.83341748,60.49380542,3,-0.06,0.18,0.05,-7,-19,14,-546,309,-91,-0.65,-1.77,-82,1,-0.03,0.06,0.05,3,-5,-3,74,598,444
"A",115,33.7,-11.8,18,0.14,0.26,-0.46,-13,76,-159,16,601,-362,151,-43.7,105,32,0.24,-0.5,0.79,-301,-45,-76,-417,282,504,-69.30872098,-35.12068411,75.88155941,2,-0.06,0.21,0.1,-7,-13,14,-537,314,-96,-0.12,-2.03,-81.8,1,-0.08,0.1,0,3,4,-10,80,596,429
"A",114,32.8,-11.7,17,0.24,0.27,-0.43,-34,51,-160,22,598,-353,151,-44.1,105,32,0.27,-0.48,0.74,-300,-45,-76,-422,280,499,-81.08637169,-25.8717411,69.39805949,2,-0.06,0.18,0.07,-6,-17,15,-540,305,-99,0.01,-2.19,-81.7,1,-0.1,0.08,-0.05,5,5,-5,73,605,435
"A",112,32,-11.6,17,0.08,0.18,-0.16,-33,52,-158,40,612,-328,151,-45.3,103,32,0.26,-0.5,0.8,-299,-45,-74,-417,280,501,-90.67408017,-27.92395466,58.38610424,3,-0.08,0.18,0.1,-7,-20,14,-541,311,-101,-0.37,-2.62,-81.9,1,-0.06,0.05,0,2,-1,-6,75,598,430
"A",112,31.1,-13.1,18,0.13,0.11,-0.16,-26,65,-157,31,595,-341,154,-49.1,98.5,32,0.27,-0.5,0.77,-299,-45,-78,-421,285,505,-68.24626405,-37.67623417,75.22246596,2,-0.06,0.19,0.05,-7,-12,13,-535,314,-111,-3.94,-4.29,-83,1,0.02,0.13,0.21,5,2,-10,66,608,462
"A",112,30.8,-12.6,18,0.16,0.08,-0.16,-29,63,-159,39,612,-335,154,-49.9,97.6,32,0.27,-0.5,0.77,-299,-47,-74,-417,289,522,-42.99704408,-49.65477659,88.5353386,2,-0.11,0.19,0.15,-8,-7,13,-531,315,-98,-1.98,-3.67,-83.2,1,0.02,0.03,-0.07,6,5,-10,64,600,464
"A",113,30.6,-12.2,18,0.14,0.1,-0.18,-30,62,-159,34,600,-338,155,-50.5,96.7,32,0.26,-0.5,0.79,-299,-43,-75,-421,282,508,-29.33465887,-41.67824656,105.0098833,2,-0.19,0.1,0.3,-7,-5,15,-541,318,-113,-2.12,-3.38,-83.5,1,0.03,0.06,-0.03,6,-12,-6,62,608,460
"A",113,30.4,-12.1,18,0.1,0.11,-0.18,-29,65,-160,29,607,-340,156,-51.9,94.9,32,0.27,-0.51,0.8,-301,-44,-76,-422,278,508,-54.96215215,-30.72321655,92.27974045,4,-0.18,0.18,0.13,-11,-19,29,-547,298,-116,0.01,-1.77,-82.7,1,0.1,0.1,0.26,2,9,-4,75,596,430
"A",113,30,-12,18,0.1,0.13,-0.16,-28,63,-159,41,609,-326,157,-53.3,92.7,32,0.27,-0.5,0.77,-300,-45,-78,-425,296,502,-78.5138153,-25.35516304,72.25704533,4,-0.19,0.05,0.57,-11,-31,29,-543,295,-109,0.97,-0.75,-82.5,1,-0.05,0.06,-0.08,0,-2,-5,73,599,440
"A",113,30,-12,18,0.1,0.13,-0.18,-30,65,-158,27,601,-334,157,-53.4,92.5,32,0.27,-0.5,0.79,-299,-44,-80,-422,292,506,-75.54493299,-29.82368611,72.88695274,5,-0.16,0.1,0.56,-15,-35,34,-550,297,-112,0.86,-0.77,-82.5,1,-0.06,0.06,-0.07,1,-2,-5,68,602,442
"A",112,29.9,-12.7,18,0.06,0.1,-0.18,-28,61,-158,30,603,-334,158,-55,90.1,32,0.26,-0.5,0.79,-299,-46,-76,-420,284,516,-92.83010072,-22.01195515,59.19690153,4,0.02,0.16,0,-9,-33,23,-550,304,-146,0.28,-1.62,-82.1,1,-0.06,0.08,-0.13,5,1,-4,73,604,440
