"Year","Month","Make","Quantity","Pct"
2008,10,"BMW",395,4.7
2008,10,"Nissan",346,4.1
2008,10,"Skoda",283,3.4
2008,10,"Mazda",275,3.3
2008,10,"Mercedes-Benz",260,3.1
2008,10,"Subaru",245,2.9
2008,10,"Opel",241,2.9
2008,10,"Suzuki",231,2.8
2008,10,"Mitsubishi",214,2.6
2008,10,"Honda",214,2.6
2008,10,"Hyundai",146,1.7
2008,10,"Citroen",142,1.7
2008,10,"Saab",116,1.4
2008,10,"Kia",76,0.9
2008,10,"Fiat",61,0.7
2008,10,"Renault",54,0.6
2008,10,"MINI",37,0.4
2008,10,"Chevrolet",26,0.3
2008,10,"Dodge",25,0.3
2008,10,"Lexus",19,0.2
2008,10,"Chrysler",18,0.2
2008,10,"Land Rover",17,0.2
2008,10,"Daihatsu",15,0.2
2008,10,"Jeep",10,0.1
2008,10,"Porsche",10,0.1
2008,10,"Alfa Romeo",9,0.1
2008,10,"Jaguar",7,0.1
2008,10,"Smart",3,0
2008,10,"Ssangyong",3,0
2008,10,"Iveco",2,0
2008,10,"Lancia",1,0
2008,11,"Volkswagen",1306,18.8
2008,11,"Toyota",760,10.9
2008,11,"Ford",639,9.2
2008,11,"Audi",522,7.5
2008,11,"Volvo",478,6.9
2008,11,"Peugeot",333,4.8
2008,11,"Mercedes-Benz",302,4.3
2008,11,"Nissan",293,4.2
2008,11,"BMW",262,3.8
2008,11,"Subaru",255,3.7
2008,11,"Skoda",252,3.6
2008,11,"Opel",230,3.3
2008,11,"Honda",211,3
2008,11,"Mazda",209,3
2008,11,"Mitsubishi",206,3
2008,11,"Suzuki",160,2.3
2008,11,"Hyundai",120,1.7
2008,11,"Citroen",108,1.6
2008,11,"Saab",65,0.9
2008,11,"Kia",54,0.8
2008,11,"Fiat",42,0.6
2008,11,"Dodge",27,0.4
2008,11,"Renault",24,0.3
2008,11,"Chevrolet",18,0.3
2008,11,"MINI",12,0.2
2008,11,"Think",11,0.2
2008,11,"Land Rover",10,0.1
2008,11,"Jeep",9,0.1
2008,11,"Daihatsu",8,0.1
2008,11,"Alfa Romeo",7,0.1
2008,11,"Lexus",5,0.1
2008,11,"Chrysler",4,0.1
2008,11,"Jaguar",3,0
2008,11,"Smart",2,0
2008,11,"Porsche",2,0
2008,11,"Isuzu",1,0
2008,11,"Ferrari",1,0
2008,11,"Lancia",1,0
2008,12,"Volkswagen",1256,16.1
2008,12,"Toyota",876,11.2
2008,12,"Ford",848,10.8
2008,12,"Volvo",714,9.1
2008,12,"Audi",625,8
2008,12,"BMW",423,5.4
2008,12,"Honda",340,4.3
2008,12,"Skoda",317,4.1
2008,12,"Subaru",315,4
2008,12,"Mercedes-Benz",294,3.8
2008,12,"Nissan",259,3.3
2008,12,"Mitsubishi",237,3
2008,12,"Suzuki",181,2.3
2008,12,"Opel",179,2.3
2008,12,"Mazda",175,2.2
2008,12,"Peugeot",173,2.2
2008,12,"Citroen",119,1.5
2008,12,"Saab",92,1.2
2008,12,"Hyundai",91,1.2
2008,12,"Think",66,0.8
2008,12,"Fiat",45,0.6
2008,12,"Renault",39,0.5
2008,12,"Kia",27,0.3
2008,12,"Dodge",25,0.3
2008,12,"Land Rover",14,0.2
2008,12,"MINI",10,0.1
2008,12,"Chevrolet",10,0.1
2008,12,"Jeep",10,0.1
2008,12,"Iveco",10,0.1
2008,12,"Jaguar",8,0.1
2008,12,"Lexus",7,0.1
2008,12,"Alfa Romeo",7,0.1
2008,12,"Smart",7,0.1
2008,12,"Porsche",6,0.1
2008,12,"Daihatsu",4,0.1
2008,12,"Chrysler",4,0.1
2008,12,"Nilsson",2,0
2008,12,"Lancia",2,0
2008,12,"Ferrari",1,0
2008,12,"Lamborghini",1,0
2009,1,"Toyota",946,17.7
2009,1,"Volkswagen",725,13.5
2009,1,"Ford",533,10
2009,1,"Volvo",347,6.5
2009,1,"Peugeot",320,6
2009,1,"Opel",303,5.7
2009,1,"Audi",221,4.1
2009,1,"Hyundai",202,3.8
2009,1,"Nissan",197,3.7
2009,1,"Skoda",192,3.6
2009,1,"Mazda",182,3.4
2009,1,"Subaru",164,3.1
2009,1,"BMW",159,3
2009,1,"Mercedes-Benz",144,2.7
2009,1,"Suzuki",139,2.6
2009,1,"Honda",138,2.6
2009,1,"Mitsubishi",126,2.4
2009,1,"Citroen",97,1.8
2009,1,"Saab",36,0.7
2009,1,"Fiat",34,0.6
2009,1,"Kia",31,0.6
2009,1,"Renault",28,0.5
2009,1,"MINI",17,0.3
2009,1,"Dodge",14,0.3
2009,1,"Smart",12,0.2
2009,1,"Lexus",10,0.2
2009,1,"Daihatsu",7,0.1
2009,1,"Jeep",7,0.1
2009,1,"Alfa Romeo",6,0.1
2009,1,"Chevrolet",4,0.1
2009,1,"Land Rover",4,0.1
2009,1,"Nilsson",3,0.1
2009,1,"Jaguar",2,0
2009,1,"Chrysler",1,0
2009,1,"Morgan",1,0
2009,1,"Ssangyong",1,0
2009,2,"Volkswagen",921,14.6
2009,2,"Toyota",893,14.2
2009,2,"Ford",527,8.4
2009,2,"Audi",325,5.2
2009,2,"Volvo",309,4.9
2009,2,"Honda",303,4.8
2009,2,"Skoda",292,4.6
2009,2,"BMW",292,4.6
2009,2,"Peugeot",291,4.6
2009,2,"Opel",247,3.9
2009,2,"Mazda",246,3.9
2009,2,"Nissan",243,3.9
2009,2,"Hyundai",208,3.3
2009,2,"Mitsubishi",208,3.3
2009,2,"Subaru",202,3.2
2009,2,"Mercedes-Benz",140,2.2
2009,2,"Suzuki",130,2.1
2009,2,"Citroen",123,2
2009,2,"Renault",82,1.3
2009,2,"Saab",48,0.8
2009,2,"Kia",46,0.7
2009,2,"Fiat",40,0.6
2009,2,"Lexus",40,0.6
2009,2,"Think",29,0.5
2009,2,"Dodge",20,0.3
2009,2,"Chevrolet",18,0.3
2009,2,"Land Rover",18,0.3
2009,2,"MINI",11,0.2
2009,2,"Jeep",6,0.1
2009,2,"Chrysler",6,0.1
2009,2,"Smart",5,0.1
2009,2,"Isuzu",5,0.1
2009,2,"Nilsson",4,0.1
2009,2,"Jaguar",4,0.1
2009,2,"Daihatsu",3,0
2009,2,"Alfa Romeo",2,0
2009,3,"Toyota",1021,13.4
2009,3,"Volkswagen",909,12
2009,3,"Ford",698,9.2
2009,3,"Honda",454,6
2009,3,"Mazda",450,5.9
2009,3,"Opel",381,5
2009,3,"Peugeot",361,4.7
2009,3,"Skoda",337,4.4
2009,3,"Volvo",332,4.4
2009,3,"BMW",330,4.3
2009,3,"Audi",323,4.2
2009,3,"Hyundai",317,4.2
2009,3,"Mitsubishi",276,3.6
2009,3,"Nissan",271,3.6
2009,3,"Mercedes-Benz",248,3.3
2009,3,"Subaru",247,3.2
2009,3,"Citroen",179,2.4
2009,3,"Suzuki",120,1.6
2009,3,"Renault",63,0.8
2009,3,"Kia",60,0.8
2009,3,"Fiat",46,0.6
2009,3,"Saab",34,0.4
2009,3,"Think",29,0.4
2009,3,"Jeep",27,0.4
2009,3,"Chevrolet",13,0.2
2009,3,"Dodge",12,0.2
2009,3,"MINI",12,0.2
2009,3,"Land Rover",12,0.2
2009,3,"Lexus",10,0.1
2009,3,"Alfa Romeo",9,0.1
2009,3,"Daihatsu",6,0.1
2009,3,"Nilsson",4,0.1
2009,3,"Smart",2,0
2009,3,"Chrysler",2,0
2009,3,"Jaguar",2,0
2009,3,"Porsche",2,0
2009,3,"Morgan",1,0
2009,3,"Cadillac",1,0
2009,4,"Volkswagen",1207,16.1
2009,4,"Toyota",993,13.2
2009,4,"Ford",608,8.1
2009,4,"Peugeot",479,6.4
2009,4,"Volvo",434,5.8
2009,4,"Skoda",406,5.4
2009,4,"Audi",389,5.2
2009,4,"Opel",370,4.9
2009,4,"Honda",328,4.4
2009,4,"BMW",278,3.7
2009,4,"Nissan",266,3.5
2009,4,"Hyundai",244,3.3
2009,4,"Mercedes-Benz",215,2.9
2009,4,"Mazda",214,2.9
2009,4,"Subaru",190,2.5
2009,4,"Citroen",180,2.4
2009,4,"Mitsubishi",170,2.3
2009,4,"Suzuki",164,2.2
2009,4,"Renault",89,1.2
2009,4,"Fiat",49,0.7
2009,4,"Kia",34,0.5
2009,4,"Saab",32,0.4
2009,4,"MINI",30,0.4
2009,4,"Dodge",27,0.4
2009,4,"Chevrolet",18,0.2
2009,4,"Think",14,0.2
2009,4,"Jeep",14,0.2
2009,4,"Land Rover",14,0.2
2009,4,"Lexus",11,0.1
2009,4,"Jaguar",11,0.1
2009,4,"Smart",10,0.1
2009,4,"Daihatsu",4,0.1
2009,4,"Alfa Romeo",3,0
2009,4,"Morgan",3,0
2009,4,"Chrysler",2,0
2009,4,"Nilsson",1,0
2009,4,"Porsche",1,0
2009,4,"Cadillac",1,0
2009,4,"Ssangyong",1,0
2009,5,"Volkswagen",1094,14.7
2009,5,"Toyota",1056,14.2
2009,5,"Ford",661,8.9
2009,5,"Opel",426,5.7
2009,5,"Skoda",425,5.7
2009,5,"Audi",416,5.6
2009,5,"BMW",389,5.2
2009,5,"Volvo",379,5.1
2009,5,"Peugeot",339,4.6
2009,5,"Mercedes-Benz",279,3.8
2009,5,"Honda",271,3.7
2009,5,"Hyundai",257,3.5
2009,5,"Nissan",235,3.2
2009,5,"Subaru",218,2.9
2009,5,"Citroen",171,2.3
2009,5,"Mazda",142,1.9
2009,5,"Mitsubishi",138,1.9
2009,5,"Suzuki",124,1.7
2009,5,"Fiat",116,1.6
2009,5,"Renault",56,0.8
2009,5,"Kia",47,0.6
2009,5,"Saab",42,0.6
2009,5,"MINI",29,0.4
2009,5,"Dodge",23,0.3
2009,5,"Chevrolet",20,0.3
2009,5,"Jeep",15,0.2
2009,5,"Lexus",13,0.2
2009,5,"Smart",8,0.1
2009,5,"Land Rover",7,0.1
2009,5,"Alfa Romeo",7,0.1
2009,5,"Porsche",6,0.1
2009,5,"Nilsson",3,0
2009,5,"Daihatsu",2,0
2009,5,"Jaguar",2,0
2009,5,"Chrysler",2,0
2009,5,"Think",1,0
2009,5,"Isuzu",1,0
2009,5,"Ssangyong",1,0
2009,6,"Volkswagen",965,12.7
2009,6,"Toyota",888,11.7
2009,6,"Ford",845,11.1
2009,6,"Volvo",590,7.8
2009,6,"Audi",488,6.4
2009,6,"Opel",432,5.7
2009,6,"BMW",383,5.1
2009,6,"Mercedes-Benz",322,4.2
2009,6,"Mazda",314,4.1
2009,6,"Peugeot",308,4.1
2009,6,"Skoda",280,3.7
2009,6,"Nissan",267,3.5
2009,6,"Hyundai",257,3.4
2009,6,"Subaru",229,3
2009,6,"Honda",226,3
2009,6,"Citroen",172,2.3
2009,6,"Mitsubishi",147,1.9
2009,6,"Suzuki",119,1.6
2009,6,"Fiat",83,1.1
2009,6,"Renault",61,0.8
2009,6,"Kia",51,0.7
2009,6,"Saab",30,0.4
2009,6,"MINI",25,0.3
2009,6,"Dodge",24,0.3
2009,6,"Chevrolet",15,0.2
2009,6,"Jeep",9,0.1
2009,6,"Alfa Romeo",7,0.1
2009,6,"Jaguar",7,0.1
2009,6,"Lexus",6,0.1
2009,6,"Smart",6,0.1
2009,6,"Nilsson",6,0.1
2009,6,"Chrysler",5,0.1
2009,6,"Porsche",5,0.1
2009,6,"Daihatsu",4,0.1
2009,6,"Think",2,0
2009,6,"Land Rover",2,0
2009,6,"Ferrari",1,0
2009,7,"Volkswagen",1356,14.4
2009,7,"Toyota",1353,14.4
2009,7,"Volvo",900,9.6
2009,7,"Ford",824,8.8
2009,7,"Audi",593,6.3
2009,7,"Opel",424,4.5
2009,7,"Mercedes-Benz",414,4.4
2009,7,"Nissan",413,4.4
2009,7,"Peugeot",408,4.3
2009,7,"BMW",378,4
2009,7,"Hyundai",360,3.8
2009,7,"Honda",327,3.5
2009,7,"Skoda",313,3.3
2009,7,"Mazda",238,2.5
2009,7,"Mitsubishi",193,2.1
2009,7,"Suzuki",171,1.8
2009,7,"Subaru",158,1.7
2009,7,"Citroen",150,1.6
2009,7,"Fiat",121,1.3
2009,7,"Kia",65,0.7
2009,7,"MINI",46,0.5
2009,7,"Renault",35,0.4
2009,7,"Saab",33,0.4
2009,7,"Chevrolet",25,0.3
2009,7,"Dodge",24,0.3
2009,7,"Lexus",12,0.1
2009,7,"Smart",12,0.1
2009,7,"Jeep",11,0.1
2009,7,"Land Rover",8,0.1
2009,7,"Jaguar",7,0.1
2009,7,"Think",6,0.1
2009,7,"Alfa Romeo",5,0.1
2009,7,"Daihatsu",3,0
2009,7,"Porsche",3,0
2009,7,"Morgan",2,0
2009,7,"Chrysler",1,0
2009,7,"Isuzu",1,0
2009,7,"Ferrari",1,0
2009,8,"Toyota",1482,18.6
2009,8,"Volkswagen",1174,14.7
2009,8,"Ford",552,6.9
2009,8,"Audi",513,6.4
2009,8,"Nissan",413,5.2
2009,8,"BMW",377,4.7
2009,8,"Mercedes-Benz",364,4.6
2009,8,"Peugeot",359,4.5
2009,8,"Volvo",321,4
2009,8,"Hyundai",303,3.8
2009,8,"Skoda",302,3.8
2009,8,"Mitsubishi",277,3.5
2009,8,"Opel",264,3.3
2009,8,"Mazda",225,2.8
2009,8,"Honda",215,2.7
2009,8,"Citroen",189,2.4
2009,8,"Subaru",147,1.8
2009,8,"Suzuki",137,1.7
2009,8,"Fiat",97,1.2
2009,8,"Kia",50,0.6
2009,8,"Renault",43,0.5
2009,8,"Lexus",26,0.3
2009,8,"Saab",24,0.3
2009,8,"MINI",24,0.3
2009,8,"Chevrolet",21,0.3
2009,8,"Dodge",15,0.2
2009,8,"Jeep",13,0.2
2009,8,"Think",8,0.1
2009,8,"Land Rover",8,0.1
2009,8,"Alfa Romeo",7,0.1
2009,8,"Smart",6,0.1
2009,8,"Porsche",4,0.1
2009,8,"Jaguar",2,0
2009,8,"Daihatsu",2,0
2009,8,"Ferrari",2,0
2009,8,"Chrysler",1,0
2009,9,"Toyota",1697,17.8
2009,9,"Volkswagen",1358,14.2
2009,9,"Ford",956,10
2009,9,"Volvo",767,8
2009,9,"BMW",447,4.7
2009,9,"Audi",422,4.4
2009,9,"Nissan",406,4.3
2009,9,"Mercedes-Benz",372,3.9
2009,9,"Peugeot",370,3.9
2009,9,"Skoda",342,3.6
2009,9,"Mazda",337,3.5
2009,9,"Opel",284,3
2009,9,"Hyundai",283,3
2009,9,"Mitsubishi",273,2.9
2009,9,"Subaru",266,2.8
2009,9,"Honda",227,2.4
2009,9,"Suzuki",219,2.3
2009,9,"Fiat",134,1.4
2009,9,"Citroen",119,1.2
2009,9,"Renault",45,0.5
2009,9,"Kia",41,0.4
2009,9,"MINI",33,0.3
2009,9,"Dodge",26,0.3
2009,9,"Saab",21,0.2
2009,9,"Chevrolet",14,0.1
2009,9,"Jeep",13,0.1
2009,9,"Lexus",12,0.1
2009,9,"Land Rover",11,0.1
2009,9,"Smart",9,0.1
2009,9,"Jaguar",7,0.1
2009,9,"Porsche",5,0.1
2009,9,NA,4,0
2009,9,"Daihatsu",3,0
2009,9,"Chrysler",3,0
2009,9,"Alfa Romeo",1,0
2009,9,"Nilsson",1,0
2009,9,"Ssangyong",1,0
2009,9,"Seat",1,0
2009,10,"Toyota",1709,16.8
2009,10,"Volkswagen",1458,14.3
2009,10,"Ford",1045,10.3
2009,10,"Volvo",765,7.5
2009,10,"Peugeot",590,5.8
2009,10,"Audi",510,5
2009,10,"Skoda",463,4.5
2009,10,"BMW",450,4.4
2009,10,"Mercedes-Benz",434,4.3
2009,10,"Nissan",399,3.9
2009,10,"Opel",360,3.5
2009,10,"Hyundai",354,3.5
2009,10,"Honda",282,2.8
2009,10,"Subaru",221,2.2
2009,10,"Citroen",203,2
2009,10,"Mazda",196,1.9
2009,10,"Suzuki",155,1.5
2009,10,"Mitsubishi",127,1.2
2009,10,"Kia",104,1
2009,10,"Fiat",103,1
2009,10,"Renault",68,0.7
2009,10,"Saab",62,0.6
2009,10,"MINI",33,0.3
2009,10,"Jeep",17,0.2
2009,10,"Dodge",15,0.1
2009,10,"Lexus",15,0.1
2009,10,"Chevrolet",10,0.1
2009,10,"Jaguar",7,0.1
2009,10,"Land Rover",6,0.1
2009,10,"Porsche",5,0
2009,10,"Daihatsu",4,0
2009,10,NA,4,0
2009,10,"Tesla",4,0
2009,10,"Smart",3,0
2009,10,"Lancia",2,0
2009,10,"Chrysler",1,0
2009,10,"Ssangyong",1,0
2009,10,"Cadillac",1,0
2009,10,"Iveco",1,0
2009,11,"Volkswagen",1529,15.9
2009,11,"Toyota",1450,15.1
2009,11,"Ford",1142,11.9
2009,11,"Volvo",956,10
2009,11,"Audi",549,5.7
2009,11,"BMW",424,4.4
2009,11,"Skoda",408,4.3
2009,11,"Peugeot",403,4.2
2009,11,"Nissan",373,3.9
2009,11,"Mercedes-Benz",352,3.7
2009,11,"Subaru",291,3
2009,11,"Opel",245,2.6
2009,11,"Mazda",227,2.4
2009,11,"Hyundai",218,2.3
2009,11,"Mitsubishi",213,2.2
2009,11,"Suzuki",174,1.8
2009,11,"Citroen",162,1.7
2009,11,"Honda",114,1.2
2009,11,"Fiat",98,1
2009,11,"Kia",59,0.6
2009,11,"Renault",56,0.6
2009,11,"Saab",32,0.3
2009,11,"Chevrolet",25,0.3
2009,11,"MINI",21,0.2
2009,11,"Dodge",17,0.2
2009,11,"Lexus",16,0.2
2009,11,"Jeep",13,0.1
2009,11,"Jaguar",13,0.1
2009,11,"Land Rover",9,0.1
2009,11,"Porsche",5,0.1
2009,11,"Alfa Romeo",4,0
2009,11,"Smart",2,0
2009,12,"Volkswagen",1571,15.3
2009,12,"Ford",1413,13.8
2009,12,"Volvo",1217,11.9
2009,12,"Toyota",1117,10.9
2009,12,"Audi",677,6.6
2009,12,"BMW",551,5.4
2009,12,"Mercedes-Benz",493,4.8
2009,12,"Skoda",446,4.4
2009,12,"Mitsubishi",394,3.8
2009,12,"Subaru",335,3.3
2009,12,"Nissan",296,2.9
2009,12,"Opel",256,2.5
2009,12,"Mazda",252,2.5
2009,12,"Citroen",235,2.3
2009,12,"Suzuki",180,1.8
2009,12,"Honda",174,1.7
2009,12,"Peugeot",173,1.7
2009,12,"Hyundai",136,1.3
2009,12,"Renault",53,0.5
2009,12,"Fiat",48,0.5
2009,12,"Kia",43,0.4
2009,12,"Chevrolet",39,0.4
2009,12,"Land Rover",28,0.3
2009,12,"Saab",26,0.3
2009,12,"Dodge",23,0.2
2009,12,"MINI",20,0.2
2009,12,"Jeep",15,0.1
2009,12,"Jaguar",10,0.1
2009,12,"Porsche",9,0.1
2009,12,"Chrysler",5,0
2009,12,"Lexus",4,0
2009,12,"Think",4,0
2009,12,"Ssangyong",3,0
2009,12,"Smart",2,0
2009,12,"Tesla",1,0
2009,12,"Lancia",1,0
2010,1,"Toyota",1894,19.5
2010,1,"Volkswagen",1524,15.7
2010,1,"Ford",849,8.8
2010,1,"Peugeot",842,8.7
2010,1,"Volvo",652,6.7
2010,1,"Skoda",442,4.6
2010,1,"Audi",432,4.5
2010,1,"Nissan",342,3.5
2010,1,"Mercedes-Benz",328,3.4
2010,1,"Opel",315,3.2
2010,1,"Suzuki",303,3.1
2010,1,"BMW",260,2.7
2010,1,"Hyundai",242,2.5
2010,1,"Citroen",206,2.1
2010,1,"Mazda",187,1.9
2010,1,"Subaru",161,1.7
2010,1,"Honda",127,1.3
2010,1,"Mitsubishi",126,1.3
2010,1,"Fiat",107,1.1
2010,1,"Kia",94,1
2010,1,"Renault",88,0.9
2010,1,"Alfa Romeo",63,0.6
2010,1,"Lexus",29,0.3
2010,1,"MINI",22,0.2
2010,1,"Saab",20,0.2
2010,1,"Dodge",15,0.2
2010,1,"Chevrolet",6,0.1
2010,1,"Jaguar",5,0.1
2010,1,"Jeep",4,0
2010,1,"Land Rover",3,0
2010,1,"Smart",3,0
2010,1,"Daihatsu",2,0
2010,1,"Cadillac",1,0
2010,1,"Chrysler",1,0
2010,1,"Lancia",1,0
2010,1,"Porsche",1,0
2010,2,"Volkswagen",1411,15.5
2010,2,"Toyota",1287,14.2
2010,2,"Volvo",842,9.3
2010,2,"Ford",602,6.6
2010,2,"Skoda",554,6.1
2010,2,"Peugeot",500,5.5
2010,2,"BMW",416,4.6
2010,2,"Audi",411,4.5
2010,2,"Mercedes-Benz",342,3.8
2010,2,"Nissan",332,3.7
2010,2,"Mitsubishi",308,3.4
2010,2,"Opel",283,3.1
2010,2,"Suzuki",264,2.9
2010,2,"Hyundai",263,2.9
2010,2,"Subaru",244,2.7
2010,2,"Honda",200,2.2
2010,2,"Citroen",196,2.2
2010,2,"Mazda",193,2.1
2010,2,"Fiat",116,1.3
2010,2,"Kia",96,1.1
2010,2,"Renault",67,0.7
2010,2,"Alfa Romeo",49,0.5
2010,2,"MINI",32,0.4
2010,2,"Saab",23,0.3
2010,2,"Dodge",15,0.2
2010,2,"Lexus",10,0.1
2010,2,"Land Rover",8,0.1
2010,2,"Daihatsu",7,0.1
2010,2,"Jaguar",5,0.1
2010,2,"Jeep",5,0.1
2010,2,"Smart",5,0.1
2010,2,"Porsche",4,0
2010,2,"Chevrolet",2,0
2010,2,"Iveco",1,0
2010,2,"Think",1,0
2010,3,"Volkswagen",1585,13.8
2010,3,"Toyota",1474,12.8
2010,3,"Ford",989,8.6
2010,3,"Volvo",936,8.1
2010,3,"Peugeot",704,6.1
2010,3,"Audi",587,5.1
2010,3,"Skoda",566,4.9
2010,3,"Opel",501,4.4
2010,3,"Hyundai",493,4.3
2010,3,"Nissan",476,4.1
2010,3,"BMW",453,3.9
2010,3,"Mazda",423,3.7
2010,3,"Mercedes-Benz",361,3.1
2010,3,"Mitsubishi",336,2.9
2010,3,"Citroen",287,2.5
2010,3,"Subaru",270,2.4
2010,3,"Honda",260,2.3
2010,3,"Suzuki",195,1.7
2010,3,"Fiat",161,1.4
2010,3,"Kia",153,1.3
2010,3,"Renault",67,0.6
2010,3,"MINI",49,0.4
2010,3,"Alfa Romeo",47,0.4
2010,3,"Think",39,0.3
2010,3,"Lexus",17,0.1
2010,3,"Saab",14,0.1
2010,3,"Daihatsu",11,0.1
2010,3,"Land Rover",9,0.1
2010,3,"Dodge",7,0.1
2010,3,"Porsche",6,0.1
2010,3,"Jeep",3,0
2010,3,"Chevrolet",2,0
2010,3,"Smart",1,0
2010,3,"Cadillac",1,0
2010,3,"Morgan",1,0
2010,3,"Tata",1,0
2010,3,"Tesla",1,0
2010,4,"Volkswagen",1906,17.9
2010,4,"Toyota",1280,12
2010,4,"Volvo",868,8.1
2010,4,"Audi",774,7.2
2010,4,"Peugeot",628,5.9
2010,4,"Skoda",612,5.7
2010,4,"Ford",567,5.3
2010,4,"Nissan",471,4.4
2010,4,"BMW",413,3.9
2010,4,"Opel",404,3.8
2010,4,"Hyundai",365,3.4
2010,4,"Mitsubishi",356,3.3
2010,4,"Mercedes-Benz",347,3.2
2010,4,"Suzuki",278,2.6
2010,4,"Subaru",275,2.6
2010,4,"Honda",233,2.2
2010,4,"Citroen",218,2
2010,4,"Mazda",212,2
2010,4,"Kia",117,1.1
2010,4,"Renault",92,0.9
2010,4,"Fiat",84,0.8
2010,4,"Think",40,0.4
2010,4,"MINI",27,0.3
2010,4,"Lexus",24,0.2
2010,4,"Saab",17,0.2
2010,4,"Alfa Romeo",15,0.1
2010,4,"Daihatsu",12,0.1
2010,4,"Land Rover",12,0.1
2010,4,"Dodge",8,0.1
2010,4,"Morgan",4,0
2010,4,"Jeep",3,0
2010,4,"Porsche",3,0
2010,4,"Chevrolet",3,0
2010,4,"Jaguar",3,0
2010,4,"Tesla",2,0
2010,4,"Ssangyong",2,0
2010,4,"Cadillac",1,0
2010,4,"Chrysler",1,0
2010,5,"Volkswagen",1591,16.1
2010,5,"Toyota",1213,12.3
2010,5,"Ford",844,8.5
2010,5,"Volvo",728,7.4
2010,5,"Audi",617,6.2
2010,5,"Peugeot",506,5.1
2010,5,"Skoda",500,5.1
2010,5,"BMW",489,4.9
2010,5,"Nissan",440,4.4
2010,5,"Mercedes-Benz",373,3.8
2010,5,"Opel",342,3.5
2010,5,"Mitsubishi",320,3.2
2010,5,"Hyundai",304,3.1
2010,5,"Mazda",267,2.7
2010,5,"Citroen",240,2.4
2010,5,"Suzuki",214,2.2
2010,5,"Subaru",211,2.1
2010,5,"Honda",168,1.7
2010,5,"Kia",150,1.5
2010,5,"Fiat",141,1.4
2010,5,"Renault",65,0.7
2010,5,"Think",40,0.4
2010,5,"MINI",35,0.4
2010,5,"Lexus",20,0.2
2010,5,"Alfa Romeo",19,0.2
2010,5,"Saab",14,0.1
2010,5,"Land Rover",7,0.1
2010,5,"Smart",7,0.1
2010,5,"Dodge",5,0.1
2010,5,"Daihatsu",5,0.1
2010,5,"Porsche",5,0.1
2010,5,"Jaguar",5,0.1
2010,5,"Chrysler",4,0
2010,5,"Aston Martin",3,0
2010,5,"Chevrolet",2,0
2010,5,"Morgan",1,0
2010,5,"Ferrari",1,0
2010,6,"Toyota",1488,13.4
2010,6,"Volkswagen",1425,12.8
2010,6,"Ford",1241,11.2
2010,6,"Volvo",882,7.9
2010,6,"Audi",535,4.8
2010,6,"Skoda",534,4.8
2010,6,"Peugeot",528,4.7
2010,6,"BMW",515,4.6
2010,6,"Opel",488,4.4
2010,6,"Nissan",479,4.3
2010,6,"Hyundai",464,4.2
2010,6,"Citroen",407,3.7
2010,6,"Mercedes-Benz",356,3.2
2010,6,"Mitsubishi",325,2.9
2010,6,"Honda",290,2.6
2010,6,"Subaru",253,2.3
2010,6,"Mazda",198,1.8
2010,6,"Suzuki",178,1.6
2010,6,"Kia",140,1.3
2010,6,"Fiat",102,0.9
2010,6,"Renault",73,0.7
2010,6,"MINI",34,0.3
2010,6,"Alfa Romeo",26,0.2
2010,6,"Porsche",22,0.2
2010,6,"Lexus",20,0.2
2010,6,"Saab",19,0.2
2010,6,"Land Rover",18,0.2
2010,6,"Iveco",15,0.1
2010,6,"Think",13,0.1
2010,6,"Jaguar",12,0.1
2010,6,"Daihatsu",8,0.1
2010,6,"Smart",8,0.1
2010,6,"Dodge",7,0.1
2010,6,"Morgan",4,0
2010,6,"Tesla",4,0
2010,6,"Chevrolet",3,0
2010,6,"Aston Martin",3,0
2010,6,"Bentley",1,0
2010,6,"Chevrolet US",1,0
2010,7,"Volkswagen",1916,16.7
2010,7,"Toyota",1694,14.7
2010,7,"Volvo",1018,8.8
2010,7,"Ford",1013,8.8
2010,7,"Audi",659,5.7
2010,7,"Peugeot",635,5.5
2010,7,"Skoda",622,5.4
2010,7,"Hyundai",472,4.1
2010,7,"BMW",442,3.8
2010,7,"Nissan",410,3.6
2010,7,"Mercedes-Benz",372,3.2
2010,7,"Opel",341,3
2010,7,"Mitsubishi",297,2.6
2010,7,"Subaru",279,2.4
2010,7,"Citroen",251,2.2
2010,7,"Suzuki",248,2.2
2010,7,"Mazda",205,1.8
2010,7,"Kia",153,1.3
2010,7,"Honda",140,1.2
2010,7,"Fiat",89,0.8
2010,7,"Renault",59,0.5
2010,7,"Alfa Romeo",56,0.5
2010,7,"Saab",34,0.3
2010,7,"MINI",19,0.2
2010,7,"Porsche",16,0.1
2010,7,"Think",11,0.1
2010,7,"Lexus",11,0.1
2010,7,"Smart",11,0.1
2010,7,"Dodge",7,0.1
2010,7,"Land Rover",7,0.1
2010,7,"Daihatsu",6,0.1
2010,7,"Jaguar",5,0
2010,7,"Iveco",5,0
2010,7,"Chevrolet",1,0
2010,7,"Aston Martin",1,0
2010,7,"Chrysler",1,0
2010,7,"Isuzu",1,0
2010,8,"Toyota",1529,14.7
2010,8,"Volkswagen",1458,14
2010,8,"Ford",1102,10.6
2010,8,"Peugeot",597,5.7
2010,8,"Audi",560,5.4
2010,8,"Volvo",530,5.1
2010,8,"Skoda",507,4.9
2010,8,"BMW",447,4.3
2010,8,"Mercedes-Benz",389,3.7
