purchase_time,purchase_date,quantity
2017-05-13 14:36:03,2017-05-13,2
2017-05-03 09:33:59,2017-05-03,13
2017-06-03 09:57:33,2017-06-03,5
2017-05-29 21:46:58,2017-05-29,14
2017-05-17 09:07:59,2017-05-17,7
2017-05-30 18:18:37,2017-05-30,13
2017-06-08 11:45:38,2017-06-08,4
2017-06-05 22:37:25,2017-06-05,1
2017-05-02 15:37:00,2017-05-02,7
2017-05-15 12:51:44,2017-05-15,12
2017-06-13 03:31:45,2017-06-13,10
2017-05-22 19:23:10,2017-05-22,7
2017-05-14 21:45:11,2017-05-14,12
2017-05-22 21:17:02,2017-05-22,2
2017-05-13 16:53:15,2017-05-13,9
2017-06-04 22:31:24,2017-06-04,3
2017-06-09 10:55:56,2017-06-09,7
2017-05-19 14:41:31,2017-05-19,2
2017-05-12 10:11:53,2017-05-12,6
2017-05-18 19:43:07,2017-05-18,12
2017-05-21 20:42:09,2017-05-21,12
2017-05-08 16:25:25,2017-05-08,12
2017-06-11 17:50:18,2017-06-11,14
2017-05-23 18:39:50,2017-05-23,11
2017-05-21 19:55:20,2017-05-21,10
2017-05-12 11:19:47,2017-05-12,7
2017-05-14 14:56:54,2017-05-14,4
2017-06-07 09:53:30,2017-06-07,4
2017-06-11 20:29:56,2017-06-11,4
2017-06-06 22:54:12,2017-06-06,13
2017-05-03 17:57:29,2017-05-03,3
2017-06-12 10:16:40,2017-06-12,10
2017-06-15 13:24:29,2017-06-15,5
2017-05-03 18:26:18,2017-05-03,4
2017-06-13 09:46:55,2017-06-13,7
2017-05-25 22:26:45,2017-05-25,12
2017-05-23 08:19:35,2017-05-23,1
2017-06-15 01:15:36,2017-06-15,10
2017-06-01 07:48:03,2017-06-01,12
2017-05-13 11:46:29,2017-05-13,6
2017-05-11 22:41:40,2017-05-11,9
2017-06-12 13:20:35,2017-06-12,5
2017-06-04 12:05:34,2017-06-04,4
2017-05-09 14:08:00,2017-05-09,11
2017-05-21 15:38:06,2017-05-21,2
2017-05-25 11:58:23,2017-05-25,11
2017-05-11 16:19:03,2017-05-11,4
2017-05-09 12:33:38,2017-05-09,10
2017-05-25 09:31:14,2017-05-25,2
2017-06-03 21:47:33,2017-06-03,14
2017-06-13 21:21:05,2017-06-13,7
2017-05-24 14:14:36,2017-05-24,1
2017-05-27 19:49:09,2017-05-27,6
2017-05-12 12:16:26,2017-05-12,4
2017-05-31 16:51:41,2017-05-31,4
2017-05-13 21:24:23,2017-05-13,6
2017-05-21 19:14:44,2017-05-21,8
2017-06-05 16:10:10,2017-06-05,1
2017-05-07 19:40:53,2017-05-07,1
2017-05-20 09:12:14,2017-05-20,7
2017-06-06 10:56:13,2017-06-06,14
2017-06-02 22:00:00,2017-06-02,9
2017-05-11 11:03:40,2017-05-11,5
2017-05-22 21:09:32,2017-05-22,13
2017-05-10 11:43:18,2017-05-10,14
2017-05-06 15:00:57,2017-05-06,13
2017-05-08 15:26:22,2017-05-08,7
2017-06-14 23:30:41,2017-06-14,8
2017-05-02 15:33:23,2017-05-02,12
2017-05-05 19:53:12,2017-05-05,3
2017-05-17 18:00:42,2017-05-17,1
2017-05-13 11:32:31,2017-05-13,14
2017-05-15 20:14:12,2017-05-15,3
2017-06-14 15:16:09,2017-06-14,8
2017-05-01 16:56:37,2017-05-01,1
2017-05-10 17:02:46,2017-05-10,10
2017-05-18 20:26:57,2017-05-18,11
2017-06-13 11:46:11,2017-06-13,3
2017-06-12 13:30:45,2017-06-12,2
2017-05-27 15:20:50,2017-05-27,7
2017-05-24 18:48:37,2017-05-24,4
2017-05-04 13:10:28,2017-05-04,13
2017-05-23 22:15:52,2017-05-23,4
2017-06-02 12:11:15,2017-06-02,13
2017-06-11 08:42:30,2017-06-11,8
2017-05-27 22:45:48,2017-05-27,1
2017-05-29 08:19:41,2017-05-29,7
2017-06-12 15:31:06,2017-06-12,5
2017-05-12 22:41:20,2017-05-12,12
2017-06-05 09:40:49,2017-06-05,4
2017-05-29 10:01:24,2017-05-29,3
2017-05-05 20:33:45,2017-05-05,11
2017-05-17 11:44:15,2017-05-17,6
2017-05-29 14:25:25,2017-05-29,6
2017-06-13 21:12:19,2017-06-13,11
2017-05-19 17:08:03,2017-05-19,2
2017-06-07 17:43:32,2017-06-07,14
2017-05-29 10:44:01,2017-05-29,1
2017-05-23 16:37:31,2017-05-23,5
2017-06-06 21:25:22,2017-06-06,9
2017-05-16 10:55:20,2017-05-16,5
2017-05-02 20:52:16,2017-05-02,10
2017-05-29 20:51:34,2017-05-29,11
2017-06-14 21:24:04,2017-06-14,12
2017-05-30 14:27:05,2017-05-30,14
2017-05-03 21:22:56,2017-05-03,13
2017-05-27 00:45:45,2017-05-27,11
2017-05-01 18:43:06,2017-05-01,1
2017-06-14 12:25:49,2017-06-14,6
2017-05-27 23:09:15,2017-05-27,8
2017-05-09 11:20:30,2017-05-09,9
2017-06-12 16:19:47,2017-06-12,5
2017-05-15 11:49:59,2017-05-15,1
2017-06-13 09:50:50,2017-06-13,14
2017-05-03 21:49:35,2017-05-03,3
2017-06-08 15:00:40,2017-06-08,1
2017-05-27 12:54:36,2017-05-27,14
2017-05-18 23:45:34,2017-05-18,3
2017-06-14 09:15:07,2017-06-14,11
2017-05-29 17:18:42,2017-05-29,8
2017-05-17 13:57:00,2017-05-17,11
2017-06-06 20:22:53,2017-06-06,13
2017-05-01 23:12:01,2017-05-01,2
2017-05-26 12:51:19,2017-05-26,3
2017-06-08 01:11:03,2017-06-08,4
2017-05-18 15:15:28,2017-05-18,2
2017-06-10 12:16:30,2017-06-10,12
2017-06-01 00:41:00,2017-06-01,1
2017-06-10 09:18:32,2017-06-10,5
2017-06-05 18:47:22,2017-06-05,9
2017-05-17 18:24:42,2017-05-17,9
2017-05-14 12:51:53,2017-05-14,4
2017-06-06 16:17:53,2017-06-06,2
2017-06-15 08:21:27,2017-06-15,5
2017-05-16 22:52:41,2017-05-16,1
2017-05-28 16:33:20,2017-05-28,6
2017-05-05 17:00:44,2017-05-05,5
2017-06-13 13:34:48,2017-06-13,9
2017-05-25 23:52:40,2017-05-25,6
2017-05-12 09:24:26,2017-05-12,5
2017-06-09 22:48:56,2017-06-09,14
2017-06-09 11:12:56,2017-06-09,1
2017-05-02 02:16:43,2017-05-02,2
2017-05-01 15:16:30,2017-05-01,1
2017-05-12 11:18:27,2017-05-12,8
2017-05-15 18:38:40,2017-05-15,11
2017-05-14 22:58:59,2017-05-14,12
2017-05-23 20:17:09,2017-05-23,13
2017-05-10 20:04:09,2017-05-10,14
2017-05-04 10:32:13,2017-05-04,9
2017-05-21 23:59:45,2017-05-21,5
2017-05-21 19:07:46,2017-05-21,3
2017-05-07 13:59:55,2017-05-07,8
2017-06-06 14:54:05,2017-06-06,12
2017-05-27 22:15:25,2017-05-27,5
2017-06-13 15:24:51,2017-06-13,2
2017-05-10 15:56:20,2017-05-10,5
2017-05-25 08:08:14,2017-05-25,6
2017-06-10 00:11:20,2017-06-10,6
2017-05-21 12:50:58,2017-05-21,5
2017-06-08 00:06:50,2017-06-08,3
2017-05-02 15:56:35,2017-05-02,1
2017-05-22 12:52:51,2017-05-22,14
2017-05-11 17:10:38,2017-05-11,10
2017-05-14 11:03:38,2017-05-14,7
2017-05-16 18:49:31,2017-05-16,5
2017-05-06 08:54:37,2017-05-06,10
2017-06-14 23:00:51,2017-06-14,11
2017-05-21 11:02:17,2017-05-21,4
2017-05-11 13:16:20,2017-05-11,11
2017-06-13 22:01:24,2017-06-13,2
2017-05-19 13:06:23,2017-05-19,14
2017-05-05 01:49:17,2017-05-05,11
2017-06-04 17:16:08,2017-06-04,12
2017-05-17 21:33:10,2017-05-17,13
2017-05-19 10:26:04,2017-05-19,3
2017-05-27 21:29:28,2017-05-27,12
2017-05-25 12:44:54,2017-05-25,7
2017-05-30 20:55:32,2017-05-30,12
2017-05-29 23:06:05,2017-05-29,6
2017-06-12 22:25:28,2017-06-12,8
2017-06-01 20:58:30,2017-06-01,1
2017-05-10 17:04:35,2017-05-10,1
2017-05-31 12:51:54,2017-05-31,3
2017-05-25 10:07:59,2017-05-25,1
2017-05-08 09:29:05,2017-05-08,11
2017-05-25 00:47:57,2017-05-25,10
2017-05-23 19:30:30,2017-05-23,6
2017-06-06 14:29:03,2017-06-06,4
2017-05-31 21:47:11,2017-05-31,6
2017-05-06 14:58:37,2017-05-06,13
2017-06-01 21:36:59,2017-06-01,5
2017-05-26 11:07:08,2017-05-26,4
2017-05-24 14:58:20,2017-05-24,10
2017-05-21 08:01:38,2017-05-21,4
2017-05-25 11:22:02,2017-05-25,2
2017-05-12 13:08:11,2017-05-12,3
2017-05-29 16:55:52,2017-05-29,8
2017-06-09 11:41:47,2017-06-09,13
2017-05-25 21:25:09,2017-05-25,2
2017-05-10 09:42:14,2017-05-10,14
2017-05-29 22:07:26,2017-05-29,5
2017-05-03 13:59:24,2017-05-03,3
2017-05-17 22:26:06,2017-05-17,12
2017-06-12 07:38:17,2017-06-12,4
2017-05-19 18:35:57,2017-05-19,3
2017-05-07 11:35:07,2017-05-07,14
2017-06-05 23:56:59,2017-06-05,10
2017-05-17 15:44:53,2017-05-17,5
2017-05-03 14:34:16,2017-05-03,10
2017-05-29 12:56:34,2017-05-29,4
2017-05-19 18:36:42,2017-05-19,8
2017-06-01 17:05:44,2017-06-01,11
2017-05-21 12:05:27,2017-05-21,14
2017-05-04 15:49:08,2017-05-04,4
2017-05-05 21:51:58,2017-05-05,14
2017-06-14 23:45:18,2017-06-14,7
2017-05-01 21:42:43,2017-05-01,14
2017-05-08 14:54:31,2017-05-08,8
2017-05-06 11:09:15,2017-05-06,7
2017-06-07 20:32:48,2017-06-07,9
2017-05-26 12:42:35,2017-05-26,3
2017-05-19 18:43:08,2017-05-19,14
2017-05-07 20:00:24,2017-05-07,9
2017-05-09 16:16:19,2017-05-09,11
2017-06-02 21:55:08,2017-06-02,2
2017-06-05 11:43:36,2017-06-05,12
2017-05-21 14:17:05,2017-05-21,2
2017-05-14 15:55:37,2017-05-14,1
2017-05-06 14:07:21,2017-05-06,8
2017-05-08 12:15:17,2017-05-08,11
2017-05-11 02:34:52,2017-05-11,5
2017-05-19 15:14:57,2017-05-19,8
2017-06-11 23:08:55,2017-06-11,3
2017-05-26 14:46:07,2017-05-26,1
2017-05-09 21:45:55,2017-05-09,6
2017-06-15 17:58:25,2017-06-15,2
2017-05-14 23:54:01,2017-05-14,4
2017-05-15 17:50:19,2017-05-15,8
2017-06-01 18:49:16,2017-06-01,5
2017-05-11 16:33:46,2017-05-11,9
2017-05-18 18:10:03,2017-05-18,5
2017-05-17 18:04:39,2017-05-17,2
2017-05-05 23:41:13,2017-05-05,1
2017-06-08 19:55:30,2017-06-08,8
2017-05-01 19:27:31,2017-05-01,13
2017-05-19 19:00:36,2017-05-19,3
2017-06-08 16:46:35,2017-06-08,14
2017-05-02 17:51:28,2017-05-02,11
2017-05-28 21:45:01,2017-05-28,5
2017-05-12 12:38:05,2017-05-12,2
2017-05-03 09:27:42,2017-05-03,5
2017-05-26 12:17:06,2017-05-26,2
2017-06-14 19:28:01,2017-06-14,13
2017-05-18 14:38:08,2017-05-18,4
2017-05-29 18:50:57,2017-05-29,8
2017-05-30 20:06:02,2017-05-30,1
2017-05-11 14:58:59,2017-05-11,1
2017-05-09 10:34:29,2017-05-09,3
2017-06-11 18:30:16,2017-06-11,2
2017-06-05 20:52:34,2017-06-05,8
2017-06-13 15:50:51,2017-06-13,4
2017-05-19 15:28:55,2017-05-19,2
2017-05-06 23:29:14,2017-05-06,1
2017-05-28 15:54:02,2017-05-28,10
2017-05-29 10:25:47,2017-05-29,13
2017-05-10 12:21:59,2017-05-10,5
2017-06-13 13:34:19,2017-06-13,8
2017-05-30 17:29:14,2017-05-30,13
2017-05-25 22:40:09,2017-05-25,10
2017-06-06 14:01:29,2017-06-06,11
2017-05-12 14:48:10,2017-05-12,9
2017-06-14 13:30:35,2017-06-14,3
2017-06-02 21:52:23,2017-06-02,8
2017-05-13 09:03:16,2017-05-13,9
2017-05-05 07:48:46,2017-05-05,1
2017-06-04 20:27:06,2017-06-04,7
2017-05-22 00:05:53,2017-05-22,9
2017-05-03 16:58:47,2017-05-03,7
2017-06-11 17:31:42,2017-06-11,3
2017-05-19 09:41:21,2017-05-19,11
2017-05-07 14:26:53,2017-05-07,14
2017-06-02 11:06:09,2017-06-02,5
2017-06-12 20:44:04,2017-06-12,14
2017-05-04 14:30:51,2017-05-04,4
2017-05-27 10:44:41,2017-05-27,1
2017-06-04 12:09:59,2017-06-04,8
2017-06-10 22:12:09,2017-06-10,7
2017-05-05 14:15:32,2017-05-05,9
2017-06-09 15:50:50,2017-06-09,6
2017-05-14 21:17:41,2017-05-14,7
2017-05-31 00:28:32,2017-05-31,8
2017-05-24 08:26:19,2017-05-24,8
2017-06-05 09:23:16,2017-06-05,6
2017-05-19 19:34:36,2017-05-19,10
2017-05-08 11:45:34,2017-05-08,9
2017-06-07 17:24:53,2017-06-07,9
2017-05-18 15:42:24,2017-05-18,7
2017-05-21 19:14:44,2017-05-21,11
2017-05-28 20:41:16,2017-05-28,4
2017-06-11 06:08:31,2017-06-11,3
2017-05-25 23:08:04,2017-05-25,14
2017-05-30 20:39:31,2017-05-30,14
2017-05-28 16:05:32,2017-05-28,11
2017-06-14 01:00:14,2017-06-14,8
2017-05-04 09:02:38,2017-05-04,2
2017-05-05 19:06:14,2017-05-05,14
2017-05-08 09:08:43,2017-05-08,3
2017-05-24 16:51:44,2017-05-24,13
2017-05-18 17:33:09,2017-05-18,6
2017-05-05 13:48:02,2017-05-05,5
2017-05-31 15:39:51,2017-05-31,11
2017-05-03 20:13:43,2017-05-03,6
2017-05-06 22:26:44,2017-05-06,14
2017-05-02 13:35:51,2017-05-02,11
2017-05-20 07:49:33,2017-05-20,8
2017-06-09 14:08:53,2017-06-09,8
2017-05-15 20:22:26,2017-05-15,2
2017-05-03 11:24:08,2017-05-03,5
2017-05-06 16:59:23,2017-05-06,3
2017-06-07 21:41:14,2017-06-07,3
2017-05-08 19:54:09,2017-05-08,7
2017-06-11 20:20:40,2017-06-11,12
2017-05-21 22:38:51,2017-05-21,12
2017-06-06 18:09:37,2017-06-06,9
2017-06-13 09:18:30,2017-06-13,14
2017-06-15 23:13:26,2017-06-15,2
2017-05-08 14:09:36,2017-05-08,12
2017-06-04 18:45:18,2017-06-04,9
2017-05-17 16:12:44,2017-05-17,11
2017-05-19 01:03:40,2017-05-19,12
2017-05-24 11:25:23,2017-05-24,5
2017-05-24 11:48:38,2017-05-24,5
2017-05-27 21:10:18,2017-05-27,3
2017-05-25 10:56:40,2017-05-25,9
2017-05-06 00:20:48,2017-05-06,14
2017-05-28 19:44:31,2017-05-28,14
2017-05-29 20:23:35,2017-05-29,14
2017-05-29 22:06:23,2017-05-29,6
2017-05-17 10:26:23,2017-05-17,14
2017-05-11 17:15:48,2017-05-11,13
2017-06-13 16:50:49,2017-06-13,4
2017-05-03 12:13:55,2017-05-03,6
2017-05-05 15:03:09,2017-05-05,6
2017-06-09 11:25:09,2017-06-09,12
2017-05-21 11:23:41,2017-05-21,4
2017-06-05 21:45:25,2017-06-05,2
2017-05-02 22:26:38,2017-05-02,5
2017-06-13 15:29:23,2017-06-13,10
2017-05-04 09:26:53,2017-05-04,3
2017-06-07 15:22:25,2017-06-07,4
2017-05-31 13:04:04,2017-05-31,3
2017-05-29 13:04:08,2017-05-29,6
2017-05-13 20:44:54,2017-05-13,3
2017-05-07 20:39:35,2017-05-07,10
2017-06-06 17:46:28,2017-06-06,1
2017-05-03 21:12:22,2017-05-03,3
2017-05-17 10:26:53,2017-05-17,3
2017-06-14 11:59:10,2017-06-14,13
2017-05-16 20:36:21,2017-05-16,10
2017-05-07 21:33:37,2017-05-07,10
2017-06-14 20:46:50,2017-06-14,2
2017-06-13 08:37:27,2017-06-13,6
2017-05-11 14:35:52,2017-05-11,5
2017-06-15 15:56:29,2017-06-15,8
2017-05-03 16:51:47,2017-05-03,4
2017-06-12 09:15:35,2017-06-12,4
2017-05-13 20:17:09,2017-05-13,10
2017-05-29 16:25:48,2017-05-29,14
2017-06-02 21:22:03,2017-06-02,1
2017-05-03 22:51:05,2017-05-03,4
2017-05-11 13:48:47,2017-05-11,4
2017-06-08 20:02:41,2017-06-08,14
2017-05-12 01:23:16,2017-05-12,3
2017-05-23 16:25:28,2017-05-23,2
2017-06-15 14:58:23,2017-06-15,10
2017-06-01 17:29:03,2017-06-01,2
2017-05-23 10:52:27,2017-05-23,4
2017-06-13 15:49:08,2017-06-13,4
2017-05-02 16:18:15,2017-05-02,6
2017-05-06 07:14:03,2017-05-06,5
2017-06-12 17:48:05,2017-06-12,6
2017-06-03 14:55:12,2017-06-03,10
2017-05-18 00:41:32,2017-05-18,9
2017-06-09 10:08:27,2017-06-09,3
2017-06-03 14:21:12,2017-06-03,3
2017-06-08 13:59:17,2017-06-08,4
2017-05-23 20:55:59,2017-05-23,8
2017-05-05 19:36:29,2017-05-05,8
2017-05-11 13:43:44,2017-05-11,4
2017-05-13 18:14:03,2017-05-13,2
2017-05-20 10:41:57,2017-05-20,9
2017-05-24 08:13:54,2017-05-24,9
2017-05-12 10:26:46,2017-05-12,9
2017-05-05 20:59:41,2017-05-05,9
2017-05-09 17:35:02,2017-05-09,7
2017-05-18 09:55:25,2017-05-18,6
2017-06-07 21:55:57,2017-06-07,7
2017-05-10 10:25:20,2017-05-10,8
2017-05-28 15:40:57,2017-05-28,5
2017-05-16 14:10:44,2017-05-16,6
2017-05-27 14:51:42,2017-05-27,2
2017-05-03 08:23:09,2017-05-03,11
2017-05-30 20:29:07,2017-05-30,1
2017-05-29 13:49:46,2017-05-29,5
2017-05-05 15:30:38,2017-05-05,5
2017-05-19 18:55:29,2017-05-19,14
2017-05-19 16:02:38,2017-05-19,10
2017-05-12 11:59:55,2017-05-12,8
2017-05-09 18:31:27,2017-05-09,5
2017-06-08 20:16:48,2017-06-08,2
2017-05-31 21:16:25,2017-05-31,1
2017-05-29 15:49:02,2017-05-29,10
2017-05-15 17:15:56,2017-05-15,13
2017-05-02 14:10:14,2017-05-02,4
2017-06-12 21:43:36,2017-06-12,7
2017-06-15 18:52:58,2017-06-15,14
2017-06-05 22:38:03,2017-06-05,2
2017-05-04 17:25:45,2017-05-04,3
2017-05-05 12:18:55,2017-05-05,14
2017-05-21 07:59:20,2017-05-21,7
2017-05-31 13:14:22,2017-05-31,1
2017-05-23 15:27:58,2017-05-23,8
2017-05-09 13:46:55,2017-05-09,1
2017-06-04 11:52:38,2017-06-04,7
2017-05-02 16:56:42,2017-05-02,5
2017-05-24 12:17:36,2017-05-24,13
2017-05-21 09:43:18,2017-05-21,11
2017-05-31 11:55:59,2017-05-31,9
2017-05-16 14:07:18,2017-05-16,11
2017-05-15 22:53:50,2017-05-15,7
2017-05-25 18:33:47,2017-05-25,3
2017-05-12 20:44:21,2017-05-12,4
2017-05-22 23:21:58,2017-05-22,9
2017-05-15 12:01:45,2017-05-15,14
2017-05-14 12:50:58,2017-05-14,12
2017-05-03 14:19:02,2017-05-03,3
2017-05-23 13:21:19,2017-05-23,8
2017-06-13 21:25:18,2017-06-13,10
2017-05-07 20:15:32,2017-05-07,6
2017-05-22 15:15:24,2017-05-22,14
2017-06-04 14:53:58,2017-06-04,7
2017-05-16 22:03:39,2017-05-16,8
2017-06-05 20:49:23,2017-06-05,1
2017-05-08 22:53:56,2017-05-08,8
2017-05-19 17:44:16,2017-05-19,10
2017-06-06 09:24:17,2017-06-06,5
2017-05-14 14:08:25,2017-05-14,3
2017-05-23 22:11:22,2017-05-23,1
2017-05-31 12:41:01,2017-05-31,6
2017-06-13 16:38:14,2017-06-13,8
2017-05-29 19:58:26,2017-05-29,2
2017-05-09 08:25:08,2017-05-09,6
2017-05-23 22:02:19,2017-05-23,9
2017-05-24 20:26:21,2017-05-24,2
2017-05-17 17:18:27,2017-05-17,1
2017-05-15 21:20:33,2017-05-15,2
2017-05-09 13:21:53,2017-05-09,4
2017-05-27 22:10:24,2017-05-27,6
2017-06-10 07:56:30,2017-06-10,4
2017-05-17 21:58:18,2017-05-17,5
2017-05-27 14:01:19,2017-05-27,11
2017-06-13 18:31:19,2017-06-13,9
2017-06-04 13:48:45,2017-06-04,4
2017-05-06 16:19:08,2017-05-06,6
2017-05-15 21:29:32,2017-05-15,8
2017-05-01 09:35:45,2017-05-01,1
2017-05-18 15:38:31,2017-05-18,5
2017-05-27 17:37:37,2017-05-27,1
2017-05-10 12:11:22,2017-05-10,9
2017-05-01 08:29:14,2017-05-01,5
2017-05-07 17:21:58,2017-05-07,4
2017-06-08 16:43:45,2017-06-08,12
2017-05-09 18:03:35,2017-05-09,3
2017-05-12 20:15:17,2017-05-12,12
2017-06-11 20:27:59,2017-06-11,8
2017-05-11 17:19:02,2017-05-11,11
2017-06-03 15:23:13,2017-06-03,6
2017-05-30 21:27:09,2017-05-30,6
2017-05-02 21:49:29,2017-05-02,7
2017-05-23 21:42:40,2017-05-23,2
2017-05-11 21:54:57,2017-05-11,1
2017-05-22 20:40:26,2017-05-22,10
2017-05-07 19:44:29,2017-05-07,6
2017-06-13 16:11:57,2017-06-13,14
2017-06-12 20:20:08,2017-06-12,4
2017-05-19 00:02:29,2017-05-19,13
2017-06-05 16:59:45,2017-06-05,11
2017-05-22 20:09:55,2017-05-22,12
2017-05-09 15:44:24,2017-05-09,14
2017-05-30 20:10:16,2017-05-30,8
2017-06-11 13:50:00,2017-06-11,7
2017-05-20 15:07:59,2017-05-20,14
2017-05-28 13:09:33,2017-05-28,7
2017-05-04 18:36:49,2017-05-04,2
2017-06-07 15:29:14,2017-06-07,13
2017-06-10 00:37:41,2017-06-10,9
2017-06-07 22:05:49,2017-06-07,7
2017-06-05 22:41:41,2017-06-05,2
2017-05-07 14:31:32,2017-05-07,1
2017-05-24 00:13:29,2017-05-24,13
2017-06-02 14:16:29,2017-06-02,3
2017-06-01 18:58:41,2017-06-01,4
2017-05-22 17:13:28,2017-05-22,13
2017-05-07 13:13:25,2017-05-07,6
2017-05-23 14:00:46,2017-05-23,7
2017-05-11 07:17:44,2017-05-11,8
2017-05-05 00:23:54,2017-05-05,6
2017-06-08 16:43:27,2017-06-08,6
2017-05-13 01:07:34,2017-05-13,6
2017-05-06 17:51:11,2017-05-06,10
2017-06-09 14:22:38,2017-06-09,13
2017-05-14 21:00:40,2017-05-14,13
2017-05-31 18:46:48,2017-05-31,7
2017-06-08 17:59:16,2017-06-08,14
2017-06-02 19:50:45,2017-06-02,8
2017-06-14 13:59:35,2017-06-14,10
2017-05-15 23:58:39,2017-05-15,6
2017-06-05 18:35:59,2017-06-05,9
2017-05-28 11:08:07,2017-05-28,3
2017-05-23 15:15:15,2017-05-23,5
2017-06-02 19:43:28,2017-06-02,6
2017-05-29 09:45:47,2017-05-29,9
2017-05-17 15:56:53,2017-05-17,10
2017-05-31 13:07:23,2017-05-31,10
2017-06-09 22:47:11,2017-06-09,4
2017-06-10 14:31:18,2017-06-10,4
2017-05-05 12:27:55,2017-05-05,12
2017-06-06 15:26:00,2017-06-06,12
2017-06-06 23:32:25,2017-06-06,4
2017-05-17 14:51:43,2017-05-17,14
2017-05-05 14:01:47,2017-05-05,14
2017-06-04 21:52:53,2017-06-04,1
2017-05-01 13:38:57,2017-05-01,3
2017-06-04 12:44:27,2017-06-04,11
2017-05-21 11:29:45,2017-05-21,11
2017-05-08 12:06:44,2017-05-08,14
2017-05-06 08:35:20,2017-05-06,13
2017-05-19 13:07:05,2017-05-19,4
2017-05-17 02:00:05,2017-05-17,6
2017-05-03 19:41:22,2017-05-03,14
2017-06-11 11:00:52,2017-06-11,9
2017-05-06 17:47:06,2017-05-06,6
2017-06-09 13:20:26,2017-06-09,2
2017-05-21 19:28:01,2017-05-21,13
2017-05-19 10:02:05,2017-05-19,2
2017-05-11 10:42:06,2017-05-11,2
2017-05-05 21:18:27,2017-05-05,5
2017-05-17 22:57:18,2017-05-17,11
2017-05-03 22:33:14,2017-05-03,1
2017-06-05 15:12:32,2017-06-05,10
2017-06-10 08:48:52,2017-06-10,1
2017-06-08 09:29:48,2017-06-08,4
2017-05-25 09:43:38,2017-05-25,4
2017-05-27 14:15:33,2017-05-27,13
2017-05-19 09:47:46,2017-05-19,1
2017-06-09 16:11:04,2017-06-09,13
2017-06-07 16:56:31,2017-06-07,13
2017-06-15 21:07:56,2017-06-15,10
2017-06-01 12:24:44,2017-06-01,13
2017-06-03 21:56:14,2017-06-03,2
2017-05-05 11:33:21,2017-05-05,10
2017-05-15 20:39:40,2017-05-15,7
2017-05-09 15:14:06,2017-05-09,6
2017-05-21 07:57:45,2017-05-21,13
2017-05-11 14:37:06,2017-05-11,5
2017-05-30 22:43:38,2017-05-30,5
2017-05-20 03:00:18,2017-05-20,7
2017-06-04 22:18:59,2017-06-04,12
2017-05-25 18:01:49,2017-05-25,10
2017-05-08 10:53:44,2017-05-08,7
2017-06-14 20:34:06,2017-06-14,11
2017-05-22 18:28:29,2017-05-22,8
2017-05-17 08:59:49,2017-05-17,5
2017-05-22 17:41:39,2017-05-22,13
2017-05-14 20:24:01,2017-05-14,10
2017-05-30 14:36:44,2017-05-30,11
2017-05-16 13:56:23,2017-05-16,7
2017-06-10 00:05:17,2017-06-10,3
2017-05-31 15:14:10,2017-05-31,7
2017-06-09 11:25:54,2017-06-09,6
2017-06-08 10:49:34,2017-06-08,6
2017-06-05 00:11:23,2017-06-05,10
2017-05-31 21:12:24,2017-05-31,10
2017-05-08 09:20:20,2017-05-08,12
2017-06-08 09:05:20,2017-06-08,3
2017-06-04 20:04:17,2017-06-04,12
2017-05-02 07:55:06,2017-05-02,13
2017-06-13 21:11:56,2017-06-13,12
2017-05-31 09:12:51,2017-05-31,4
2017-05-12 19:10:20,2017-05-12,2
2017-05-16 17:04:02,2017-05-16,2
2017-05-10 16:58:01,2017-05-10,12
2017-05-23 21:55:24,2017-05-23,14
2017-05-14 14:22:46,2017-05-14,10
2017-05-23 18:48:27,2017-05-23,8
2017-05-24 18:32:55,2017-05-24,9
2017-05-19 11:00:27,2017-05-19,4
2017-05-02 08:55:49,2017-05-02,10
2017-05-19 20:19:38,2017-05-19,8
2017-05-15 14:45:10,2017-05-15,1
2017-06-10 18:28:28,2017-06-10,12
2017-06-14 02:13:46,2017-06-14,14
2017-05-30 09:53:32,2017-05-30,11
2017-05-04 15:01:04,2017-05-04,12
2017-05-08 11:07:47,2017-05-08,7
2017-05-08 10:20:57,2017-05-08,6
2017-06-10 17:20:44,2017-06-10,6
2017-06-12 10:06:39,2017-06-12,6
2017-06-09 23:23:45,2017-06-09,2
2017-05-24 08:52:21,2017-05-24,2
2017-06-10 19:55:18,2017-06-10,10
2017-06-08 22:23:05,2017-06-08,12
2017-06-15 01:06:46,2017-06-15,4
2017-06-02 19:55:51,2017-06-02,3
2017-05-01 19:02:24,2017-05-01,8
2017-05-06 10:43:44,2017-05-06,5
2017-05-15 23:55:29,2017-05-15,13
2017-06-08 17:10:21,2017-06-08,7
2017-05-02 13:24:39,2017-05-02,11
2017-06-07 12:09:46,2017-06-07,11
2017-06-09 05:48:49,2017-06-09,13
2017-05-08 23:55:09,2017-05-08,2
2017-05-09 19:28:46,2017-05-09,10
2017-05-29 21:18:06,2017-05-29,13
2017-06-15 00:36:09,2017-06-15,2
2017-06-02 10:53:33,2017-06-02,13
2017-06-06 18:43:39,2017-06-06,3
2017-05-14 18:07:50,2017-05-14,11
2017-05-15 19:45:02,2017-05-15,7
2017-05-16 10:18:09,2017-05-16,14
2017-05-25 09:20:18,2017-05-25,3
2017-05-27 23:39:29,2017-05-27,14
2017-05-06 23:13:34,2017-05-06,1
2017-05-08 08:46:43,2017-05-08,13
