"date","VIX.Open","VIX.High","VIX.Low","VIX.Close","VIX.Volume","VIX.Adjusted","year","month","monthf","weekday","weekdayf","week"
2009-06-03,29.620001,31.790001,29.620001,31.02,0,31.02,2009,6,"Jun",3,"Wed",22
2009-06-04,31.02,31.02,29.92,30.18,0,30.18,2009,6,"Jun",4,"Thu",22
2009-06-05,29.389999,30.809999,28.85,29.620001,0,29.620001,2009,6,"Jun",5,"Fri",22
2009-06-08,30.84,31.82,26.41,29.77,0,29.77,2009,6,"Jun",1,"Mon",23
2009-06-09,29.77,29.77,27.790001,28.27,0,28.27,2009,6,"Jun",2,"Tue",23
2009-06-10,26.9,29.74,26.9,28.459999,0,28.459999,2009,6,"Jun",3,"Wed",23
2009-06-11,27.360001,28.110001,26.809999,28.110001,0,28.110001,2009,6,"Jun",4,"Thu",23
2009-06-12,28.08,28.5,27.73,28.15,0,28.15,2009,6,"Jun",5,"Fri",23
2009-06-15,29.700001,31.09,29.639999,30.809999,0,30.809999,2009,6,"Jun",1,"Mon",24
2009-06-16,30.809999,32.75,30.07,32.68,0,32.68,2009,6,"Jun",2,"Tue",24
2009-06-17,31.190001,32.77,30.639999,31.540001,0,31.540001,2009,6,"Jun",3,"Wed",24
2009-06-18,31.540001,31.540001,29.6,30.030001,0,30.030001,2009,6,"Jun",4,"Thu",24
2009-06-19,29.16,29.32,27.559999,27.99,0,27.99,2009,6,"Jun",5,"Fri",24
2009-06-22,30.4,32.049999,30.299999,31.17,0,31.17,2009,6,"Jun",1,"Mon",25
2009-06-23,31.299999,31.540001,27.83,30.58,0,30.58,2009,6,"Jun",2,"Tue",25
2009-06-24,30.58,30.58,28.790001,29.049999,0,29.049999,2009,6,"Jun",3,"Wed",25
2009-06-25,29.450001,29.559999,26.299999,26.360001,0,26.360001,2009,6,"Jun",4,"Thu",25
2009-06-26,27.09,27.219999,25.76,25.93,0,25.93,2009,6,"Jun",5,"Fri",25
2009-06-29,25.93,27.18,25.290001,25.35,0,25.35,2009,6,"Jun",1,"Mon",26
2009-06-30,25.360001,27.379999,25.02,26.35,0,26.35,2009,6,"Jun",2,"Tue",26
2009-07-01,25.73,26.309999,24.799999,26.219999,0,26.219999,2009,7,"Jul",3,"Wed",26
2009-07-02,26.219999,28.620001,26.219999,27.950001,0,27.950001,2009,7,"Jul",4,"Thu",26
2009-07-06,30.32,30.6,28.99,29,0,29,2009,7,"Jul",1,"Mon",27
2009-07-07,29,30.940001,28.9,30.85,0,30.85,2009,7,"Jul",2,"Tue",27
2009-07-08,30.85,33.049999,30.43,31.299999,0,31.299999,2009,7,"Jul",3,"Wed",27
2009-07-09,30.23,30.49,29.280001,29.780001,0,29.780001,2009,7,"Jul",4,"Thu",27
2009-07-10,29.780001,30.34,28.82,29.02,0,29.02,2009,7,"Jul",5,"Fri",27
2009-07-13,28.360001,29.24,25.42,26.309999,0,26.309999,2009,7,"Jul",1,"Mon",28
2009-07-14,26.309999,26.84,24.99,25.02,0,25.02,2009,7,"Jul",2,"Tue",28
2009-07-15,25.049999,26.059999,23.83,25.889999,0,25.889999,2009,7,"Jul",3,"Wed",28
2009-07-16,25.959999,26.18,24.51,25.42,0,25.42,2009,7,"Jul",4,"Thu",28
2009-07-17,25.42,25.549999,23.879999,24.34,0,24.34,2009,7,"Jul",5,"Fri",28
2009-07-20,25.059999,25.42,24.26,24.4,0,24.4,2009,7,"Jul",1,"Mon",29
2009-07-21,24.280001,25.139999,23.809999,23.870001,0,23.870001,2009,7,"Jul",2,"Tue",29
2009-07-22,24.049999,24.139999,23.24,23.469999,0,23.469999,2009,7,"Jul",3,"Wed",29
2009-07-23,23.709999,24.049999,23.209999,23.43,0,23.43,2009,7,"Jul",4,"Thu",29
2009-07-24,23.870001,23.870001,23,23.09,0,23.09,2009,7,"Jul",5,"Fri",29
2009-07-27,24.059999,24.860001,24.02,24.280001,0,24.280001,2009,7,"Jul",1,"Mon",30
2009-07-28,24.280001,25.610001,24.280001,25.01,0,25.01,2009,7,"Jul",2,"Tue",30
2009-07-29,25.469999,26.18,25.41,25.610001,0,25.610001,2009,7,"Jul",3,"Wed",30
2009-07-30,25.4,25.76,24.85,25.4,0,25.4,2009,7,"Jul",4,"Thu",30
2009-07-31,25.4,26.219999,24.93,25.92,0,25.92,2009,7,"Jul",5,"Fri",30
2009-08-03,25.92,26.49,25.559999,25.559999,0,25.559999,2009,8,"Aug",1,"Mon",31
2009-08-04,25.549999,26.16,24.889999,24.889999,0,24.889999,2009,8,"Aug",2,"Tue",31
2009-08-05,24.91,25.85,24.860001,24.9,0,24.9,2009,8,"Aug",3,"Wed",31
2009-08-06,24.9,26.15,24.469999,25.67,0,25.67,2009,8,"Aug",4,"Thu",31
2009-08-07,24.709999,24.950001,23.98,24.76,0,24.76,2009,8,"Aug",5,"Fri",31
2009-08-10,24.76,25.82,24.76,24.99,0,24.99,2009,8,"Aug",1,"Mon",32
2009-08-11,24.98,26.98,24.98,25.99,0,25.99,2009,8,"Aug",2,"Tue",32
2009-08-12,25.99,26.5,25.110001,25.450001,0,25.450001,2009,8,"Aug",3,"Wed",32
2009-08-13,25.34,26.15,24.709999,24.709999,0,24.709999,2009,8,"Aug",4,"Thu",32
2009-08-14,24.77,25.940001,24.26,24.27,0,24.27,2009,8,"Aug",5,"Fri",32
2009-08-17,24.27,28.389999,24.27,27.889999,0,27.889999,2009,8,"Aug",1,"Mon",33
2009-08-18,27.889999,27.889999,26.08,26.18,0,26.18,2009,8,"Aug",2,"Tue",33
2009-08-19,28.08,28.139999,26.139999,26.26,0,26.26,2009,8,"Aug",3,"Wed",33
2009-08-20,26.450001,26.450001,24.75,25.09,0,25.09,2009,8,"Aug",4,"Thu",33
2009-08-21,24.49,25.059999,23.91,25.01,0,25.01,2009,8,"Aug",5,"Fri",33
2009-08-24,25.01,25.700001,25.01,25.139999,0,25.139999,2009,8,"Aug",1,"Mon",34
2009-08-25,25.129999,25.129999,22.58,24.92,0,24.92,2009,8,"Aug",2,"Tue",34
2009-08-26,24.91,25.559999,24.690001,24.950001,0,24.950001,2009,8,"Aug",3,"Wed",34
2009-08-27,25.129999,25.889999,24.43,24.68,0,24.68,2009,8,"Aug",4,"Thu",34
2009-08-28,24.440001,25.5,24.280001,24.76,0,24.76,2009,8,"Aug",5,"Fri",34
2009-08-31,24.76,27.01,24.76,26.01,0,26.01,2009,8,"Aug",1,"Mon",35
2009-09-01,26.01,29.23,26,29.15,0,29.15,2009,9,"Sep",2,"Tue",35
2009-09-02,29.139999,29.57,28.41,28.9,0,28.9,2009,9,"Sep",3,"Wed",35
2009-09-03,28.9,28.9,26.98,27.1,0,27.1,2009,9,"Sep",4,"Thu",35
2009-09-04,26.98,26.98,24.860001,25.26,0,25.26,2009,9,"Sep",5,"Fri",35
2009-09-08,25.26,26.15,25.26,25.620001,0,25.620001,2009,9,"Sep",2,"Tue",36
2009-09-09,25.66,25.93,24.23,24.32,0,24.32,2009,9,"Sep",3,"Wed",36
2009-09-10,24.4,24.76,22.82,23.549999,0,23.549999,2009,9,"Sep",4,"Thu",36
2009-09-11,23.49,24.33,22.48,24.15,0,24.15,2009,9,"Sep",5,"Fri",36
2009-09-14,25.389999,25.389999,23.32,23.860001,0,23.860001,2009,9,"Sep",1,"Mon",37
2009-09-15,23.9,24.27,23.07,23.42,0,23.42,2009,9,"Sep",2,"Tue",37
2009-09-16,23.290001,23.92,22.780001,23.690001,0,23.690001,2009,9,"Sep",3,"Wed",37
2009-09-17,23.99,24.07,22.790001,23.65,0,23.65,2009,9,"Sep",4,"Thu",37
2009-09-18,23.65,24.43,23.139999,23.92,0,23.92,2009,9,"Sep",5,"Fri",37
2009-09-21,25.34,25.51,23.709999,24.059999,0,24.059999,2009,9,"Sep",1,"Mon",38
2009-09-22,23.809999,23.98,23.059999,23.08,0,23.08,2009,9,"Sep",2,"Tue",38
2009-09-23,22.9,23.690001,22.190001,23.49,0,23.49,2009,9,"Sep",3,"Wed",38
2009-09-24,23.67,25.370001,23.440001,24.950001,0,24.950001,2009,9,"Sep",4,"Thu",38
2009-09-25,25.18,26.34,24.809999,25.610001,0,25.610001,2009,9,"Sep",5,"Fri",38
2009-09-28,26.26,26.4,24.85,24.879999,0,24.879999,2009,9,"Sep",1,"Mon",39
2009-09-29,24.879999,25.280001,24.540001,25.190001,0,25.190001,2009,9,"Sep",2,"Tue",39
2009-09-30,25.190001,26.450001,24.76,25.610001,0,25.610001,2009,9,"Sep",3,"Wed",39
2009-10-01,25.98,28.42,25.98,28.27,0,28.27,2009,10,"Oct",4,"Thu",39
2009-10-02,29.34,29.559999,27.98,28.68,0,28.68,2009,10,"Oct",5,"Fri",39
2009-10-05,29.34,29.34,26.57,26.84,0,26.84,2009,10,"Oct",1,"Mon",40
2009-10-06,26.389999,26.41,25.190001,25.700001,0,25.700001,2009,10,"Oct",2,"Tue",40
2009-10-07,25.780001,25.82,24.57,24.68,0,24.68,2009,10,"Oct",3,"Wed",40
2009-10-08,24.68,24.690001,23.9,24.18,0,24.18,2009,10,"Oct",4,"Thu",40
2009-10-09,24.389999,24.540001,22.99,23.120001,0,23.120001,2009,10,"Oct",5,"Fri",40
2009-10-12,23.120001,23.530001,22.67,23.01,0,23.01,2009,10,"Oct",1,"Mon",41
2009-10-13,23,24.07,22.74,22.99,0,22.99,2009,10,"Oct",2,"Tue",41
2009-10-14,22.08,22.889999,21.549999,22.860001,0,22.860001,2009,10,"Oct",3,"Wed",41
2009-10-15,23.51,23.530001,21.49,21.719999,0,21.719999,2009,10,"Oct",4,"Thu",41
2009-10-16,21.719999,22.6,20.98,21.43,0,21.43,2009,10,"Oct",5,"Fri",41
2009-10-19,21.41,22.459999,20.91,21.49,0,21.49,2009,10,"Oct",1,"Mon",42
2009-10-20,21.549999,21.76,20.9,20.9,0,20.9,2009,10,"Oct",2,"Tue",42
2009-10-21,20.9,22.48,20.1,22.219999,0,22.219999,2009,10,"Oct",3,"Wed",42
2009-10-22,22.219999,22.77,20.33,20.690001,0,20.690001,2009,10,"Oct",4,"Thu",42
2009-10-23,20.700001,22.59,20.34,22.27,0,22.27,2009,10,"Oct",5,"Fri",42
2009-10-26,23.059999,24.860001,21.889999,24.309999,0,24.309999,2009,10,"Oct",1,"Mon",43
2009-10-27,24.379999,25.219999,24.030001,24.83,0,24.83,2009,10,"Oct",2,"Tue",43
2009-10-28,24.83,27.940001,24.83,27.91,0,27.91,2009,10,"Oct",3,"Wed",43
2009-10-29,27.16,27.190001,24.68,24.76,0,24.76,2009,10,"Oct",4,"Thu",43
2009-10-30,24.76,31.59,24.76,30.690001,0,30.690001,2009,10,"Oct",5,"Fri",43
2009-11-02,30.700001,31.84,28.07,29.780001,0,29.780001,2009,11,"Nov",1,"Mon",44
2009-11-03,30.620001,30.799999,28.77,28.809999,0,28.809999,2009,11,"Nov",2,"Tue",44
2009-11-04,28.809999,28.809999,26.610001,27.719999,0,27.719999,2009,11,"Nov",3,"Wed",44
2009-11-05,27.280001,27.389999,25.41,25.43,0,25.43,2009,11,"Nov",4,"Thu",44
2009-11-06,26.17,26.17,24.059999,24.190001,0,24.190001,2009,11,"Nov",5,"Fri",44
2009-11-09,24.190001,24.24,22.780001,23.15,0,23.15,2009,11,"Nov",1,"Mon",45
2009-11-10,23.15,23.530001,22.780001,22.84,0,22.84,2009,11,"Nov",2,"Tue",45
2009-11-11,22.84,23.68,21.610001,23,0,23,2009,11,"Nov",3,"Wed",45
2009-11-12,23.040001,24.610001,22.91,24.24,0,24.24,2009,11,"Nov",4,"Thu",45
2009-11-13,24.25,24.43,23.219999,23.360001,0,23.360001,2009,11,"Nov",5,"Fri",45
2009-11-16,23.360001,23.42,22.02,22.889999,0,22.889999,2009,11,"Nov",1,"Mon",46
2009-11-17,22.809999,23.33,22.27,22.41,0,22.41,2009,11,"Nov",2,"Tue",46
2009-11-18,22.35,22.65,21.629999,21.629999,0,21.629999,2009,11,"Nov",3,"Wed",46
2009-11-19,21.629999,24.200001,21.629999,22.629999,0,22.629999,2009,11,"Nov",4,"Thu",46
2009-11-20,23.450001,23.450001,22.139999,22.190001,0,22.190001,2009,11,"Nov",5,"Fri",46
2009-11-23,21.98,21.98,20.9,21.16,0,21.16,2009,11,"Nov",1,"Mon",47
2009-11-24,21.280001,21.870001,20.35,20.469999,0,20.469999,2009,11,"Nov",2,"Tue",47
2009-11-25,20.23,20.57,20.049999,20.48,0,20.48,2009,11,"Nov",3,"Wed",47
2009-11-27,25.75,25.93,23.120001,24.74,0,24.74,2009,11,"Nov",5,"Fri",47
2009-11-30,24.950001,25.57,24.190001,24.51,0,24.51,2009,11,"Nov",1,"Mon",48
2009-12-01,24.51,24.51,21.879999,21.92,0,21.92,2009,12,"Dec",2,"Tue",48
2009-12-02,21.889999,22.190001,21.01,21.120001,0,21.120001,2009,12,"Dec",3,"Wed",48
2009-12-03,21.15,22.5,20.610001,22.459999,0,22.459999,2009,12,"Dec",4,"Thu",48
2009-12-04,21.18,22.76,20.620001,21.25,0,21.25,2009,12,"Dec",5,"Fri",48
2009-12-07,22.32,22.459999,21.6,22.1,0,22.1,2009,12,"Dec",1,"Mon",49
2009-12-08,23.280001,23.969999,22.84,23.690001,0,23.690001,2009,12,"Dec",2,"Tue",49
2009-12-09,23.209999,24.200001,22.540001,22.66,0,22.66,2009,12,"Dec",3,"Wed",49
2009-12-10,22.66,22.66,21.77,22.32,0,22.32,2009,12,"Dec",4,"Thu",49
2009-12-11,21.450001,22.309999,21.389999,21.59,0,21.59,2009,12,"Dec",5,"Fri",49
2009-12-14,21.59,21.59,20.57,21.15,0,21.15,2009,12,"Dec",1,"Mon",50
2009-12-15,21.09,21.870001,20.91,21.5,0,21.5,2009,12,"Dec",2,"Tue",50
2009-12-16,21.5,21.5,20.459999,20.540001,0,20.540001,2009,12,"Dec",3,"Wed",50
2009-12-17,21.889999,22.860001,21.4,22.57,0,22.57,2009,12,"Dec",4,"Thu",50
2009-12-18,21.84,23.02,21.68,21.68,0,21.68,2009,12,"Dec",5,"Fri",50
2009-12-21,21.459999,21.51,20.280001,20.49,0,20.49,2009,12,"Dec",1,"Mon",51
2009-12-22,20.389999,20.4,19.540001,19.540001,0,19.540001,2009,12,"Dec",2,"Tue",51
2009-12-23,19.540001,19.969999,19.35,19.709999,0,19.709999,2009,12,"Dec",3,"Wed",51
2009-12-24,19.67,19.67,19.25,19.469999,0,19.469999,2009,12,"Dec",4,"Thu",51
2009-12-28,20.290001,20.530001,19.9,19.93,0,19.93,2009,12,"Dec",1,"Mon",52
2009-12-29,19.870001,20.120001,19.620001,20.01,0,20.01,2009,12,"Dec",2,"Tue",52
2009-12-30,20.360001,20.440001,19.93,19.959999,0,19.959999,2009,12,"Dec",3,"Wed",52
2009-12-31,19.959999,21.83,19.889999,21.68,0,21.68,2009,12,"Dec",4,"Thu",52
2010-01-04,21.68,21.68,20.030001,20.040001,0,20.040001,2010,1,"Jan",1,"Mon",1
2010-01-05,20.049999,20.129999,19.34,19.35,0,19.35,2010,1,"Jan",2,"Tue",1
2010-01-06,19.59,19.68,18.77,19.16,0,19.16,2010,1,"Jan",3,"Wed",1
2010-01-07,19.68,19.709999,18.700001,19.059999,0,19.059999,2010,1,"Jan",4,"Thu",1
2010-01-08,19.27,19.27,18.110001,18.129999,0,18.129999,2010,1,"Jan",5,"Fri",1
2010-01-11,16.93,17.74,16.860001,17.549999,0,17.549999,2010,1,"Jan",1,"Mon",2
2010-01-12,17.950001,19.459999,17.950001,18.25,0,18.25,2010,1,"Jan",2,"Tue",2
2010-01-13,17.940001,18.719999,17.559999,17.85,0,17.85,2010,1,"Jan",3,"Wed",2
2010-01-14,18.16,18.27,17.379999,17.629999,0,17.629999,2010,1,"Jan",4,"Thu",2
2010-01-15,17.629999,19.02,17.629999,17.91,0,17.91,2010,1,"Jan",5,"Fri",2
2010-01-19,18.629999,18.85,17.33,17.58,0,17.58,2010,1,"Jan",2,"Tue",3
2010-01-20,18.51,19.690001,18.440001,18.68,0,18.68,2010,1,"Jan",3,"Wed",3
2010-01-21,18.59,22.299999,18.27,22.27,0,22.27,2010,1,"Jan",4,"Thu",3
2010-01-22,22.27,28.01,22.27,27.309999,0,27.309999,2010,1,"Jan",5,"Fri",3
2010-01-25,27.32,27.32,24.610001,25.41,0,25.41,2010,1,"Jan",1,"Mon",4
2010-01-26,26.030001,26.219999,22.77,24.549999,0,24.549999,2010,1,"Jan",2,"Tue",4
2010-01-27,24.809999,25.690001,23.139999,23.139999,0,23.139999,2010,1,"Jan",3,"Wed",4
2010-01-28,22.790001,25.299999,22.690001,23.73,0,23.73,2010,1,"Jan",4,"Thu",4
2010-01-29,23.73,25.030001,22.110001,24.620001,0,24.620001,2010,1,"Jan",5,"Fri",4
2010-02-01,24.33,24.33,22.58,22.59,0,22.59,2010,2,"Feb",1,"Mon",5
2010-02-02,22.59,22.99,21.08,21.48,0,21.48,2010,2,"Feb",2,"Tue",5
2010-02-03,22.110001,22.110001,21.33,21.6,0,21.6,2010,2,"Feb",3,"Wed",5
2010-02-04,22.629999,26.32,22.629999,26.08,0,26.08,2010,2,"Feb",4,"Thu",5
2010-02-05,25.690001,29.219999,25.370001,26.110001,0,26.110001,2010,2,"Feb",5,"Fri",5
2010-02-08,26.110001,27.110001,25.48,26.51,0,26.51,2010,2,"Feb",1,"Mon",6
2010-02-09,26.51,26.559999,24.780001,26,0,26,2010,2,"Feb",2,"Tue",6
2010-02-10,26.360001,26.77,24.799999,25.4,0,25.4,2010,2,"Feb",3,"Wed",6
2010-02-11,25.82,26.110001,23.870001,23.959999,0,23.959999,2010,2,"Feb",4,"Thu",6
2010-02-12,23.959999,25.540001,22.73,22.73,0,22.73,2010,2,"Feb",5,"Fri",6
2010-02-16,23.51,23.57,22.129999,22.25,0,22.25,2010,2,"Feb",2,"Tue",7
2010-02-17,22.469999,22.6,21.700001,21.719999,0,21.719999,2010,2,"Feb",3,"Wed",7
2010-02-18,21.719999,22.209999,20.6,20.629999,0,20.629999,2010,2,"Feb",4,"Thu",7
2010-02-19,21.07,21.139999,19.709999,20.02,0,20.02,2010,2,"Feb",5,"Fri",7
2010-02-22,20.16,21,19.59,19.940001,0,19.940001,2010,2,"Feb",1,"Mon",8
2010-02-23,20.389999,21.940001,20.059999,21.370001,0,21.370001,2010,2,"Feb",2,"Tue",8
2010-02-24,21.23,21.58,20.219999,20.27,0,20.27,2010,2,"Feb",3,"Wed",8
2010-02-25,22.030001,22.68,20.059999,20.1,0,20.1,2010,2,"Feb",4,"Thu",8
2010-02-26,19.879999,20.530001,19.32,19.5,0,19.5,2010,2,"Feb",5,"Fri",8
2010-03-01,19.93,19.940001,19.18,19.26,0,19.26,2010,3,"Mar",1,"Mon",9
2010-03-02,18.83,19.360001,18.6,19.059999,0,19.059999,2010,3,"Mar",2,"Tue",9
2010-03-03,18.950001,19.299999,18.42,18.83,0,18.83,2010,3,"Mar",3,"Wed",9
2010-03-04,18.860001,19.27,18.58,18.719999,0,18.719999,2010,3,"Mar",4,"Thu",9
2010-03-05,18.059999,18.15,17.23,17.42,0,17.42,2010,3,"Mar",5,"Fri",9
2010-03-08,17.950001,17.959999,17.559999,17.790001,0,17.790001,2010,3,"Mar",1,"Mon",10
2010-03-09,18.18,18.190001,17.51,17.92,0,17.92,2010,3,"Mar",2,"Tue",10
2010-03-10,18,18.6,17.43,18.57,0,18.57,2010,3,"Mar",3,"Wed",10
2010-03-11,18.9,19.34,18.059999,18.059999,0,18.059999,2010,3,"Mar",4,"Thu",10
2010-03-12,17.969999,18.530001,17.58,17.58,0,17.58,2010,3,"Mar",5,"Fri",10
2010-03-15,18.280001,18.780001,17.959999,18,0,18,2010,3,"Mar",1,"Mon",11
2010-03-16,17.780001,18.01,17.42,17.690001,0,17.690001,2010,3,"Mar",2,"Tue",11
2010-03-17,16.969999,17.17,16.52,16.91,0,16.91,2010,3,"Mar",3,"Wed",11
2010-03-18,16.959999,16.99,16.309999,16.620001,0,16.620001,2010,3,"Mar",4,"Thu",11
2010-03-19,16.17,17.57,16.17,16.969999,0,16.969999,2010,3,"Mar",5,"Fri",11
2010-03-22,18.299999,18.34,16.77,16.870001,0,16.870001,2010,3,"Mar",1,"Mon",12
2010-03-23,16.84,17.09,16.209999,16.35,0,16.35,2010,3,"Mar",2,"Tue",12
2010-03-24,16.85,17.92,16.83,17.549999,0,17.549999,2010,3,"Mar",3,"Wed",12
2010-03-25,17.07,18.540001,16.620001,18.4,0,18.4,2010,3,"Mar",4,"Thu",12
2010-03-26,18.27,18.690001,17.35,17.77,0,17.77,2010,3,"Mar",5,"Fri",12
2010-03-29,18.17,18.280001,17.57,17.59,0,17.59,2010,3,"Mar",1,"Mon",13
2010-03-30,17.639999,18.08,17.129999,17.129999,0,17.129999,2010,3,"Mar",2,"Tue",13
2010-03-31,17.66,17.92,17.290001,17.59,0,17.59,2010,3,"Mar",3,"Wed",13
2010-04-01,17.01,18.09,16.790001,17.469999,0,17.469999,2010,4,"Apr",4,"Thu",13
2010-04-05,17.959999,18.16,17.02,17.02,0,17.02,2010,4,"Apr",1,"Mon",14
2010-04-06,17.389999,17.540001,16.08,16.23,0,16.23,2010,4,"Apr",2,"Tue",14
2010-04-07,16.719999,17.209999,16.16,16.620001,0,16.620001,2010,4,"Apr",3,"Wed",14
2010-04-08,17.209999,17.799999,16.299999,16.48,0,16.48,2010,4,"Apr",4,"Thu",14
2010-04-09,16.32,16.65,16.059999,16.139999,0,16.139999,2010,4,"Apr",5,"Fri",14
2010-04-12,15.67,16,15.23,15.58,0,15.58,2010,4,"Apr",1,"Mon",15
2010-04-13,15.98,16.77,15.81,16.200001,0,16.200001,2010,4,"Apr",2,"Tue",15
2010-04-14,15.8,16.379999,15.55,15.59,0,15.59,2010,4,"Apr",3,"Wed",15
2010-04-15,15.87,16.5,15.68,15.89,0,15.89,2010,4,"Apr",4,"Thu",15
2010-04-16,16.190001,19.700001,16.110001,18.360001,0,18.360001,2010,4,"Apr",5,"Fri",15
2010-04-19,19.139999,19.549999,17.34,17.34,0,17.34,2010,4,"Apr",1,"Mon",16
2010-04-20,16.84,16.889999,15.73,15.73,0,15.73,2010,4,"Apr",2,"Tue",16
2010-04-21,15.94,16.85,15.5,16.32,0,16.32,2010,4,"Apr",3,"Wed",16
2010-04-22,17.48,18.190001,16.200001,16.469999,0,16.469999,2010,4,"Apr",4,"Thu",16
2010-04-23,16.620001,16.709999,16.120001,16.620001,0,16.620001,2010,4,"Apr",5,"Fri",16
2010-04-26,17.52,17.530001,17.07,17.469999,0,17.469999,2010,4,"Apr",1,"Mon",17
2010-04-27,18.129999,23.200001,17.940001,22.809999,0,22.809999,2010,4,"Apr",2,"Tue",17
2010-04-28,22.08,23.030001,20.860001,21.08,0,21.08,2010,4,"Apr",3,"Wed",17
2010-04-29,20.370001,20.370001,18.440001,18.440001,0,18.440001,2010,4,"Apr",4,"Thu",17
2010-04-30,18.75,22.389999,18.41,22.049999,0,22.049999,2010,4,"Apr",5,"Fri",17
2010-05-03,22.41,22.41,19.610001,20.190001,0,20.190001,2010,5,"May",1,"Mon",18
2010-05-04,22.459999,25.700001,22.459999,23.84,0,23.84,2010,5,"May",2,"Tue",18
2010-05-05,25.959999,27.23,23.75,24.91,0,24.91,2010,5,"May",3,"Wed",18
2010-05-06,25.879999,40.709999,24.43,32.799999,0,32.799999,2010,5,"May",4,"Thu",18
2010-05-07,32.759998,42.150002,31.709999,40.950001,0,40.950001,2010,5,"May",5,"Fri",18
2010-05-10,28.65,30.889999,25.68,28.84,0,28.84,2010,5,"May",1,"Mon",19
2010-05-11,31.040001,31.040001,25.860001,28.32,0,28.32,2010,5,"May",2,"Tue",19
2010-05-12,26.559999,26.67,24.98,25.52,0,25.52,2010,5,"May",3,"Wed",19
2010-05-13,26.17,26.85,24.299999,26.68,0,26.68,2010,5,"May",4,"Thu",19
2010-05-14,28.4,33.240002,28.4,31.24,0,31.24,2010,5,"May",5,"Fri",19
2010-05-17,31.33,35.25,30.76,30.84,0,30.84,2010,5,"May",1,"Mon",20
2010-05-18,28.67,34.169998,28.09,33.549999,0,33.549999,2010,5,"May",2,"Tue",20
2010-05-19,34.650002,38.419998,33.07,35.32,0,35.32,2010,5,"May",3,"Wed",20
2010-05-20,41.790001,46.369999,40.299999,45.790001,0,45.790001,2010,5,"May",4,"Thu",20
2010-05-21,47.66,48.200001,38.950001,40.099998,0,40.099998,2010,5,"May",5,"Fri",20
2010-05-24,41.740002,41.740002,35.57,38.32,0,38.32,2010,5,"May",1,"Mon",21
2010-05-25,43.150002,43.740002,34.59,34.610001,0,34.610001,2010,5,"May",2,"Tue",21
2010-05-26,32.540001,35.02,29.389999,35.02,0,35.02,2010,5,"May",3,"Wed",21
2010-05-27,30.24,31.030001,29.540001,29.68,0,29.68,2010,5,"May",4,"Thu",21
2010-05-28,30.23,33.299999,29.530001,32.07,0,32.07,2010,5,"May",5,"Fri",21
2010-06-01,34.869999,35.68,31.82,35.540001,0,35.540001,2010,6,"Jun",2,"Tue",22
2010-06-02,34.389999,34.57,29.940001,30.17,0,30.17,2010,6,"Jun",3,"Wed",22
2010-06-03,29.65,31.200001,29.120001,29.459999,0,29.459999,2010,6,"Jun",4,"Thu",22
2010-06-04,32.93,36.119999,31.809999,35.48,0,35.48,2010,6,"Jun",5,"Fri",22
2010-06-07,35.66,36.799999,34.43,36.57,0,36.57,2010,6,"Jun",1,"Mon",23
2010-06-08,36.529999,37.380001,33.360001,33.700001,0,33.700001,2010,6,"Jun",2,"Tue",23
2010-06-09,32.330002,34.119999,30.23,33.73,0,33.73,2010,6,"Jun",3,"Wed",23
2010-06-10,31,31.77,29.690001,30.57,0,30.57,2010,6,"Jun",4,"Thu",23
2010-06-11,31.790001,31.790001,28.6,28.790001,0,28.790001,2010,6,"Jun",5,"Fri",23
2010-06-14,27.940001,28.719999,26.98,28.58,0,28.58,2010,6,"Jun",1,"Mon",24
2010-06-15,27.68,27.84,25.68,25.870001,0,25.870001,2010,6,"Jun",2,"Tue",24
2010-06-16,26.719999,26.719999,25.34,25.92,0,25.92,2010,6,"Jun",3,"Wed",24
2010-06-17,25.59,26.639999,25.049999,25.049999,0,25.049999,2010,6,"Jun",4,"Thu",24
2010-06-18,24.870001,24.879999,23.299999,23.950001,0,23.950001,2010,6,"Jun",5,"Fri",24
2010-06-21,22.9,25.639999,22.870001,24.879999,0,24.879999,2010,6,"Jun",1,"Mon",25
2010-06-22,25.139999,27.049999,24.41,27.049999,0,27.049999,2010,6,"Jun",2,"Tue",25
2010-06-23,26.93,28.549999,26.540001,26.91,0,26.91,2010,6,"Jun",3,"Wed",25
2010-06-24,27.610001,30.27,27.530001,29.74,0,29.74,2010,6,"Jun",4,"Thu",25
2010-06-25,29.639999,30.41,28.07,28.530001,0,28.530001,2010,6,"Jun",5,"Fri",25
2010-06-28,29.200001,29.9,28.469999,29,0,29,2010,6,"Jun",1,"Mon",26
2010-06-29,31.219999,35.389999,31.219999,34.130001,0,34.130001,2010,6,"Jun",2,"Tue",26
2010-06-30,33.950001,34.630001,31.74,34.540001,0,34.540001,2010,6,"Jun",3,"Wed",26
2010-07-01,34.41,37.580002,32.720001,32.860001,0,32.860001,2010,7,"Jul",4,"Thu",26
2010-07-02,31.709999,31.879999,29.35,30.120001,0,30.120001,2010,7,"Jul",5,"Fri",26
2010-07-06,28.82,31.15,27.959999,29.65,0,29.65,2010,7,"Jul",2,"Tue",27
2010-07-07,29.559999,29.559999,26.84,26.84,0,26.84,2010,7,"Jul",3,"Wed",27
2010-07-08,26.5,27.42,24.219999,25.709999,0,25.709999,2010,7,"Jul",4,"Thu",27
2010-07-09,25.35,25.67,24.370001,24.98,0,24.98,2010,7,"Jul",5,"Fri",27
