carat,depth,table,clarity,cut
635,1.24,61.6,59.0,2.0,Premium
636,1.05,62.8,55.0,3.0,Premium
637,0.31,60.3,59.0,3.0,Premium
638,0.31,60.6,59.0,6.0,Premium
639,0.31,62.3,59.0,4.0,Premium
640,2.01,59.4,62.0,3.0,Premium
641,0.6,62.0,59.0,3.0,Premium
642,1.16,62.3,56.0,5.0,Premium
643,1.13,58.6,59.0,4.0,Premium
644,0.73,60.0,58.0,4.0,Premium
645,0.3,62.6,58.0,5.0,Premium
646,0.7,61.7,60.0,4.0,Premium
647,0.32,59.9,58.0,7.0,Premium
648,1.5,62.6,59.0,3.0,Premium
649,2.04,60.3,60.0,3.0,Premium
650,1.44,61.8,57.0,4.0,Premium
651,1.51,62.8,60.0,3.0,Premium
652,1.53,61.3,59.0,2.0,Premium
653,0.33,62.2,59.0,2.0,Premium
654,0.37,63.0,58.0,5.0,Premium
655,0.53,60.0,58.0,2.0,Premium
656,0.33,61.0,59.0,7.0,Premium
657,2.05,60.0,58.0,3.0,Premium
658,0.91,62.2,60.0,2.0,Premium
659,1.2,59.6,58.0,5.0,Premium
660,1.21,60.3,60.0,5.0,Premium
661,0.5,61.3,59.0,5.0,Premium
662,1.53,62.7,60.0,3.0,Premium
663,1.5,59.2,62.0,2.0,Premium
664,0.31,59.5,59.0,4.0,Premium
665,1.5,58.9,60.0,3.0,Premium
666,0.71,61.3,58.0,2.0,Premium
667,0.51,61.5,58.0,5.0,Premium
668,0.3,62.2,58.0,2.0,Premium
669,1.14,62.6,58.0,3.0,Premium
670,1.62,61.7,59.0,4.0,Premium
671,1.65,60.4,60.0,2.0,Premium
672,1.0,61.2,58.0,2.0,Premium
673,0.81,61.2,56.0,2.0,Premium
674,0.72,60.7,60.0,7.0,Premium
675,0.93,62.3,58.0,2.0,Premium
676,1.41,59.1,57.0,3.0,Premium
677,0.31,59.9,59.0,4.0,Premium
678,1.02,62.0,59.0,3.0,Premium
679,0.76,60.1,59.0,5.0,Premium
680,1.57,60.9,58.0,3.0,Premium
681,1.27,60.9,59.0,2.0,Premium
682,1.01,59.8,58.0,0.0,Premium
683,0.32,61.0,61.0,5.0,Premium
684,1.16,60.5,59.0,5.0,Premium
685,0.32,62.3,58.0,4.0,Premium
686,0.77,60.8,59.0,2.0,Premium
687,0.33,60.1,59.0,2.0,Premium
688,0.57,60.7,59.0,3.0,Premium
689,1.33,61.5,58.0,4.0,Premium
690,0.33,61.0,58.0,7.0,Premium
691,0.31,61.3,59.0,5.0,Premium
692,1.01,61.6,59.0,5.0,Premium
693,0.37,58.4,59.0,4.0,Premium
694,1.6,62.1,60.0,2.0,Premium
695,0.7,61.9,60.0,2.0,Premium
696,0.95,62.8,59.0,2.0,Premium
697,1.5,60.6,61.0,5.0,Premium
698,2.75,60.5,61.0,3.0,Premium
699,0.42,62.7,59.0,2.0,Premium
700,0.32,60.2,60.0,7.0,Premium
701,1.0,60.1,61.0,2.0,Premium
702,0.3,60.0,60.0,2.0,Premium
703,1.38,60.2,60.0,3.0,Premium
704,1.01,58.5,59.0,7.0,Premium
705,1.53,60.7,60.0,3.0,Premium
706,0.36,61.1,59.0,2.0,Premium
707,0.31,62.3,57.0,3.0,Premium
708,0.41,62.4,58.0,5.0,Premium
709,0.43,59.9,58.0,4.0,Premium
710,0.51,62.2,58.0,2.0,Premium
711,1.01,60.9,55.0,5.0,Premium
712,0.33,62.3,59.0,2.0,Premium
713,0.72,59.1,61.0,3.0,Premium
714,1.51,60.9,58.0,7.0,Premium
715,0.9,61.3,55.0,3.0,Premium
716,0.34,59.9,59.0,3.0,Premium
717,1.12,62.8,56.0,5.0,Premium
718,0.32,60.1,61.0,5.0,Premium
719,1.01,62.5,62.0,3.0,Premium
720,0.55,60.3,62.0,5.0,Premium
721,1.21,61.0,58.0,5.0,Premium
722,1.54,62.0,56.0,3.0,Premium
723,0.38,60.9,60.0,5.0,Premium
724,1.3,59.9,59.0,2.0,Premium
725,2.33,59.9,59.0,2.0,Premium
726,1.3,62.5,58.0,4.0,Premium
727,2.8,61.1,59.0,3.0,Premium
728,0.36,61.5,58.0,3.0,Premium
729,2.01,61.6,58.0,3.0,Premium
730,0.72,62.8,58.0,6.0,Premium
731,1.28,60.8,60.0,4.0,Premium
732,0.31,60.6,60.0,7.0,Premium
733,0.95,62.6,59.0,7.0,Premium
734,0.4,60.9,60.0,2.0,Premium
735,1.13,61.4,59.0,3.0,Premium
736,0.31,62.1,59.0,6.0,Premium
737,0.43,62.3,59.0,2.0,Premium
738,0.41,60.2,59.0,4.0,Premium
739,1.53,62.9,59.0,2.0,Premium
740,0.95,58.8,60.0,3.0,Premium
741,1.13,58.3,60.0,3.0,Premium
742,0.5,62.3,58.0,2.0,Premium
743,0.92,62.2,58.0,2.0,Premium
744,1.52,60.4,59.0,2.0,Premium
745,1.25,62.0,59.0,5.0,Premium
746,0.3,61.1,61.0,6.0,Premium
747,0.54,58.8,61.0,1.0,Premium
748,0.7,58.4,61.0,3.0,Premium
749,2.02,60.8,62.0,5.0,Premium
750,1.19,62.7,61.0,2.0,Premium
751,1.54,59.3,59.0,5.0,Premium
752,0.32,61.6,58.0,1.0,Premium
753,1.02,61.9,58.0,4.0,Premium
754,0.9,58.0,61.0,5.0,Premium
755,0.5,61.4,59.0,5.0,Premium
756,1.01,59.1,58.0,5.0,Premium
757,0.36,61.4,58.0,2.0,Premium
758,0.73,61.7,58.0,2.0,Premium
759,0.69,61.0,60.0,5.0,Premium
760,1.0,62.5,59.0,3.0,Premium
761,2.01,61.5,62.0,4.0,Premium
762,1.23,58.5,59.0,7.0,Premium
763,1.32,60.9,59.0,5.0,Premium
764,1.09,59.4,60.0,3.0,Premium
765,1.15,62.6,58.0,2.0,Premium
766,0.38,61.3,59.0,2.0,Premium
767,0.42,59.9,61.0,4.0,Premium
768,1.04,61.0,58.0,2.0,Premium
769,0.31,61.2,59.0,6.0,Premium
770,1.11,61.5,58.0,3.0,Premium
771,0.28,61.3,60.0,6.0,Premium
772,0.71,62.4,58.0,4.0,Premium
773,0.31,61.5,58.0,7.0,Premium
774,2.2,60.5,55.0,2.0,Premium
775,0.43,61.0,60.0,3.0,Premium
776,0.9,60.9,56.0,2.0,Premium
777,0.83,62.9,57.0,3.0,Premium
778,0.7,60.5,58.0,2.0,Premium
779,0.9,59.5,58.0,5.0,Premium
780,2.38,60.6,59.0,3.0,Premium
781,1.22,62.6,58.0,2.0,Premium
782,1.12,62.4,58.0,3.0,Premium
783,1.64,62.8,59.0,2.0,Premium
784,2.1,61.3,58.0,6.0,Premium
785,1.22,62.5,57.0,3.0,Premium
786,0.5,61.8,58.0,5.0,Premium
787,0.41,62.8,59.0,2.0,Premium
788,2.38,60.9,59.0,4.0,Premium
789,0.44,61.5,57.0,7.0,Premium
790,0.31,61.1,59.0,4.0,Premium
791,0.71,61.4,58.0,2.0,Premium
792,0.41,61.0,59.0,7.0,Premium
793,1.37,60.9,59.0,5.0,Premium
794,0.58,62.4,55.0,5.0,Premium
795,0.31,62.4,58.0,4.0,Premium
796,0.77,61.9,59.0,3.0,Premium
797,0.31,60.8,58.0,5.0,Premium
798,0.75,61.9,61.0,4.0,Premium
799,0.32,62.6,58.0,2.0,Premium
800,1.02,63.4,59.0,5.0,Very Good
801,0.4,61.8,58.0,4.0,Very Good
802,1.05,63.4,57.0,4.0,Very Good
803,0.53,60.5,60.0,3.0,Very Good
804,1.7,63.6,59.0,2.0,Very Good
805,0.37,61.0,58.0,5.0,Very Good
806,0.91,63.3,58.0,3.0,Very Good
807,0.43,62.8,56.0,5.0,Very Good
808,1.51,63.4,58.0,2.0,Very Good
809,0.91,63.4,58.0,7.0,Very Good
810,0.34,63.2,58.0,6.0,Very Good
811,1.01,60.0,60.0,2.0,Very Good
812,1.01,61.0,61.0,2.0,Very Good
813,1.12,63.3,58.0,3.0,Very Good
814,0.4,63.1,59.0,3.0,Very Good
815,1.41,62.5,58.0,5.0,Very Good
816,0.4,63.0,59.0,2.0,Very Good
817,1.33,63.5,57.0,3.0,Very Good
818,1.01,62.7,56.0,2.0,Very Good
819,1.0,63.5,56.0,5.0,Very Good
820,1.11,60.8,60.0,2.0,Very Good
821,1.31,62.6,59.0,2.0,Very Good
822,0.32,63.4,56.0,7.0,Very Good
823,1.52,63.7,57.0,7.0,Very Good
824,0.61,63.3,60.0,2.0,Very Good
825,1.01,63.2,58.0,2.0,Very Good
826,0.3,62.4,59.0,3.0,Very Good
827,0.8,63.1,57.0,2.0,Very Good
828,0.34,59.8,62.0,5.0,Very Good
829,0.7,60.3,60.0,2.0,Very Good
830,0.35,61.2,57.0,6.0,Very Good
831,0.3,62.7,59.0,2.0,Very Good
832,0.91,62.1,55.0,3.0,Very Good
833,0.25,63.0,59.0,4.0,Very Good
834,1.55,61.6,56.0,4.0,Very Good
835,2.26,61.6,61.0,3.0,Very Good
836,1.29,61.2,58.0,2.0,Very Good
837,0.28,63.2,56.0,7.0,Very Good
838,0.43,61.9,55.0,5.0,Very Good
839,1.27,59.2,60.0,5.0,Very Good
840,0.34,61.7,58.0,6.0,Very Good
841,0.36,59.9,58.6,4.0,Very Good
842,0.37,63.2,57.0,2.0,Very Good
843,0.51,63.1,55.0,5.0,Very Good
844,1.22,63.4,56.0,2.0,Very Good
845,0.24,59.4,60.0,6.0,Very Good
846,1.02,62.0,59.0,4.0,Very Good
847,0.56,62.1,55.6,7.0,Very Good
848,0.23,61.2,57.0,6.0,Very Good
849,0.7,60.5,58.0,5.0,Very Good
850,0.5,62.9,56.0,5.0,Very Good
851,1.3,59.1,60.0,2.0,Very Good
852,0.33,63.1,56.0,4.0,Very Good
853,0.34,61.2,54.0,2.0,Very Good
854,0.37,59.5,61.0,5.0,Very Good
855,1.01,62.9,58.0,4.0,Very Good
856,1.0,59.4,63.0,2.0,Very Good
857,1.3,62.5,59.0,5.0,Very Good
858,0.71,60.7,60.0,2.0,Very Good
859,0.53,63.4,56.0,4.0,Very Good
860,1.52,60.9,57.0,3.0,Very Good
861,0.3,61.9,59.0,6.0,Very Good
862,1.01,62.8,58.0,2.0,Very Good
863,0.78,63.0,58.0,5.0,Very Good
864,0.7,62.9,57.0,5.0,Very Good
865,1.0,59.0,58.0,5.0,Very Good
866,0.53,62.5,55.0,2.0,Very Good
867,0.7,60.0,55.0,5.0,Very Good
868,1.08,63.2,59.0,3.0,Very Good
869,0.71,61.5,57.0,5.0,Very Good
870,0.34,61.7,56.0,6.0,Very Good
871,0.38,61.4,61.0,2.0,Very Good
872,0.53,61.3,61.0,7.0,Very Good
873,1.63,58.2,62.0,3.0,Very Good
874,1.21,59.3,57.0,4.0,Very Good
875,0.3,61.9,58.0,2.0,Very Good
876,0.75,63.0,57.0,5.0,Very Good
877,1.21,61.1,57.0,7.0,Very Good
878,0.54,61.6,54.0,4.0,Very Good
879,1.5,61.3,59.0,3.0,Very Good
880,1.06,61.1,62.0,3.0,Very Good
881,0.52,62.1,58.0,7.0,Very Good
882,0.27,62.0,60.0,7.0,Very Good
883,0.7,60.3,63.0,4.0,Very Good
884,0.7,60.4,61.0,2.0,Very Good
885,1.5,59.6,60.0,4.0,Very Good
886,2.05,63.1,58.0,3.0,Very Good
887,1.2,62.5,57.0,4.0,Very Good
888,2.0,63.6,57.0,2.0,Very Good
889,0.77,60.2,58.0,6.0,Very Good
890,1.46,62.8,59.0,2.0,Very Good
891,0.51,63.3,57.0,4.0,Very Good
892,0.33,61.4,58.0,5.0,Very Good
893,0.34,62.4,60.0,5.0,Very Good
894,0.4,62.0,56.0,4.0,Very Good
895,2.01,61.5,60.0,2.0,Very Good
896,0.41,63.5,57.0,3.0,Very Good
897,0.38,62.7,58.0,3.0,Very Good
898,1.01,61.7,60.0,7.0,Very Good
899,2.0,61.0,51.6,4.0,Very Good
900,0.4,61.9,59.0,5.0,Very Good
901,0.44,63.1,57.0,4.0,Very Good
902,0.74,61.0,59.0,7.0,Very Good
903,1.5,59.7,56.0,5.0,Very Good
904,0.3,60.1,60.0,1.0,Very Good
905,0.72,61.8,58.0,5.0,Very Good
906,0.3,61.8,60.0,2.0,Very Good
907,0.3,62.6,55.0,1.0,Very Good
908,1.0,61.0,61.0,2.0,Very Good
909,1.03,62.8,59.0,3.0,Very Good
910,1.01,62.7,56.0,3.0,Very Good
911,0.55,62.5,56.0,5.0,Very Good
912,0.51,62.0,59.0,5.0,Very Good
913,0.31,61.8,61.0,4.0,Very Good
914,1.0,63.1,56.0,2.0,Very Good
915,0.42,63.1,56.0,3.0,Very Good
916,0.76,60.8,60.0,3.0,Very Good
917,0.3,63.5,57.0,3.0,Very Good
918,2.14,58.2,61.0,3.0,Very Good
919,1.1,61.7,56.0,7.0,Very Good
920,0.31,62.9,56.0,2.0,Very Good
921,1.51,62.6,57.0,4.0,Very Good
922,0.32,61.8,55.0,1.0,Very Good
923,0.9,61.2,57.0,5.0,Very Good
924,0.51,62.7,56.0,7.0,Very Good
925,0.9,62.5,58.0,4.0,Very Good
926,0.5,63.0,57.0,5.0,Very Good
927,1.01,63.3,60.0,4.0,Very Good
928,0.5,62.3,60.0,4.0,Very Good
929,0.51,60.5,56.0,3.0,Very Good
930,1.0,59.5,59.0,7.0,Very Good
931,0.56,59.9,60.0,1.0,Very Good
932,0.25,61.1,59.0,7.0,Very Good
933,1.55,60.8,60.0,4.0,Very Good
934,0.53,60.9,55.0,3.0,Very Good
935,0.85,60.0,57.0,5.0,Very Good
936,0.3,61.4,58.0,7.0,Very Good
937,0.5,62.8,55.0,7.0,Very Good
938,0.4,61.6,55.0,3.0,Very Good
939,0.4,62.1,60.0,2.0,Very Good
940,1.01,62.4,58.0,2.0,Very Good
941,0.41,63.3,56.0,5.0,Very Good
942,0.82,61.9,57.0,1.0,Very Good
943,1.02,62.2,58.0,2.0,Very Good
944,1.09,62.5,59.0,4.0,Very Good
945,0.71,59.6,56.0,5.0,Very Good
946,1.18,63.5,57.0,3.0,Very Good
947,0.8,63.3,57.0,1.0,Very Good
948,0.75,63.4,57.0,2.0,Very Good
949,0.9,59.9,58.0,5.0,Very Good
950,0.42,62.1,55.0,4.0,Very Good
951,0.32,61.9,59.0,2.0,Very Good
952,0.35,60.1,62.0,6.0,Very Good
953,0.33,62.9,55.0,3.0,Very Good
954,0.3,62.1,59.0,7.0,Very Good
955,0.42,58.6,58.0,3.0,Very Good
956,0.25,62.9,55.0,6.0,Very Good
957,1.0,63.7,55.0,2.0,Very Good
958,0.31,61.4,61.0,4.0,Very Good
959,1.21,63.3,63.0,0.0,Very Good
960,0.55,61.2,58.0,2.0,Very Good
961,1.01,59.1,63.0,3.0,Very Good
962,1.01,60.1,60.0,3.0,Very Good
963,0.65,59.3,56.0,4.0,Very Good
964,1.03,58.0,60.0,3.0,Very Good
965,0.51,59.5,63.0,5.0,Very Good
966,0.64,63.7,54.0,2.0,Very Good
967,0.24,62.5,58.0,7.0,Very Good
968,1.75,63.3,56.0,4.0,Very Good
969,0.41,63.4,56.0,2.0,Very Good
970,1.07,59.4,60.0,3.0,Very Good
971,0.7,61.2,58.0,6.0,Very Good
972,0.26,62.7,55.0,7.0,Very Good
973,0.55,61.2,57.0,5.0,Very Good
974,0.4,60.0,56.0,4.0,Very Good
975,1.01,62.7,56.0,2.0,Very Good
976,0.52,62.0,57.0,6.0,Very Good
977,0.74,63.3,59.0,3.0,Very Good
978,0.32,62.8,60.0,6.0,Very Good
979,1.52,61.6,56.0,5.0,Very Good
980,0.5,63.5,54.0,5.0,Very Good
981,0.59,61.7,60.0,5.0,Very Good
982,1.08,60.2,58.0,4.0,Very Good
983,1.01,63.3,58.0,5.0,Very Good
984,1.24,61.2,57.0,3.0,Very Good
985,0.51,63.1,57.0,5.0,Very Good
986,1.5,62.0,63.0,3.0,Very Good
987,0.32,63.0,55.0,4.0,Very Good
988,0.7,60.1,60.0,4.0,Very Good
989,1.22,62.5,59.0,2.0,Very Good
990,0.31,63.2,57.0,2.0,Very Good
991,0.9,62.2,57.0,3.0,Very Good
992,0.29,61.8,59.0,4.0,Very Good
993,0.31,61.8,60.0,3.0,Very Good
994,0.31,63.1,57.0,4.0,Very Good
995,1.22,59.5,60.0,5.0,Very Good
996,0.52,63.4,56.0,5.0,Very Good
997,1.03,60.6,58.0,4.0,Very Good
998,0.9,63.4,58.0,2.0,Very Good
999,1.01,63.1,60.0,5.0,Very Good
